

Ente;Candidato;Liste/Gruppi;Voti lista;;
PROCIDA;BARBAGALLO ANTONIO;PER UNA SINISTRA RIVOLUZIONARIA;3;;
PROCIDA;SPAVONE ANNA;PARTITO REPUBBLICANO ITALIANO - ALA;3;;
QUALIANO;CASTELLONE MARIA DOMENICA;MOVIMENTO 5 STELLE;5859;;
QUALIANO;BENEDUCE FLORA;FORZA ITALIA;2461;;
QUALIANO;;NOI CON L'ITALIA - UDC;480;;
QUALIANO;;LEGA;398;;
QUALIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;325;;
QUALIANO;PALMA GIOVANNA;PARTITO DEMOCRATICO;751;;
QUALIANO;;ITALIA EUROPA INSIEME;66;;
QUALIANO;;+EUROPA;46;;
QUALIANO;;CIVICA POPOLARE LORENZIN;17;;
QUALIANO;MORRA CARLO;LIBERI E UGUALI;104;;
QUALIANO;REGA ANTONIO;POTERE AL POPOLO!;86;;
QUALIANO;CASALE BENIAMINO;IL POPOLO DELLA FAMIGLIA;49;;
QUALIANO;AMATO IRENE;ITALIA AGLI ITALIANI;45;;
QUALIANO;LUBRANO BENITO;CASAPOUND ITALIA;46;;
QUALIANO;BARBAGALLO ANTONIO;PER UNA SINISTRA RIVOLUZIONARIA;10;;
QUALIANO;SPAVONE ANNA;PARTITO REPUBBLICANO ITALIANO - ALA;5;;
QUARTO;CASTELLONE MARIA DOMENICA;MOVIMENTO 5 STELLE;9406;;
QUARTO;BENEDUCE FLORA;FORZA ITALIA;4497;;
QUARTO;;LEGA;823;;
QUARTO;;FRATELLI D'ITALIA CON GIORGIA MELONI;421;;
QUARTO;;NOI CON L'ITALIA - UDC;142;;
QUARTO;PALMA GIOVANNA;PARTITO DEMOCRATICO;1582;;
QUARTO;;+EUROPA;120;;
QUARTO;;ITALIA EUROPA INSIEME;37;;
QUARTO;;CIVICA POPOLARE LORENZIN;28;;
QUARTO;MORRA CARLO;LIBERI E UGUALI;489;;
QUARTO;REGA ANTONIO;POTERE AL POPOLO!;310;;
QUARTO;CASALE BENIAMINO;IL POPOLO DELLA FAMIGLIA;105;;
QUARTO;LUBRANO BENITO;CASAPOUND ITALIA;73;;
QUARTO;AMATO IRENE;ITALIA AGLI ITALIANI;59;;
QUARTO;BARBAGALLO ANTONIO;PER UNA SINISTRA RIVOLUZIONARIA;17;;
QUARTO;SPAVONE ANNA;PARTITO REPUBBLICANO ITALIANO - ALA;6;;
SANT'ANTIMO;CASTELLONE MARIA DOMENICA;MOVIMENTO 5 STELLE;7400;;
SANT'ANTIMO;BENEDUCE FLORA;FORZA ITALIA;2837;;
SANT'ANTIMO;;LEGA;543;;
