

Ente;Candidato;Liste/Gruppi;Voti lista;;
BATTIPAGLIA;;FRATELLI D'ITALIA CON GIORGIA MELONI;1129;;
BATTIPAGLIA;;NOI CON L'ITALIA - UDC;174;;
BATTIPAGLIA;GALLO FILOMENA;PARTITO DEMOCRATICO;2802;;
BATTIPAGLIA;;ITALIA EUROPA INSIEME;282;;
BATTIPAGLIA;;+EUROPA;198;;
BATTIPAGLIA;;CIVICA POPOLARE LORENZIN;124;;
BATTIPAGLIA;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;462;;
BATTIPAGLIA;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;368;;
BATTIPAGLIA;CARAFFA CLAUDIO;POTERE AL POPOLO!;290;;
BATTIPAGLIA;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;146;;
BATTIPAGLIA;LUONGO SALVATORE;CASAPOUND ITALIA;151;;
BATTIPAGLIA;LORENZI RICCARDO;PARTITO COMUNISTA;60;;
BATTIPAGLIA;MAIESE FRANCESCO;PARTITO VALORE UMANO;29;;
BATTIPAGLIA;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;15;;
BATTIPAGLIA;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;12;;
BELLIZZI;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;2937;;
BELLIZZI;SPINELLI COSTABILE;FORZA ITALIA;1632;;
BELLIZZI;;LEGA;435;;
BELLIZZI;;FRATELLI D'ITALIA CON GIORGIA MELONI;214;;
BELLIZZI;;NOI CON L'ITALIA - UDC;72;;
BELLIZZI;GALLO FILOMENA;PARTITO DEMOCRATICO;802;;
BELLIZZI;;+EUROPA;42;;
BELLIZZI;;ITALIA EUROPA INSIEME;26;;
BELLIZZI;;CIVICA POPOLARE LORENZIN;16;;
BELLIZZI;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;89;;
BELLIZZI;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;82;;
BELLIZZI;CARAFFA CLAUDIO;POTERE AL POPOLO!;41;;
BELLIZZI;LUONGO SALVATORE;CASAPOUND ITALIA;30;;
BELLIZZI;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;27;;
BELLIZZI;LORENZI RICCARDO;PARTITO COMUNISTA;18;;
BELLIZZI;MAIESE FRANCESCO;PARTITO VALORE UMANO;11;;
BELLIZZI;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;9;;
BELLIZZI;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;8;;
BELLOSGUARDO;GALLO FILOMENA;PARTITO DEMOCRATICO;115;;
BELLOSGUARDO;;+EUROPA;6;;
BELLOSGUARDO;;ITALIA EUROPA INSIEME;3;;
BELLOSGUARDO;;CIVICA POPOLARE LORENZIN;1;;
BELLOSGUARDO;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;108;;
BELLOSGUARDO;SPINELLI COSTABILE;FORZA ITALIA;46;;
BELLOSGUARDO;;LEGA;37;;
BELLOSGUARDO;;FRATELLI D'ITALIA CON GIORGIA MELONI;10;;
BELLOSGUARDO;;NOI CON L'ITALIA - UDC;1;;
BELLOSGUARDO;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;15;;
