

Ente;Candidato;Liste/Gruppi;Voti lista;;
CAPRI;ANDRETTI CIRO;ITALIA AGLI ITALIANI;9;;
CAPRI;TASSI ALESSANDRA;PARTITO COMUNISTA;5;;
CAPRI;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;5;;
CAPRI;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
CAPRI;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;1;;
CASOLA DI NAPOLI;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;757;;
CASOLA DI NAPOLI;RIVELLINI CRESCENZIO;FORZA ITALIA;608;;
CASOLA DI NAPOLI;;LEGA;45;;
CASOLA DI NAPOLI;;FRATELLI D'ITALIA CON GIORGIA MELONI;31;;
CASOLA DI NAPOLI;;NOI CON L'ITALIA - UDC;8;;
CASOLA DI NAPOLI;MANNIELLO FRANCESCO;CIVICA POPOLARE LORENZIN;246;;
CASOLA DI NAPOLI;;PARTITO DEMOCRATICO;105;;
CASOLA DI NAPOLI;;+EUROPA;10;;
CASOLA DI NAPOLI;;ITALIA EUROPA INSIEME;3;;
CASOLA DI NAPOLI;CIRILLO VINCENZO;LIBERI E UGUALI;12;;
CASOLA DI NAPOLI;ANDRETTI CIRO;ITALIA AGLI ITALIANI;12;;
CASOLA DI NAPOLI;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;6;;
CASOLA DI NAPOLI;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;5;;
CASOLA DI NAPOLI;FARDELLI DIANA RITA;POTERE AL POPOLO!;4;;
CASOLA DI NAPOLI;TASSI ALESSANDRA;PARTITO COMUNISTA;3;;
CASOLA DI NAPOLI;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
CASOLA DI NAPOLI;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;0;;
CASOLA DI NAPOLI;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;0;;
CASTELLAMMARE DI STABIA;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;14942;;
CASTELLAMMARE DI STABIA;RIVELLINI CRESCENZIO;FORZA ITALIA;5145;;
CASTELLAMMARE DI STABIA;;LEGA;813;;
CASTELLAMMARE DI STABIA;;FRATELLI D'ITALIA CON GIORGIA MELONI;767;;
CASTELLAMMARE DI STABIA;;NOI CON L'ITALIA - UDC;182;;
CASTELLAMMARE DI STABIA;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;3956;;
CASTELLAMMARE DI STABIA;;+EUROPA;365;;
CASTELLAMMARE DI STABIA;;CIVICA POPOLARE LORENZIN;266;;
CASTELLAMMARE DI STABIA;;ITALIA EUROPA INSIEME;76;;
CASTELLAMMARE DI STABIA;CIRILLO VINCENZO;LIBERI E UGUALI;794;;
CASTELLAMMARE DI STABIA;FARDELLI DIANA RITA;POTERE AL POPOLO!;296;;
CASTELLAMMARE DI STABIA;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;172;;
CASTELLAMMARE DI STABIA;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;121;;
CASTELLAMMARE DI STABIA;ANDRETTI CIRO;ITALIA AGLI ITALIANI;78;;
CASTELLAMMARE DI STABIA;TASSI ALESSANDRA;PARTITO COMUNISTA;67;;
CASTELLAMMARE DI STABIA;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;34;;
CASTELLAMMARE DI STABIA;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;23;;
CASTELLAMMARE DI STABIA;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;23;;
ERCOLANO;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;12114;;
ERCOLANO;RIVELLINI CRESCENZIO;FORZA ITALIA;4411;;
ERCOLANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;683;;
ERCOLANO;;LEGA;503;;
ERCOLANO;;NOI CON L'ITALIA - UDC;426;;
ERCOLANO;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;3393;;
ERCOLANO;;+EUROPA;281;;
ERCOLANO;;ITALIA EUROPA INSIEME;62;;
ERCOLANO;;CIVICA POPOLARE LORENZIN;59;;
ERCOLANO;CIRILLO VINCENZO;LIBERI E UGUALI;618;;
ERCOLANO;FARDELLI DIANA RITA;POTERE AL POPOLO!;303;;
ERCOLANO;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;127;;
ERCOLANO;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;78;;
ERCOLANO;TASSI ALESSANDRA;PARTITO COMUNISTA;75;;
ERCOLANO;ANDRETTI CIRO;ITALIA AGLI ITALIANI;41;;
ERCOLANO;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;28;;
ERCOLANO;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;16;;
ERCOLANO;PEZZA LUCA GABRIELE MARIO;PER UNA SINISTRA RIVOLUZIONARIA;11;;
GRAGNANO;LA MURA VIRGINIA;MOVIMENTO 5 STELLE;6250;;
GRAGNANO;RIVELLINI CRESCENZIO;FORZA ITALIA;3449;;
GRAGNANO;;LEGA;404;;
GRAGNANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;286;;
GRAGNANO;;NOI CON L'ITALIA - UDC;113;;
GRAGNANO;MANNIELLO FRANCESCO;PARTITO DEMOCRATICO;1560;;
GRAGNANO;;CIVICA POPOLARE LORENZIN;279;;
GRAGNANO;;+EUROPA;101;;
GRAGNANO;;ITALIA EUROPA INSIEME;29;;
GRAGNANO;CIRILLO VINCENZO;LIBERI E UGUALI;223;;
GRAGNANO;FARDELLI DIANA RITA;POTERE AL POPOLO!;85;;
GRAGNANO;ERRICO JESSICA;IL POPOLO DELLA FAMIGLIA;63;;
GRAGNANO;ESPOSITO ALESSANDRO;CASAPOUND ITALIA;48;;
GRAGNANO;TASSI ALESSANDRA;PARTITO COMUNISTA;37;;
GRAGNANO;ANDRETTI CIRO;ITALIA AGLI ITALIANI;28;;
GRAGNANO;LIGUORO RAFFAELLA;PARTITO VALORE UMANO;14;;
GRAGNANO;FARO CIRO;PARTITO REPUBBLICANO ITALIANO - ALA;11;;
