

Ente;Liste/Gruppi;Voti;
LAVIANO;CASAPOUND ITALIA - DESTRE UNITE;0;;
LUSTRA;LEGA SALVINI PREMIER;123;;
LUSTRA;MOVIMENTO 5 STELLE;95;;
LUSTRA;PARTITO DEMOCRATICO;45;;
LUSTRA;FORZA ITALIA;34;;
LUSTRA;FRATELLI D'ITALIA;32;;
LUSTRA;LA SINISTRA;4;;
LUSTRA;PARTITO COMUNISTA;4;;
LUSTRA;PARTITO ANIMALISTA;3;;
LUSTRA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
LUSTRA;PARTITO PIRATA;2;;
LUSTRA;EUROPA VERDE;1;;
LUSTRA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LUSTRA;POPOLARI PER L'ITALIA;0;;
LUSTRA;CASAPOUND ITALIA - DESTRE UNITE;0;;
LUSTRA;FORZA NUOVA;0;;
MAGLIANO VETERE;LEGA SALVINI PREMIER;66;;
MAGLIANO VETERE;FRATELLI D'ITALIA;43;;
MAGLIANO VETERE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;41;;
MAGLIANO VETERE;MOVIMENTO 5 STELLE;40;;
MAGLIANO VETERE;PARTITO DEMOCRATICO;37;;
MAGLIANO VETERE;FORZA ITALIA;9;;
MAGLIANO VETERE;PARTITO COMUNISTA;7;;
MAGLIANO VETERE;LA SINISTRA;4;;
MAGLIANO VETERE;PARTITO ANIMALISTA;3;;
MAGLIANO VETERE;EUROPA VERDE;1;;
MAGLIANO VETERE;PARTITO PIRATA;0;;
MAGLIANO VETERE;FORZA NUOVA;0;;
MAGLIANO VETERE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
MAGLIANO VETERE;CASAPOUND ITALIA - DESTRE UNITE;0;;
MAGLIANO VETERE;POPOLARI PER L'ITALIA;0;;
MAIORI;MOVIMENTO 5 STELLE;540;;
MAIORI;LEGA SALVINI PREMIER;500;;
MAIORI;PARTITO DEMOCRATICO;457;;
MAIORI;FORZA ITALIA;256;;
MAIORI;FRATELLI D'ITALIA;140;;
MAIORI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;78;;
MAIORI;LA SINISTRA;25;;
MAIORI;EUROPA VERDE;23;;
MAIORI;PARTITO ANIMALISTA;20;;
MAIORI;POPOLARI PER L'ITALIA;17;;
MAIORI;PARTITO COMUNISTA;16;;
MAIORI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;14;;
MAIORI;CASAPOUND ITALIA - DESTRE UNITE;5;;
MAIORI;FORZA NUOVA;4;;
MAIORI;PARTITO PIRATA;2;;
MERCATO SAN SEVERINO;MOVIMENTO 5 STELLE;2498;;
MERCATO SAN SEVERINO;LEGA SALVINI PREMIER;2112;;
MERCATO SAN SEVERINO;PARTITO DEMOCRATICO;1977;;
MERCATO SAN SEVERINO;FORZA ITALIA;1022;;
MERCATO SAN SEVERINO;FRATELLI D'ITALIA;578;;
MERCATO SAN SEVERINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;289;;
MERCATO SAN SEVERINO;EUROPA VERDE;128;;
MERCATO SAN SEVERINO;LA SINISTRA;110;;
MERCATO SAN SEVERINO;PARTITO COMUNISTA;54;;
MERCATO SAN SEVERINO;PARTITO ANIMALISTA;52;;
MERCATO SAN SEVERINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;28;;
MERCATO SAN SEVERINO;POPOLARI PER L'ITALIA;22;;
MERCATO SAN SEVERINO;PARTITO PIRATA;15;;
MERCATO SAN SEVERINO;FORZA NUOVA;14;;
MERCATO SAN SEVERINO;CASAPOUND ITALIA - DESTRE UNITE;10;;
MINORI;PARTITO DEMOCRATICO;557;;
MINORI;MOVIMENTO 5 STELLE;322;;
MINORI;LEGA SALVINI PREMIER;267;;
MINORI;FORZA ITALIA;238;;
MINORI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;110;;
MINORI;FRATELLI D'ITALIA;109;;
MINORI;LA SINISTRA;60;;
MINORI;EUROPA VERDE;25;;
MINORI;PARTITO ANIMALISTA;23;;
MINORI;PARTITO COMUNISTA;20;;
MINORI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;13;;
MINORI;POPOLARI PER L'ITALIA;5;;
MINORI;FORZA NUOVA;2;;
MINORI;CASAPOUND ITALIA - DESTRE UNITE;2;;
MINORI;PARTITO PIRATA;1;;
MOIO DELLA CIVITELLA;MOVIMENTO 5 STELLE;172;;
MOIO DELLA CIVITELLA;PARTITO DEMOCRATICO;152;;
MOIO DELLA CIVITELLA;LEGA SALVINI PREMIER;142;;
MOIO DELLA CIVITELLA;FORZA ITALIA;111;;
MOIO DELLA CIVITELLA;FRATELLI D'ITALIA;68;;
MOIO DELLA CIVITELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;31;;
MOIO DELLA CIVITELLA;EUROPA VERDE;12;;
MOIO DELLA CIVITELLA;LA SINISTRA;9;;
MOIO DELLA CIVITELLA;PARTITO COMUNISTA;6;;
MOIO DELLA CIVITELLA;PARTITO ANIMALISTA;5;;
MOIO DELLA CIVITELLA;PARTITO PIRATA;2;;
MOIO DELLA CIVITELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
MOIO DELLA CIVITELLA;POPOLARI PER L'ITALIA;1;;
MOIO DELLA CIVITELLA;CASAPOUND ITALIA - DESTRE UNITE;1;;
MOIO DELLA CIVITELLA;FORZA NUOVA;0;;
MONTANO ANTILIA;LEGA SALVINI PREMIER;360;;
MONTANO ANTILIA;MOVIMENTO 5 STELLE;225;;
MONTANO ANTILIA;PARTITO DEMOCRATICO;209;;
MONTANO ANTILIA;FORZA ITALIA;129;;
MONTANO ANTILIA;FRATELLI D'ITALIA;83;;
MONTANO ANTILIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;51;;
MONTANO ANTILIA;PARTITO COMUNISTA;18;;
MONTANO ANTILIA;PARTITO ANIMALISTA;14;;
MONTANO ANTILIA;EUROPA VERDE;12;;
MONTANO ANTILIA;LA SINISTRA;10;;
MONTANO ANTILIA;POPOLARI PER L'ITALIA;7;;
MONTANO ANTILIA;FORZA NUOVA;5;;
MONTANO ANTILIA;PARTITO PIRATA;3;;
MONTANO ANTILIA;CASAPOUND ITALIA - DESTRE UNITE;2;;
MONTANO ANTILIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
MONTECORICE;LEGA SALVINI PREMIER;393;;
MONTECORICE;MOVIMENTO 5 STELLE;206;;
MONTECORICE;PARTITO DEMOCRATICO;170;;
MONTECORICE;FORZA ITALIA;100;;
MONTECORICE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;61;;
MONTECORICE;FRATELLI D'ITALIA;59;;
MONTECORICE;LA SINISTRA;9;;
MONTECORICE;EUROPA VERDE;8;;
MONTECORICE;POPOLARI PER L'ITALIA;4;;
MONTECORICE;PARTITO ANIMALISTA;3;;
MONTECORICE;PARTITO COMUNISTA;2;;
MONTECORICE;CASAPOUND ITALIA - DESTRE UNITE;2;;
MONTECORICE;FORZA NUOVA;1;;
MONTECORICE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
MONTECORICE;PARTITO PIRATA;0;;
MONTECORVINO PUGLIANO;LEGA SALVINI PREMIER;1863;;
MONTECORVINO PUGLIANO;MOVIMENTO 5 STELLE;1861;;
MONTECORVINO PUGLIANO;FORZA ITALIA;798;;
MONTECORVINO PUGLIANO;PARTITO DEMOCRATICO;614;;
MONTECORVINO PUGLIANO;FRATELLI D'ITALIA;477;;
MONTECORVINO PUGLIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;130;;
MONTECORVINO PUGLIANO;EUROPA VERDE;89;;
MONTECORVINO PUGLIANO;LA SINISTRA;63;;
MONTECORVINO PUGLIANO;PARTITO ANIMALISTA;57;;
MONTECORVINO PUGLIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;45;;
MONTECORVINO PUGLIANO;POPOLARI PER L'ITALIA;27;;
MONTECORVINO PUGLIANO;PARTITO COMUNISTA;26;;
MONTECORVINO PUGLIANO;FORZA NUOVA;17;;
MONTECORVINO PUGLIANO;PARTITO PIRATA;15;;
MONTECORVINO PUGLIANO;CASAPOUND ITALIA - DESTRE UNITE;3;;
MONTECORVINO ROVELLA;LEGA SALVINI PREMIER;1278;;
MONTECORVINO ROVELLA;MOVIMENTO 5 STELLE;1098;;
MONTECORVINO ROVELLA;PARTITO DEMOCRATICO;570;;
MONTECORVINO ROVELLA;FORZA ITALIA;488;;
MONTECORVINO ROVELLA;FRATELLI D'ITALIA;306;;
MONTECORVINO ROVELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;119;;
MONTECORVINO ROVELLA;LA SINISTRA;114;;
MONTECORVINO ROVELLA;EUROPA VERDE;48;;
MONTECORVINO ROVELLA;POPOLARI PER L'ITALIA;37;;
MONTECORVINO ROVELLA;PARTITO COMUNISTA;29;;
MONTECORVINO ROVELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;24;;
MONTECORVINO ROVELLA;PARTITO ANIMALISTA;18;;
MONTECORVINO ROVELLA;CASAPOUND ITALIA - DESTRE UNITE;7;;
MONTECORVINO ROVELLA;FORZA NUOVA;4;;
MONTECORVINO ROVELLA;PARTITO PIRATA;3;;
MONTEFORTE CILENTO;PARTITO DEMOCRATICO;66;;
MONTEFORTE CILENTO;MOVIMENTO 5 STELLE;52;;
MONTEFORTE CILENTO;LEGA SALVINI PREMIER;34;;
MONTEFORTE CILENTO;FRATELLI D'ITALIA;21;;
MONTEFORTE CILENTO;FORZA ITALIA;9;;
MONTEFORTE CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
MONTEFORTE CILENTO;PARTITO PIRATA;3;;
MONTEFORTE CILENTO;LA SINISTRA;3;;
MONTEFORTE CILENTO;PARTITO ANIMALISTA;2;;
MONTEFORTE CILENTO;FORZA NUOVA;1;;
MONTEFORTE CILENTO;PARTITO COMUNISTA;1;;
MONTEFORTE CILENTO;EUROPA VERDE;1;;
MONTEFORTE CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
MONTEFORTE CILENTO;POPOLARI PER L'ITALIA;0;;
MONTEFORTE CILENTO;CASAPOUND ITALIA - DESTRE UNITE;0;;
MONTE SAN GIACOMO;MOVIMENTO 5 STELLE;163;;
MONTE SAN GIACOMO;PARTITO DEMOCRATICO;156;;
MONTE SAN GIACOMO;LEGA SALVINI PREMIER;118;;
MONTE SAN GIACOMO;FORZA ITALIA;87;;
MONTE SAN GIACOMO;FRATELLI D'ITALIA;28;;
MONTE SAN GIACOMO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
MONTE SAN GIACOMO;EUROPA VERDE;11;;
MONTE SAN GIACOMO;LA SINISTRA;10;;
MONTE SAN GIACOMO;POPOLARI PER L'ITALIA;2;;
MONTE SAN GIACOMO;PARTITO COMUNISTA;1;;
MONTE SAN GIACOMO;PARTITO ANIMALISTA;1;;
MONTE SAN GIACOMO;PARTITO PIRATA;0;;
MONTE SAN GIACOMO;FORZA NUOVA;0;;
MONTE SAN GIACOMO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
MONTE SAN GIACOMO;CASAPOUND ITALIA - DESTRE UNITE;0;;
MONTESANO SULLA MARCELLANA;MOVIMENTO 5 STELLE;570;;
MONTESANO SULLA MARCELLANA;LEGA SALVINI PREMIER;565;;
MONTESANO SULLA MARCELLANA;PARTITO DEMOCRATICO;282;;
MONTESANO SULLA MARCELLANA;FRATELLI D'ITALIA;249;;
MONTESANO SULLA MARCELLANA;FORZA ITALIA;180;;
MONTESANO SULLA MARCELLANA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;65;;
MONTESANO SULLA MARCELLANA;LA SINISTRA;33;;
MONTESANO SULLA MARCELLANA;EUROPA VERDE;26;;
MONTESANO SULLA MARCELLANA;PARTITO COMUNISTA;25;;
MONTESANO SULLA MARCELLANA;CASAPOUND ITALIA - DESTRE UNITE;8;;
MONTESANO SULLA MARCELLANA;POPOLARI PER L'ITALIA;6;;
MONTESANO SULLA MARCELLANA;PARTITO ANIMALISTA;6;;
MONTESANO SULLA MARCELLANA;FORZA NUOVA;3;;
MONTESANO SULLA MARCELLANA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
MONTESANO SULLA MARCELLANA;PARTITO PIRATA;2;;
MORIGERATI;PARTITO DEMOCRATICO;115;;
MORIGERATI;LEGA SALVINI PREMIER;84;;
MORIGERATI;MOVIMENTO 5 STELLE;81;;
MORIGERATI;FRATELLI D'ITALIA;31;;
MORIGERATI;FORZA ITALIA;27;;
MORIGERATI;PARTITO COMUNISTA;9;;
MORIGERATI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8;;
MORIGERATI;POPOLARI PER L'ITALIA;2;;
MORIGERATI;PARTITO ANIMALISTA;2;;
MORIGERATI;FORZA NUOVA;1;;
MORIGERATI;EUROPA VERDE;1;;
MORIGERATI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
MORIGERATI;PARTITO PIRATA;0;;
MORIGERATI;CASAPOUND ITALIA - DESTRE UNITE;0;;
MORIGERATI;LA SINISTRA;0;;
NOCERA INFERIORE;MOVIMENTO 5 STELLE;5327;;
NOCERA INFERIORE;PARTITO DEMOCRATICO;3002;;
NOCERA INFERIORE;LEGA SALVINI PREMIER;2929;;
NOCERA INFERIORE;FORZA ITALIA;1910;;
NOCERA INFERIORE;FRATELLI D'ITALIA;1016;;
NOCERA INFERIORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;798;;
NOCERA INFERIORE;LA SINISTRA;269;;
NOCERA INFERIORE;EUROPA VERDE;230;;
NOCERA INFERIORE;PARTITO ANIMALISTA;228;;
NOCERA INFERIORE;PARTITO COMUNISTA;126;;
NOCERA INFERIORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;100;;
NOCERA INFERIORE;POPOLARI PER L'ITALIA;65;;
NOCERA INFERIORE;PARTITO PIRATA;49;;
NOCERA INFERIORE;CASAPOUND ITALIA - DESTRE UNITE;42;;
NOCERA INFERIORE;FORZA NUOVA;26;;
NOCERA SUPERIORE;MOVIMENTO 5 STELLE;5444;;
NOCERA SUPERIORE;LEGA SALVINI PREMIER;2851;;
NOCERA SUPERIORE;FORZA ITALIA;1936;;
NOCERA SUPERIORE;PARTITO DEMOCRATICO;1626;;
NOCERA SUPERIORE;FRATELLI D'ITALIA;1520;;
NOCERA SUPERIORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;389;;
NOCERA SUPERIORE;EUROPA VERDE;193;;
NOCERA SUPERIORE;PARTITO ANIMALISTA;180;;
NOCERA SUPERIORE;PARTITO COMUNISTA;134;;
NOCERA SUPERIORE;LA SINISTRA;126;;
NOCERA SUPERIORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;80;;
NOCERA SUPERIORE;POPOLARI PER L'ITALIA;55;;
NOCERA SUPERIORE;PARTITO PIRATA;33;;
NOCERA SUPERIORE;CASAPOUND ITALIA - DESTRE UNITE;31;;
NOCERA SUPERIORE;FORZA NUOVA;22;;
NOVI VELIA;PARTITO DEMOCRATICO;258;;
NOVI VELIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;155;;
NOVI VELIA;MOVIMENTO 5 STELLE;147;;
NOVI VELIA;LEGA SALVINI PREMIER;136;;
NOVI VELIA;FORZA ITALIA;63;;
NOVI VELIA;FRATELLI D'ITALIA;52;;
NOVI VELIA;PARTITO COMUNISTA;7;;
NOVI VELIA;EUROPA VERDE;6;;
NOVI VELIA;PARTITO ANIMALISTA;4;;
NOVI VELIA;POPOLARI PER L'ITALIA;2;;
NOVI VELIA;LA SINISTRA;2;;
NOVI VELIA;CASAPOUND ITALIA - DESTRE UNITE;2;;
NOVI VELIA;FORZA NUOVA;1;;
NOVI VELIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
NOVI VELIA;PARTITO PIRATA;0;;
OGLIASTRO CILENTO;MOVIMENTO 5 STELLE;292;;
OGLIASTRO CILENTO;LEGA SALVINI PREMIER;212;;
OGLIASTRO CILENTO;PARTITO DEMOCRATICO;187;;
OGLIASTRO CILENTO;FORZA ITALIA;82;;
OGLIASTRO CILENTO;FRATELLI D'ITALIA;45;;
OGLIASTRO CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;44;;
OGLIASTRO CILENTO;LA SINISTRA;23;;
OGLIASTRO CILENTO;PARTITO COMUNISTA;11;;
OGLIASTRO CILENTO;EUROPA VERDE;10;;
OGLIASTRO CILENTO;PARTITO ANIMALISTA;6;;
OGLIASTRO CILENTO;POPOLARI PER L'ITALIA;2;;
OGLIASTRO CILENTO;PARTITO PIRATA;1;;
OGLIASTRO CILENTO;FORZA NUOVA;1;;
OGLIASTRO CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
OGLIASTRO CILENTO;CASAPOUND ITALIA - DESTRE UNITE;1;;
OLEVANO SUL TUSCIANO;LEGA SALVINI PREMIER;695;;
OLEVANO SUL TUSCIANO;MOVIMENTO 5 STELLE;593;;
OLEVANO SUL TUSCIANO;FRATELLI D'ITALIA;316;;
OLEVANO SUL TUSCIANO;PARTITO DEMOCRATICO;253;;
OLEVANO SUL TUSCIANO;FORZA ITALIA;204;;
OLEVANO SUL TUSCIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;196;;
OLEVANO SUL TUSCIANO;LA SINISTRA;23;;
OLEVANO SUL TUSCIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;16;;
OLEVANO SUL TUSCIANO;PARTITO COMUNISTA;15;;
OLEVANO SUL TUSCIANO;EUROPA VERDE;13;;
OLEVANO SUL TUSCIANO;POPOLARI PER L'ITALIA;10;;
OLEVANO SUL TUSCIANO;FORZA NUOVA;7;;
OLEVANO SUL TUSCIANO;PARTITO ANIMALISTA;6;;
OLEVANO SUL TUSCIANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
OLEVANO SUL TUSCIANO;PARTITO PIRATA;0;;
OLIVETO CITRA;LEGA SALVINI PREMIER;697;;
OLIVETO CITRA;MOVIMENTO 5 STELLE;467;;
OLIVETO CITRA;PARTITO DEMOCRATICO;446;;
OLIVETO CITRA;FORZA ITALIA;198;;
OLIVETO CITRA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;142;;
OLIVETO CITRA;FRATELLI D'ITALIA;113;;
OLIVETO CITRA;PARTITO COMUNISTA;26;;
OLIVETO CITRA;EUROPA VERDE;25;;
OLIVETO CITRA;LA SINISTRA;12;;
OLIVETO CITRA;PARTITO ANIMALISTA;11;;
OLIVETO CITRA;POPOLARI PER L'ITALIA;7;;
OLIVETO CITRA;FORZA NUOVA;7;;
OLIVETO CITRA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
OLIVETO CITRA;CASAPOUND ITALIA - DESTRE UNITE;5;;
OLIVETO CITRA;PARTITO PIRATA;2;;
OMIGNANO;LEGA SALVINI PREMIER;318;;
OMIGNANO;MOVIMENTO 5 STELLE;231;;
OMIGNANO;PARTITO DEMOCRATICO;139;;
OMIGNANO;FORZA ITALIA;106;;
OMIGNANO;FRATELLI D'ITALIA;56;;
OMIGNANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;30;;
OMIGNANO;PARTITO ANIMALISTA;11;;
OMIGNANO;PARTITO COMUNISTA;7;;
OMIGNANO;EUROPA VERDE;5;;
OMIGNANO;LA SINISTRA;4;;
OMIGNANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
OMIGNANO;CASAPOUND ITALIA - DESTRE UNITE;3;;
OMIGNANO;PARTITO PIRATA;2;;
OMIGNANO;POPOLARI PER L'ITALIA;2;;
OMIGNANO;FORZA NUOVA;0;;
ORRIA;MOVIMENTO 5 STELLE;113;;
ORRIA;LEGA SALVINI PREMIER;92;;
ORRIA;PARTITO DEMOCRATICO;75;;
ORRIA;FORZA ITALIA;47;;
ORRIA;FRATELLI D'ITALIA;26;;
ORRIA;LA SINISTRA;7;;
ORRIA;EUROPA VERDE;4;;
ORRIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
ORRIA;PARTITO PIRATA;2;;
ORRIA;PARTITO COMUNISTA;2;;
ORRIA;FORZA NUOVA;1;;
ORRIA;POPOLARI PER L'ITALIA;1;;
ORRIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ORRIA;PARTITO ANIMALISTA;0;;
ORRIA;CASAPOUND ITALIA - DESTRE UNITE;0;;
OTTATI;LEGA SALVINI PREMIER;96;;
OTTATI;FORZA ITALIA;93;;
OTTATI;MOVIMENTO 5 STELLE;84;;
OTTATI;PARTITO DEMOCRATICO;70;;
OTTATI;LA SINISTRA;14;;
OTTATI;FRATELLI D'ITALIA;11;;
OTTATI;FORZA NUOVA;10;;
OTTATI;PARTITO COMUNISTA;5;;
OTTATI;PARTITO ANIMALISTA;4;;
OTTATI;EUROPA VERDE;3;;
OTTATI;PARTITO PIRATA;2;;
OTTATI;POPOLARI PER L'ITALIA;2;;
OTTATI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
OTTATI;CASAPOUND ITALIA - DESTRE UNITE;0;;
OTTATI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PADULA;LEGA SALVINI PREMIER;524;;
PADULA;MOVIMENTO 5 STELLE;331;;
PADULA;PARTITO DEMOCRATICO;287;;
PADULA;FORZA ITALIA;241;;
PADULA;FRATELLI D'ITALIA;188;;
PADULA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;98;;
PADULA;LA SINISTRA;24;;
PADULA;EUROPA VERDE;15;;
PADULA;PARTITO ANIMALISTA;14;;
PADULA;PARTITO COMUNISTA;11;;
PADULA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
PADULA;POPOLARI PER L'ITALIA;2;;
PADULA;CASAPOUND ITALIA - DESTRE UNITE;2;;
PADULA;PARTITO PIRATA;1;;
PADULA;FORZA NUOVA;0;;
PAGANI;MOVIMENTO 5 STELLE;5726;;
PAGANI;LEGA SALVINI PREMIER;4775;;
PAGANI;FORZA ITALIA;3771;;
PAGANI;PARTITO DEMOCRATICO;2059;;
PAGANI;FRATELLI D'ITALIA;1802;;
PAGANI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;460;;
PAGANI;LA SINISTRA;382;;
PAGANI;PARTITO ANIMALISTA;187;;
PAGANI;EUROPA VERDE;156;;
PAGANI;PARTITO COMUNISTA;89;;
PAGANI;POPOLARI PER L'ITALIA;70;;
PAGANI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;64;;
PAGANI;CASAPOUND ITALIA - DESTRE UNITE;34;;
PAGANI;FORZA NUOVA;29;;
PAGANI;PARTITO PIRATA;21;;
PALOMONTE;LEGA SALVINI PREMIER;732;;
PALOMONTE;MOVIMENTO 5 STELLE;301;;
PALOMONTE;FRATELLI D'ITALIA;225;;
PALOMONTE;PARTITO DEMOCRATICO;151;;
PALOMONTE;FORZA ITALIA;150;;
PALOMONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
PALOMONTE;LA SINISTRA;23;;
PALOMONTE;PARTITO PIRATA;3;;
PALOMONTE;FORZA NUOVA;3;;
PALOMONTE;EUROPA VERDE;2;;
PALOMONTE;PARTITO COMUNISTA;2;;
PALOMONTE;CASAPOUND ITALIA - DESTRE UNITE;1;;
PALOMONTE;PARTITO ANIMALISTA;1;;
PALOMONTE;POPOLARI PER L'ITALIA;1;;
PALOMONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PELLEZZANO;MOVIMENTO 5 STELLE;1170;;
PELLEZZANO;LEGA SALVINI PREMIER;957;;
PELLEZZANO;PARTITO DEMOCRATICO;932;;
PELLEZZANO;FORZA ITALIA;466;;
PELLEZZANO;FRATELLI D'ITALIA;340;;
PELLEZZANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;271;;
PELLEZZANO;LA SINISTRA;139;;
PELLEZZANO;EUROPA VERDE;109;;
PELLEZZANO;PARTITO COMUNISTA;32;;
PELLEZZANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;27;;
PELLEZZANO;PARTITO ANIMALISTA;23;;
PELLEZZANO;POPOLARI PER L'ITALIA;13;;
PELLEZZANO;CASAPOUND ITALIA - DESTRE UNITE;12;;
PELLEZZANO;PARTITO PIRATA;10;;
PELLEZZANO;FORZA NUOVA;3;;
PERDIFUMO;LEGA SALVINI PREMIER;170;;
PERDIFUMO;MOVIMENTO 5 STELLE;167;;
PERDIFUMO;PARTITO DEMOCRATICO;134;;
PERDIFUMO;FRATELLI D'ITALIA;90;;
PERDIFUMO;FORZA ITALIA;63;;
PERDIFUMO;PARTITO COMUNISTA;10;;
PERDIFUMO;EUROPA VERDE;6;;
PERDIFUMO;LA SINISTRA;6;;
PERDIFUMO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
PERDIFUMO;PARTITO ANIMALISTA;3;;
PERDIFUMO;POPOLARI PER L'ITALIA;2;;
PERDIFUMO;PARTITO PIRATA;0;;
PERDIFUMO;FORZA NUOVA;0;;
PERDIFUMO;CASAPOUND ITALIA - DESTRE UNITE;0;;
PERDIFUMO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PERITO;PARTITO DEMOCRATICO;135;;
PERITO;MOVIMENTO 5 STELLE;79;;
PERITO;LEGA SALVINI PREMIER;63;;
PERITO;FORZA ITALIA;33;;
PERITO;FRATELLI D'ITALIA;13;;
PERITO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
PERITO;PARTITO COMUNISTA;6;;
PERITO;EUROPA VERDE;3;;
PERITO;PARTITO ANIMALISTA;2;;
PERITO;LA SINISTRA;2;;
PERITO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PERITO;POPOLARI PER L'ITALIA;0;;
PERITO;CASAPOUND ITALIA - DESTRE UNITE;0;;
PERITO;FORZA NUOVA;0;;
PERITO;PARTITO PIRATA;0;;
PERTOSA;MOVIMENTO 5 STELLE;77;;
PERTOSA;PARTITO DEMOCRATICO;74;;
PERTOSA;LEGA SALVINI PREMIER;44;;
PERTOSA;FRATELLI D'ITALIA;34;;
PERTOSA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
PERTOSA;FORZA ITALIA;9;;
PERTOSA;LA SINISTRA;6;;
PERTOSA;EUROPA VERDE;4;;
PERTOSA;PARTITO COMUNISTA;3;;
PERTOSA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PERTOSA;PARTITO PIRATA;2;;
PERTOSA;PARTITO ANIMALISTA;1;;
PERTOSA;FORZA NUOVA;0;;
PERTOSA;CASAPOUND ITALIA - DESTRE UNITE;0;;
PERTOSA;POPOLARI PER L'ITALIA;0;;
PETINA;PARTITO DEMOCRATICO;149;;
PETINA;MOVIMENTO 5 STELLE;131;;
PETINA;LEGA SALVINI PREMIER;89;;
PETINA;FRATELLI D'ITALIA;60;;
PETINA;FORZA ITALIA;33;;
PETINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
PETINA;LA SINISTRA;10;;
PETINA;EUROPA VERDE;1;;
PETINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PETINA;FORZA NUOVA;1;;
PETINA;PARTITO COMUNISTA;0;;
