

Ente;Liste/Gruppi;Voti;
CASTELNUOVO CILENTO;FRATELLI D'ITALIA;137;;
CASTELNUOVO CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;59;;
CASTELNUOVO CILENTO;EUROPA VERDE;28;;
CASTELNUOVO CILENTO;PARTITO ANIMALISTA;26;;
CASTELNUOVO CILENTO;PARTITO COMUNISTA;18;;
CASTELNUOVO CILENTO;LA SINISTRA;10;;
CASTELNUOVO CILENTO;POPOLARI PER L'ITALIA;9;;
CASTELNUOVO CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
CASTELNUOVO CILENTO;PARTITO PIRATA;4;;
CASTELNUOVO CILENTO;FORZA NUOVA;2;;
CASTELNUOVO CILENTO;CASAPOUND ITALIA - DESTRE UNITE;1;;
CASTELNUOVO DI CONZA;MOVIMENTO 5 STELLE;142;;
CASTELNUOVO DI CONZA;PARTITO DEMOCRATICO;84;;
CASTELNUOVO DI CONZA;LEGA SALVINI PREMIER;81;;
CASTELNUOVO DI CONZA;FORZA ITALIA;39;;
CASTELNUOVO DI CONZA;FRATELLI D'ITALIA;17;;
CASTELNUOVO DI CONZA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;9;;
CASTELNUOVO DI CONZA;PARTITO COMUNISTA;5;;
CASTELNUOVO DI CONZA;EUROPA VERDE;3;;
CASTELNUOVO DI CONZA;PARTITO ANIMALISTA;2;;
CASTELNUOVO DI CONZA;CASAPOUND ITALIA - DESTRE UNITE;1;;
CASTELNUOVO DI CONZA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
CASTELNUOVO DI CONZA;FORZA NUOVA;1;;
CASTELNUOVO DI CONZA;LA SINISTRA;1;;
CASTELNUOVO DI CONZA;PARTITO PIRATA;0;;
CASTELNUOVO DI CONZA;POPOLARI PER L'ITALIA;0;;
CASTEL SAN GIORGIO;MOVIMENTO 5 STELLE;2192;;
CASTEL SAN GIORGIO;PARTITO DEMOCRATICO;989;;
CASTEL SAN GIORGIO;LEGA SALVINI PREMIER;964;;
CASTEL SAN GIORGIO;FORZA ITALIA;574;;
CASTEL SAN GIORGIO;FRATELLI D'ITALIA;540;;
CASTEL SAN GIORGIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;221;;
CASTEL SAN GIORGIO;LA SINISTRA;73;;
CASTEL SAN GIORGIO;EUROPA VERDE;64;;
CASTEL SAN GIORGIO;PARTITO COMUNISTA;50;;
CASTEL SAN GIORGIO;PARTITO ANIMALISTA;39;;
CASTEL SAN GIORGIO;POPOLARI PER L'ITALIA;19;;
CASTEL SAN GIORGIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;16;;
CASTEL SAN GIORGIO;CASAPOUND ITALIA - DESTRE UNITE;15;;
CASTEL SAN GIORGIO;FORZA NUOVA;8;;
CASTEL SAN GIORGIO;PARTITO PIRATA;4;;
CASTEL SAN LORENZO;PARTITO DEMOCRATICO;306;;
CASTEL SAN LORENZO;MOVIMENTO 5 STELLE;244;;
CASTEL SAN LORENZO;LEGA SALVINI PREMIER;226;;
CASTEL SAN LORENZO;FORZA ITALIA;50;;
CASTEL SAN LORENZO;FRATELLI D'ITALIA;45;;
CASTEL SAN LORENZO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;27;;
CASTEL SAN LORENZO;PARTITO COMUNISTA;7;;
CASTEL SAN LORENZO;LA SINISTRA;5;;
CASTEL SAN LORENZO;EUROPA VERDE;5;;
CASTEL SAN LORENZO;PARTITO ANIMALISTA;5;;
CASTEL SAN LORENZO;PARTITO PIRATA;4;;
CASTEL SAN LORENZO;POPOLARI PER L'ITALIA;2;;
CASTEL SAN LORENZO;FORZA NUOVA;1;;
CASTEL SAN LORENZO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CASTEL SAN LORENZO;CASAPOUND ITALIA - DESTRE UNITE;0;;
CASTIGLIONE DEL GENOVESI;LEGA SALVINI PREMIER;328;;
CASTIGLIONE DEL GENOVESI;MOVIMENTO 5 STELLE;189;;
CASTIGLIONE DEL GENOVESI;FORZA ITALIA;121;;
CASTIGLIONE DEL GENOVESI;PARTITO DEMOCRATICO;70;;
CASTIGLIONE DEL GENOVESI;FRATELLI D'ITALIA;44;;
CASTIGLIONE DEL GENOVESI;LA SINISTRA;39;;
CASTIGLIONE DEL GENOVESI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
CASTIGLIONE DEL GENOVESI;EUROPA VERDE;9;;
CASTIGLIONE DEL GENOVESI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
CASTIGLIONE DEL GENOVESI;PARTITO ANIMALISTA;6;;
CASTIGLIONE DEL GENOVESI;POPOLARI PER L'ITALIA;4;;
CASTIGLIONE DEL GENOVESI;FORZA NUOVA;4;;
CASTIGLIONE DEL GENOVESI;PARTITO COMUNISTA;3;;
CASTIGLIONE DEL GENOVESI;CASAPOUND ITALIA - DESTRE UNITE;3;;
CASTIGLIONE DEL GENOVESI;PARTITO PIRATA;1;;
CAVA DE' TIRRENI;MOVIMENTO 5 STELLE;6329;;
CAVA DE' TIRRENI;LEGA SALVINI PREMIER;4424;;
CAVA DE' TIRRENI;PARTITO DEMOCRATICO;3634;;
CAVA DE' TIRRENI;FORZA ITALIA;2231;;
CAVA DE' TIRRENI;FRATELLI D'ITALIA;1941;;
CAVA DE' TIRRENI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;883;;
CAVA DE' TIRRENI;LA SINISTRA;531;;
CAVA DE' TIRRENI;EUROPA VERDE;351;;
CAVA DE' TIRRENI;PARTITO COMUNISTA;194;;
CAVA DE' TIRRENI;PARTITO ANIMALISTA;166;;
CAVA DE' TIRRENI;CASAPOUND ITALIA - DESTRE UNITE;108;;
CAVA DE' TIRRENI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;91;;
CAVA DE' TIRRENI;POPOLARI PER L'ITALIA;51;;
CAVA DE' TIRRENI;PARTITO PIRATA;46;;
CAVA DE' TIRRENI;FORZA NUOVA;31;;
CELLE DI BULGHERIA;LEGA SALVINI PREMIER;262;;
CELLE DI BULGHERIA;PARTITO DEMOCRATICO;207;;
CELLE DI BULGHERIA;MOVIMENTO 5 STELLE;148;;
CELLE DI BULGHERIA;FORZA ITALIA;38;;
CELLE DI BULGHERIA;FRATELLI D'ITALIA;27;;
CELLE DI BULGHERIA;PARTITO COMUNISTA;7;;
CELLE DI BULGHERIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
CELLE DI BULGHERIA;LA SINISTRA;4;;
CELLE DI BULGHERIA;PARTITO PIRATA;3;;
CELLE DI BULGHERIA;POPOLARI PER L'ITALIA;2;;
CELLE DI BULGHERIA;PARTITO ANIMALISTA;2;;
CELLE DI BULGHERIA;EUROPA VERDE;2;;
CELLE DI BULGHERIA;FORZA NUOVA;1;;
CELLE DI BULGHERIA;CASAPOUND ITALIA - DESTRE UNITE;0;;
CELLE DI BULGHERIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CENTOLA;LEGA SALVINI PREMIER;682;;
CENTOLA;PARTITO DEMOCRATICO;381;;
CENTOLA;MOVIMENTO 5 STELLE;377;;
CENTOLA;FORZA ITALIA;228;;
CENTOLA;FRATELLI D'ITALIA;112;;
CENTOLA;LA SINISTRA;25;;
CENTOLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
CENTOLA;EUROPA VERDE;9;;
CENTOLA;PARTITO ANIMALISTA;8;;
CENTOLA;PARTITO COMUNISTA;7;;
CENTOLA;POPOLARI PER L'ITALIA;4;;
CENTOLA;PARTITO PIRATA;4;;
CENTOLA;CASAPOUND ITALIA - DESTRE UNITE;3;;
CENTOLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
CENTOLA;FORZA NUOVA;2;;
CERASO;LEGA SALVINI PREMIER;288;;
CERASO;PARTITO DEMOCRATICO;278;;
CERASO;MOVIMENTO 5 STELLE;203;;
CERASO;FORZA ITALIA;82;;
CERASO;FRATELLI D'ITALIA;57;;
CERASO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;28;;
CERASO;LA SINISTRA;11;;
CERASO;PARTITO ANIMALISTA;9;;
CERASO;PARTITO COMUNISTA;9;;
CERASO;EUROPA VERDE;8;;
CERASO;PARTITO PIRATA;3;;
CERASO;CASAPOUND ITALIA - DESTRE UNITE;2;;
CERASO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
CERASO;FORZA NUOVA;1;;
CERASO;POPOLARI PER L'ITALIA;0;;
CETARA;PARTITO DEMOCRATICO;478;;
CETARA;MOVIMENTO 5 STELLE;135;;
CETARA;LEGA SALVINI PREMIER;118;;
CETARA;FRATELLI D'ITALIA;69;;
CETARA;FORZA ITALIA;54;;
CETARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;20;;
CETARA;LA SINISTRA;6;;
CETARA;PARTITO ANIMALISTA;5;;
CETARA;EUROPA VERDE;3;;
CETARA;CASAPOUND ITALIA - DESTRE UNITE;2;;
CETARA;POPOLARI PER L'ITALIA;2;;
CETARA;PARTITO COMUNISTA;1;;
CETARA;PARTITO PIRATA;0;;
CETARA;FORZA NUOVA;0;;
CETARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CICERALE;LEGA SALVINI PREMIER;241;;
CICERALE;MOVIMENTO 5 STELLE;188;;
CICERALE;FORZA ITALIA;106;;
CICERALE;PARTITO DEMOCRATICO;101;;
CICERALE;FRATELLI D'ITALIA;57;;
CICERALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;22;;
CICERALE;LA SINISTRA;12;;
CICERALE;EUROPA VERDE;12;;
CICERALE;PARTITO COMUNISTA;9;;
CICERALE;PARTITO ANIMALISTA;4;;
CICERALE;FORZA NUOVA;3;;
CICERALE;CASAPOUND ITALIA - DESTRE UNITE;3;;
CICERALE;PARTITO PIRATA;2;;
CICERALE;POPOLARI PER L'ITALIA;2;;
CICERALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
COLLIANO;LEGA SALVINI PREMIER;440;;
COLLIANO;MOVIMENTO 5 STELLE;196;;
COLLIANO;FRATELLI D'ITALIA;172;;
COLLIANO;PARTITO DEMOCRATICO;141;;
COLLIANO;FORZA ITALIA;129;;
COLLIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
COLLIANO;FORZA NUOVA;11;;
COLLIANO;LA SINISTRA;8;;
COLLIANO;PARTITO PIRATA;4;;
COLLIANO;EUROPA VERDE;4;;
COLLIANO;PARTITO COMUNISTA;4;;
COLLIANO;POPOLARI PER L'ITALIA;1;;
COLLIANO;PARTITO ANIMALISTA;1;;
COLLIANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
COLLIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CONCA DEI MARINI;MOVIMENTO 5 STELLE;48;;
CONCA DEI MARINI;FORZA ITALIA;46;;
CONCA DEI MARINI;LA SINISTRA;44;;
CONCA DEI MARINI;LEGA SALVINI PREMIER;41;;
CONCA DEI MARINI;PARTITO DEMOCRATICO;34;;
CONCA DEI MARINI;FRATELLI D'ITALIA;15;;
CONCA DEI MARINI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;9;;
CONCA DEI MARINI;PARTITO ANIMALISTA;4;;
CONCA DEI MARINI;EUROPA VERDE;3;;
CONCA DEI MARINI;PARTITO COMUNISTA;1;;
CONCA DEI MARINI;FORZA NUOVA;0;;
CONCA DEI MARINI;POPOLARI PER L'ITALIA;0;;
CONCA DEI MARINI;PARTITO PIRATA;0;;
CONCA DEI MARINI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CONCA DEI MARINI;CASAPOUND ITALIA - DESTRE UNITE;0;;
CONTRONE;LEGA SALVINI PREMIER;100;;
CONTRONE;PARTITO DEMOCRATICO;84;;
CONTRONE;MOVIMENTO 5 STELLE;61;;
CONTRONE;FORZA ITALIA;29;;
CONTRONE;FRATELLI D'ITALIA;17;;
CONTRONE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;9;;
CONTRONE;LA SINISTRA;9;;
CONTRONE;PARTITO COMUNISTA;7;;
CONTRONE;PARTITO ANIMALISTA;3;;
CONTRONE;FORZA NUOVA;3;;
CONTRONE;EUROPA VERDE;2;;
CONTRONE;CASAPOUND ITALIA - DESTRE UNITE;0;;
CONTRONE;PARTITO PIRATA;0;;
CONTRONE;POPOLARI PER L'ITALIA;0;;
CONTRONE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CONTURSI TERME;LEGA SALVINI PREMIER;460;;
CONTURSI TERME;MOVIMENTO 5 STELLE;296;;
CONTURSI TERME;PARTITO DEMOCRATICO;263;;
CONTURSI TERME;FRATELLI D'ITALIA;256;;
CONTURSI TERME;FORZA ITALIA;72;;
CONTURSI TERME;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;23;;
CONTURSI TERME;PARTITO COMUNISTA;16;;
CONTURSI TERME;LA SINISTRA;16;;
CONTURSI TERME;EUROPA VERDE;8;;
CONTURSI TERME;FORZA NUOVA;7;;
CONTURSI TERME;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
CONTURSI TERME;CASAPOUND ITALIA - DESTRE UNITE;3;;
CONTURSI TERME;POPOLARI PER L'ITALIA;2;;
CONTURSI TERME;PARTITO ANIMALISTA;2;;
CONTURSI TERME;PARTITO PIRATA;0;;
CORBARA;MOVIMENTO 5 STELLE;315;;
CORBARA;LEGA SALVINI PREMIER;200;;
CORBARA;FORZA ITALIA;180;;
CORBARA;PARTITO DEMOCRATICO;171;;
CORBARA;FRATELLI D'ITALIA;105;;
CORBARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;37;;
CORBARA;EUROPA VERDE;8;;
CORBARA;PARTITO ANIMALISTA;8;;
CORBARA;PARTITO COMUNISTA;7;;
CORBARA;LA SINISTRA;6;;
CORBARA;PARTITO PIRATA;2;;
CORBARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
CORBARA;POPOLARI PER L'ITALIA;1;;
CORBARA;CASAPOUND ITALIA - DESTRE UNITE;1;;
CORBARA;FORZA NUOVA;0;;
CORLETO MONFORTE;FORZA ITALIA;80;;
CORLETO MONFORTE;LEGA SALVINI PREMIER;58;;
CORLETO MONFORTE;PARTITO DEMOCRATICO;51;;
CORLETO MONFORTE;MOVIMENTO 5 STELLE;47;;
CORLETO MONFORTE;FRATELLI D'ITALIA;15;;
CORLETO MONFORTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
CORLETO MONFORTE;LA SINISTRA;2;;
CORLETO MONFORTE;EUROPA VERDE;2;;
CORLETO MONFORTE;CASAPOUND ITALIA - DESTRE UNITE;1;;
CORLETO MONFORTE;PARTITO ANIMALISTA;1;;
CORLETO MONFORTE;PARTITO PIRATA;1;;
CORLETO MONFORTE;POPOLARI PER L'ITALIA;1;;
CORLETO MONFORTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CORLETO MONFORTE;FORZA NUOVA;0;;
CORLETO MONFORTE;PARTITO COMUNISTA;0;;
CUCCARO VETERE;PARTITO DEMOCRATICO;106;;
CUCCARO VETERE;LEGA SALVINI PREMIER;73;;
CUCCARO VETERE;MOVIMENTO 5 STELLE;51;;
CUCCARO VETERE;FRATELLI D'ITALIA;35;;
CUCCARO VETERE;FORZA ITALIA;35;;
CUCCARO VETERE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;21;;
CUCCARO VETERE;EUROPA VERDE;8;;
CUCCARO VETERE;LA SINISTRA;4;;
CUCCARO VETERE;PARTITO ANIMALISTA;3;;
CUCCARO VETERE;PARTITO COMUNISTA;2;;
CUCCARO VETERE;CASAPOUND ITALIA - DESTRE UNITE;1;;
CUCCARO VETERE;POPOLARI PER L'ITALIA;0;;
CUCCARO VETERE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CUCCARO VETERE;PARTITO PIRATA;0;;
CUCCARO VETERE;FORZA NUOVA;0;;
EBOLI;MOVIMENTO 5 STELLE;3069;;
EBOLI;LEGA SALVINI PREMIER;3052;;
EBOLI;PARTITO DEMOCRATICO;2292;;
EBOLI;FORZA ITALIA;1461;;
EBOLI;FRATELLI D'ITALIA;827;;
EBOLI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;587;;
EBOLI;LA SINISTRA;237;;
EBOLI;EUROPA VERDE;136;;
EBOLI;PARTITO COMUNISTA;79;;
EBOLI;PARTITO ANIMALISTA;56;;
EBOLI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;29;;
EBOLI;PARTITO PIRATA;29;;
EBOLI;FORZA NUOVA;28;;
EBOLI;CASAPOUND ITALIA - DESTRE UNITE;27;;
EBOLI;POPOLARI PER L'ITALIA;26;;
FELITTO;PARTITO DEMOCRATICO;223;;
FELITTO;LEGA SALVINI PREMIER;191;;
FELITTO;MOVIMENTO 5 STELLE;147;;
FELITTO;FORZA ITALIA;121;;
FELITTO;FRATELLI D'ITALIA;34;;
FELITTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;31;;
FELITTO;LA SINISTRA;20;;
FELITTO;EUROPA VERDE;12;;
FELITTO;PARTITO COMUNISTA;11;;
FELITTO;PARTITO ANIMALISTA;4;;
FELITTO;CASAPOUND ITALIA - DESTRE UNITE;3;;
FELITTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
FELITTO;PARTITO PIRATA;1;;
FELITTO;POPOLARI PER L'ITALIA;0;;
FELITTO;FORZA NUOVA;0;;
FISCIANO;PARTITO DEMOCRATICO;1935;;
FISCIANO;MOVIMENTO 5 STELLE;1522;;
FISCIANO;LEGA SALVINI PREMIER;1176;;
FISCIANO;FORZA ITALIA;393;;
FISCIANO;FRATELLI D'ITALIA;282;;
FISCIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;279;;
FISCIANO;LA SINISTRA;114;;
FISCIANO;EUROPA VERDE;74;;
FISCIANO;PARTITO COMUNISTA;48;;
FISCIANO;PARTITO ANIMALISTA;44;;
FISCIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;21;;
FISCIANO;POPOLARI PER L'ITALIA;20;;
FISCIANO;FORZA NUOVA;9;;
FISCIANO;PARTITO PIRATA;9;;
FISCIANO;CASAPOUND ITALIA - DESTRE UNITE;6;;
FURORE;LEGA SALVINI PREMIER;121;;
FURORE;MOVIMENTO 5 STELLE;106;;
FURORE;FORZA ITALIA;73;;
FURORE;PARTITO DEMOCRATICO;72;;
FURORE;FRATELLI D'ITALIA;59;;
FURORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
FURORE;EUROPA VERDE;12;;
FURORE;PARTITO ANIMALISTA;5;;
FURORE;LA SINISTRA;4;;
FURORE;PARTITO PIRATA;3;;
FURORE;POPOLARI PER L'ITALIA;2;;
FURORE;PARTITO COMUNISTA;2;;
FURORE;CASAPOUND ITALIA - DESTRE UNITE;1;;
FURORE;FORZA NUOVA;0;;
FURORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
FUTANI;LEGA SALVINI PREMIER;188;;
FUTANI;PARTITO DEMOCRATICO;150;;
FUTANI;MOVIMENTO 5 STELLE;127;;
FUTANI;FORZA ITALIA;57;;
FUTANI;FRATELLI D'ITALIA;38;;
FUTANI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
FUTANI;LA SINISTRA;14;;
FUTANI;EUROPA VERDE;12;;
FUTANI;PARTITO COMUNISTA;7;;
FUTANI;PARTITO ANIMALISTA;7;;
FUTANI;FORZA NUOVA;2;;
FUTANI;PARTITO PIRATA;2;;
FUTANI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
FUTANI;POPOLARI PER L'ITALIA;1;;
FUTANI;CASAPOUND ITALIA - DESTRE UNITE;0;;
GIFFONI SEI CASALI;MOVIMENTO 5 STELLE;696;;
GIFFONI SEI CASALI;LEGA SALVINI PREMIER;473;;
GIFFONI SEI CASALI;PARTITO DEMOCRATICO;324;;
GIFFONI SEI CASALI;FORZA ITALIA;204;;
GIFFONI SEI CASALI;FRATELLI D'ITALIA;136;;
GIFFONI SEI CASALI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;41;;
GIFFONI SEI CASALI;LA SINISTRA;40;;
GIFFONI SEI CASALI;EUROPA VERDE;35;;
GIFFONI SEI CASALI;PARTITO COMUNISTA;22;;
GIFFONI SEI CASALI;PARTITO ANIMALISTA;19;;
GIFFONI SEI CASALI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
GIFFONI SEI CASALI;CASAPOUND ITALIA - DESTRE UNITE;5;;
GIFFONI SEI CASALI;PARTITO PIRATA;4;;
GIFFONI SEI CASALI;FORZA NUOVA;3;;
GIFFONI SEI CASALI;POPOLARI PER L'ITALIA;3;;
GIFFONI VALLE PIANA;LEGA SALVINI PREMIER;1261;;
GIFFONI VALLE PIANA;MOVIMENTO 5 STELLE;1242;;
GIFFONI VALLE PIANA;PARTITO DEMOCRATICO;821;;
GIFFONI VALLE PIANA;FORZA ITALIA;357;;
GIFFONI VALLE PIANA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;233;;
GIFFONI VALLE PIANA;FRATELLI D'ITALIA;225;;
GIFFONI VALLE PIANA;LA SINISTRA;98;;
GIFFONI VALLE PIANA;EUROPA VERDE;47;;
GIFFONI VALLE PIANA;PARTITO COMUNISTA;38;;
GIFFONI VALLE PIANA;PARTITO ANIMALISTA;23;;
GIFFONI VALLE PIANA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;10;;
GIFFONI VALLE PIANA;PARTITO PIRATA;6;;
GIFFONI VALLE PIANA;CASAPOUND ITALIA - DESTRE UNITE;5;;
GIFFONI VALLE PIANA;FORZA NUOVA;4;;
GIFFONI VALLE PIANA;POPOLARI PER L'ITALIA;3;;
GIOI;PARTITO DEMOCRATICO;192;;
GIOI;LEGA SALVINI PREMIER;164;;
GIOI;MOVIMENTO 5 STELLE;135;;
GIOI;FORZA ITALIA;118;;
GIOI;FRATELLI D'ITALIA;39;;
GIOI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;30;;
GIOI;LA SINISTRA;21;;
GIOI;EUROPA VERDE;20;;
GIOI;PARTITO COMUNISTA;12;;
GIOI;PARTITO ANIMALISTA;7;;
GIOI;PARTITO PIRATA;4;;
GIOI;CASAPOUND ITALIA - DESTRE UNITE;2;;
GIOI;FORZA NUOVA;2;;
GIOI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
GIOI;POPOLARI PER L'ITALIA;0;;
GIUNGANO;LEGA SALVINI PREMIER;173;;
GIUNGANO;MOVIMENTO 5 STELLE;134;;
GIUNGANO;PARTITO DEMOCRATICO;126;;
GIUNGANO;FORZA ITALIA;43;;
GIUNGANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;33;;
GIUNGANO;FRATELLI D'ITALIA;27;;
GIUNGANO;EUROPA VERDE;11;;
GIUNGANO;PARTITO COMUNISTA;5;;
GIUNGANO;CASAPOUND ITALIA - DESTRE UNITE;4;;
GIUNGANO;PARTITO ANIMALISTA;2;;
GIUNGANO;POPOLARI PER L'ITALIA;0;;
GIUNGANO;FORZA NUOVA;0;;
GIUNGANO;PARTITO PIRATA;0;;
GIUNGANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
GIUNGANO;LA SINISTRA;0;;
ISPANI;PARTITO DEMOCRATICO;147;;
ISPANI;LEGA SALVINI PREMIER;127;;
ISPANI;MOVIMENTO 5 STELLE;82;;
ISPANI;FRATELLI D'ITALIA;32;;
ISPANI;FORZA ITALIA;27;;
ISPANI;LA SINISTRA;4;;
ISPANI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
ISPANI;EUROPA VERDE;2;;
ISPANI;CASAPOUND ITALIA - DESTRE UNITE;0;;
ISPANI;FORZA NUOVA;0;;
ISPANI;PARTITO PIRATA;0;;
ISPANI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
ISPANI;PARTITO ANIMALISTA;0;;
ISPANI;PARTITO COMUNISTA;0;;
ISPANI;POPOLARI PER L'ITALIA;0;;
LAUREANA CILENTO;LEGA SALVINI PREMIER;231;;
LAUREANA CILENTO;MOVIMENTO 5 STELLE;179;;
LAUREANA CILENTO;PARTITO DEMOCRATICO;126;;
LAUREANA CILENTO;FORZA ITALIA;94;;
LAUREANA CILENTO;FRATELLI D'ITALIA;50;;
LAUREANA CILENTO;EUROPA VERDE;13;;
LAUREANA CILENTO;PARTITO ANIMALISTA;11;;
LAUREANA CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
LAUREANA CILENTO;LA SINISTRA;6;;
LAUREANA CILENTO;PARTITO COMUNISTA;4;;
LAUREANA CILENTO;PARTITO PIRATA;2;;
LAUREANA CILENTO;FORZA NUOVA;1;;
LAUREANA CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LAUREANA CILENTO;POPOLARI PER L'ITALIA;0;;
LAUREANA CILENTO;CASAPOUND ITALIA - DESTRE UNITE;0;;
LAURINO;PARTITO DEMOCRATICO;165;;
LAURINO;MOVIMENTO 5 STELLE;126;;
LAURINO;LEGA SALVINI PREMIER;88;;
LAURINO;FRATELLI D'ITALIA;58;;
LAURINO;FORZA ITALIA;42;;
LAURINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
LAURINO;EUROPA VERDE;5;;
LAURINO;PARTITO COMUNISTA;3;;
LAURINO;LA SINISTRA;3;;
LAURINO;PARTITO ANIMALISTA;2;;
LAURINO;FORZA NUOVA;2;;
LAURINO;POPOLARI PER L'ITALIA;1;;
LAURINO;CASAPOUND ITALIA - DESTRE UNITE;1;;
LAURINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LAURINO;PARTITO PIRATA;1;;
LAURITO;PARTITO DEMOCRATICO;111;;
LAURITO;LEGA SALVINI PREMIER;69;;
LAURITO;MOVIMENTO 5 STELLE;38;;
LAURITO;FRATELLI D'ITALIA;19;;
LAURITO;FORZA ITALIA;18;;
LAURITO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
LAURITO;LA SINISTRA;11;;
LAURITO;PARTITO COMUNISTA;5;;
LAURITO;EUROPA VERDE;3;;
LAURITO;POPOLARI PER L'ITALIA;2;;
LAURITO;FORZA NUOVA;2;;
LAURITO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LAURITO;PARTITO PIRATA;1;;
LAURITO;PARTITO ANIMALISTA;0;;
LAURITO;CASAPOUND ITALIA - DESTRE UNITE;0;;
LAVIANO;MOVIMENTO 5 STELLE;132;;
LAVIANO;LEGA SALVINI PREMIER;119;;
LAVIANO;PARTITO DEMOCRATICO;79;;
LAVIANO;FORZA ITALIA;47;;
LAVIANO;FRATELLI D'ITALIA;42;;
LAVIANO;LA SINISTRA;14;;
LAVIANO;PARTITO COMUNISTA;6;;
LAVIANO;FORZA NUOVA;5;;
LAVIANO;EUROPA VERDE;4;;
LAVIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
LAVIANO;PARTITO ANIMALISTA;3;;
LAVIANO;POPOLARI PER L'ITALIA;2;;
LAVIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LAVIANO;PARTITO PIRATA;1;;
