

Ente;Liste/Gruppi;Voti;
PIGNATARO MAGGIORE;PARTITO ANIMALISTA;9;;
PIGNATARO MAGGIORE;LA SINISTRA;5;;
PIGNATARO MAGGIORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
PIGNATARO MAGGIORE;PARTITO PIRATA;2;;
PIGNATARO MAGGIORE;POPOLARI PER L'ITALIA;1;;
PIGNATARO MAGGIORE;CASAPOUND ITALIA - DESTRE UNITE;1;;
PONTELATONE;LEGA SALVINI PREMIER;275;;
PONTELATONE;MOVIMENTO 5 STELLE;254;;
PONTELATONE;FORZA ITALIA;211;;
PONTELATONE;PARTITO DEMOCRATICO;86;;
PONTELATONE;FRATELLI D'ITALIA;39;;
PONTELATONE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
PONTELATONE;EUROPA VERDE;12;;
PONTELATONE;PARTITO ANIMALISTA;9;;
PONTELATONE;LA SINISTRA;5;;
PONTELATONE;CASAPOUND ITALIA - DESTRE UNITE;4;;
PONTELATONE;PARTITO PIRATA;3;;
PONTELATONE;PARTITO COMUNISTA;3;;
PONTELATONE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PONTELATONE;FORZA NUOVA;0;;
PONTELATONE;POPOLARI PER L'ITALIA;0;;
PORTICO DI CASERTA;MOVIMENTO 5 STELLE;1074;;
PORTICO DI CASERTA;LEGA SALVINI PREMIER;634;;
PORTICO DI CASERTA;PARTITO DEMOCRATICO;380;;
PORTICO DI CASERTA;FORZA ITALIA;367;;
PORTICO DI CASERTA;FRATELLI D'ITALIA;100;;
PORTICO DI CASERTA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;35;;
PORTICO DI CASERTA;EUROPA VERDE;30;;
PORTICO DI CASERTA;LA SINISTRA;23;;
PORTICO DI CASERTA;PARTITO ANIMALISTA;15;;
PORTICO DI CASERTA;PARTITO COMUNISTA;9;;
PORTICO DI CASERTA;CASAPOUND ITALIA - DESTRE UNITE;6;;
PORTICO DI CASERTA;PARTITO PIRATA;5;;
PORTICO DI CASERTA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
PORTICO DI CASERTA;POPOLARI PER L'ITALIA;3;;
PORTICO DI CASERTA;FORZA NUOVA;2;;
PRATA SANNITA;LEGA SALVINI PREMIER;267;;
PRATA SANNITA;MOVIMENTO 5 STELLE;208;;
PRATA SANNITA;FORZA ITALIA;184;;
PRATA SANNITA;PARTITO DEMOCRATICO;115;;
PRATA SANNITA;FRATELLI D'ITALIA;84;;
PRATA SANNITA;FORZA NUOVA;31;;
PRATA SANNITA;LA SINISTRA;12;;
PRATA SANNITA;PARTITO COMUNISTA;8;;
PRATA SANNITA;PARTITO ANIMALISTA;7;;
PRATA SANNITA;EUROPA VERDE;5;;
PRATA SANNITA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
PRATA SANNITA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
PRATA SANNITA;POPOLARI PER L'ITALIA;1;;
PRATA SANNITA;CASAPOUND ITALIA - DESTRE UNITE;0;;
PRATA SANNITA;PARTITO PIRATA;0;;
PRATELLA;LEGA SALVINI PREMIER;290;;
PRATELLA;FORZA ITALIA;248;;
PRATELLA;MOVIMENTO 5 STELLE;187;;
PRATELLA;PARTITO DEMOCRATICO;59;;
PRATELLA;FRATELLI D'ITALIA;50;;
PRATELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
PRATELLA;EUROPA VERDE;11;;
PRATELLA;PARTITO COMUNISTA;10;;
PRATELLA;PARTITO ANIMALISTA;9;;
PRATELLA;FORZA NUOVA;8;;
PRATELLA;LA SINISTRA;7;;
PRATELLA;CASAPOUND ITALIA - DESTRE UNITE;2;;
PRATELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PRATELLA;POPOLARI PER L'ITALIA;0;;
PRATELLA;PARTITO PIRATA;0;;
PRESENZANO;FORZA ITALIA;213;;
PRESENZANO;LEGA SALVINI PREMIER;212;;
PRESENZANO;MOVIMENTO 5 STELLE;173;;
PRESENZANO;PARTITO DEMOCRATICO;83;;
PRESENZANO;FRATELLI D'ITALIA;16;;
PRESENZANO;LA SINISTRA;4;;
PRESENZANO;EUROPA VERDE;3;;
PRESENZANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PRESENZANO;PARTITO ANIMALISTA;1;;
PRESENZANO;PARTITO COMUNISTA;1;;
PRESENZANO;POPOLARI PER L'ITALIA;0;;
PRESENZANO;PARTITO PIRATA;0;;
PRESENZANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0;;
PRESENZANO;FORZA NUOVA;0;;
PRESENZANO;CASAPOUND ITALIA - DESTRE UNITE;0;;
RAVISCANINA;FORZA ITALIA;133;;
RAVISCANINA;MOVIMENTO 5 STELLE;115;;
RAVISCANINA;LEGA SALVINI PREMIER;113;;
RAVISCANINA;PARTITO DEMOCRATICO;81;;
RAVISCANINA;FRATELLI D'ITALIA;20;;
RAVISCANINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
RAVISCANINA;EUROPA VERDE;10;;
RAVISCANINA;POPOLARI PER L'ITALIA;4;;
RAVISCANINA;LA SINISTRA;4;;
RAVISCANINA;PARTITO PIRATA;2;;
RAVISCANINA;FORZA NUOVA;2;;
RAVISCANINA;PARTITO COMUNISTA;1;;
RAVISCANINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
RAVISCANINA;PARTITO ANIMALISTA;0;;
RAVISCANINA;CASAPOUND ITALIA - DESTRE UNITE;0;;
RECALE;MOVIMENTO 5 STELLE;996;;
RECALE;LEGA SALVINI PREMIER;722;;
RECALE;PARTITO DEMOCRATICO;358;;
RECALE;FORZA ITALIA;194;;
RECALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;174;;
RECALE;FRATELLI D'ITALIA;79;;
RECALE;LA SINISTRA;33;;
RECALE;EUROPA VERDE;23;;
RECALE;PARTITO COMUNISTA;8;;
RECALE;PARTITO ANIMALISTA;6;;
RECALE;CASAPOUND ITALIA - DESTRE UNITE;5;;
RECALE;POPOLARI PER L'ITALIA;5;;
RECALE;PARTITO PIRATA;2;;
RECALE;FORZA NUOVA;2;;
RECALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
RIARDO;LEGA SALVINI PREMIER;292;;
RIARDO;MOVIMENTO 5 STELLE;216;;
RIARDO;FORZA ITALIA;163;;
RIARDO;PARTITO DEMOCRATICO;141;;
RIARDO;FRATELLI D'ITALIA;50;;
RIARDO;PARTITO COMUNISTA;22;;
RIARDO;LA SINISTRA;13;;
RIARDO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
RIARDO;EUROPA VERDE;6;;
RIARDO;PARTITO ANIMALISTA;5;;
RIARDO;CASAPOUND ITALIA - DESTRE UNITE;3;;
RIARDO;FORZA NUOVA;1;;
RIARDO;PARTITO PIRATA;1;;
RIARDO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
RIARDO;POPOLARI PER L'ITALIA;0;;
ROCCA D'EVANDRO;LEGA SALVINI PREMIER;865;;
ROCCA D'EVANDRO;MOVIMENTO 5 STELLE;498;;
ROCCA D'EVANDRO;FORZA ITALIA;398;;
ROCCA D'EVANDRO;PARTITO DEMOCRATICO;182;;
ROCCA D'EVANDRO;FRATELLI D'ITALIA;63;;
ROCCA D'EVANDRO;PARTITO ANIMALISTA;20;;
ROCCA D'EVANDRO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
ROCCA D'EVANDRO;EUROPA VERDE;17;;
ROCCA D'EVANDRO;PARTITO COMUNISTA;12;;
ROCCA D'EVANDRO;LA SINISTRA;10;;
ROCCA D'EVANDRO;POPOLARI PER L'ITALIA;2;;
ROCCA D'EVANDRO;FORZA NUOVA;1;;
ROCCA D'EVANDRO;CASAPOUND ITALIA - DESTRE UNITE;1;;
ROCCA D'EVANDRO;PARTITO PIRATA;1;;
ROCCA D'EVANDRO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
ROCCAMONFINA;PARTITO DEMOCRATICO;355;;
ROCCAMONFINA;MOVIMENTO 5 STELLE;352;;
ROCCAMONFINA;LEGA SALVINI PREMIER;350;;
ROCCAMONFINA;FORZA ITALIA;256;;
ROCCAMONFINA;FRATELLI D'ITALIA;54;;
ROCCAMONFINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;30;;
ROCCAMONFINA;LA SINISTRA;16;;
ROCCAMONFINA;PARTITO COMUNISTA;13;;
ROCCAMONFINA;EUROPA VERDE;13;;
ROCCAMONFINA;PARTITO ANIMALISTA;6;;
ROCCAMONFINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
ROCCAMONFINA;POPOLARI PER L'ITALIA;3;;
ROCCAMONFINA;PARTITO PIRATA;2;;
ROCCAMONFINA;CASAPOUND ITALIA - DESTRE UNITE;0;;
ROCCAMONFINA;FORZA NUOVA;0;;
ROCCAROMANA;FORZA ITALIA;170;;
ROCCAROMANA;LEGA SALVINI PREMIER;137;;
ROCCAROMANA;MOVIMENTO 5 STELLE;82;;
ROCCAROMANA;PARTITO DEMOCRATICO;53;;
ROCCAROMANA;FRATELLI D'ITALIA;35;;
ROCCAROMANA;LA SINISTRA;7;;
ROCCAROMANA;POPOLARI PER L'ITALIA;6;;
ROCCAROMANA;PARTITO COMUNISTA;5;;
ROCCAROMANA;PARTITO ANIMALISTA;5;;
ROCCAROMANA;EUROPA VERDE;4;;
ROCCAROMANA;FORZA NUOVA;2;;
ROCCAROMANA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
ROCCAROMANA;CASAPOUND ITALIA - DESTRE UNITE;2;;
ROCCAROMANA;PARTITO PIRATA;1;;
ROCCAROMANA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROCCHETTA E CROCE;FORZA ITALIA;84;;
ROCCHETTA E CROCE;LEGA SALVINI PREMIER;69;;
ROCCHETTA E CROCE;MOVIMENTO 5 STELLE;38;;
ROCCHETTA E CROCE;PARTITO DEMOCRATICO;37;;
ROCCHETTA E CROCE;FRATELLI D'ITALIA;22;;
ROCCHETTA E CROCE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
ROCCHETTA E CROCE;PARTITO COMUNISTA;4;;
ROCCHETTA E CROCE;EUROPA VERDE;3;;
ROCCHETTA E CROCE;PARTITO ANIMALISTA;2;;
ROCCHETTA E CROCE;PARTITO PIRATA;1;;
ROCCHETTA E CROCE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROCCHETTA E CROCE;POPOLARI PER L'ITALIA;1;;
ROCCHETTA E CROCE;LA SINISTRA;1;;
ROCCHETTA E CROCE;CASAPOUND ITALIA - DESTRE UNITE;0;;
ROCCHETTA E CROCE;FORZA NUOVA;0;;
RUVIANO;MOVIMENTO 5 STELLE;207;;
RUVIANO;LEGA SALVINI PREMIER;161;;
RUVIANO;PARTITO DEMOCRATICO;141;;
RUVIANO;FORZA ITALIA;122;;
RUVIANO;FRATELLI D'ITALIA;27;;
RUVIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
RUVIANO;EUROPA VERDE;14;;
RUVIANO;PARTITO ANIMALISTA;9;;
RUVIANO;LA SINISTRA;5;;
RUVIANO;PARTITO COMUNISTA;3;;
RUVIANO;CASAPOUND ITALIA - DESTRE UNITE;2;;
RUVIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
RUVIANO;PARTITO PIRATA;1;;
RUVIANO;POPOLARI PER L'ITALIA;0;;
RUVIANO;FORZA NUOVA;0;;
SAN CIPRIANO D'AVERSA;MOVIMENTO 5 STELLE;1041;;
SAN CIPRIANO D'AVERSA;FORZA ITALIA;799;;
SAN CIPRIANO D'AVERSA;PARTITO DEMOCRATICO;791;;
SAN CIPRIANO D'AVERSA;LEGA SALVINI PREMIER;673;;
SAN CIPRIANO D'AVERSA;FRATELLI D'ITALIA;175;;
SAN CIPRIANO D'AVERSA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;33;;
SAN CIPRIANO D'AVERSA;EUROPA VERDE;23;;
SAN CIPRIANO D'AVERSA;PARTITO COMUNISTA;15;;
SAN CIPRIANO D'AVERSA;PARTITO ANIMALISTA;13;;
SAN CIPRIANO D'AVERSA;LA SINISTRA;13;;
SAN CIPRIANO D'AVERSA;POPOLARI PER L'ITALIA;12;;
SAN CIPRIANO D'AVERSA;CASAPOUND ITALIA - DESTRE UNITE;5;;
SAN CIPRIANO D'AVERSA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
SAN CIPRIANO D'AVERSA;FORZA NUOVA;4;;
SAN CIPRIANO D'AVERSA;PARTITO PIRATA;0;;
SAN FELICE A CANCELLO;MOVIMENTO 5 STELLE;3349;;
SAN FELICE A CANCELLO;FORZA ITALIA;1911;;
SAN FELICE A CANCELLO;LEGA SALVINI PREMIER;1677;;
SAN FELICE A CANCELLO;PARTITO DEMOCRATICO;897;;
SAN FELICE A CANCELLO;FRATELLI D'ITALIA;812;;
SAN FELICE A CANCELLO;LA SINISTRA;175;;
SAN FELICE A CANCELLO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;71;;
SAN FELICE A CANCELLO;EUROPA VERDE;66;;
SAN FELICE A CANCELLO;PARTITO ANIMALISTA;57;;
SAN FELICE A CANCELLO;PARTITO COMUNISTA;45;;
SAN FELICE A CANCELLO;POPOLARI PER L'ITALIA;39;;
SAN FELICE A CANCELLO;FORZA NUOVA;15;;
SAN FELICE A CANCELLO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;13;;
SAN FELICE A CANCELLO;CASAPOUND ITALIA - DESTRE UNITE;12;;
SAN FELICE A CANCELLO;PARTITO PIRATA;7;;
SAN GREGORIO MATESE;FORZA ITALIA;149;;
SAN GREGORIO MATESE;LEGA SALVINI PREMIER;120;;
SAN GREGORIO MATESE;MOVIMENTO 5 STELLE;80;;
SAN GREGORIO MATESE;PARTITO DEMOCRATICO;63;;
SAN GREGORIO MATESE;FRATELLI D'ITALIA;7;;
SAN GREGORIO MATESE;EUROPA VERDE;4;;
SAN GREGORIO MATESE;FORZA NUOVA;3;;
SAN GREGORIO MATESE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
SAN GREGORIO MATESE;PARTITO COMUNISTA;2;;
SAN GREGORIO MATESE;CASAPOUND ITALIA - DESTRE UNITE;1;;
SAN GREGORIO MATESE;LA SINISTRA;1;;
SAN GREGORIO MATESE;PARTITO ANIMALISTA;1;;
SAN GREGORIO MATESE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAN GREGORIO MATESE;PARTITO PIRATA;0;;
SAN GREGORIO MATESE;POPOLARI PER L'ITALIA;0;;
SAN MARCELLINO;MOVIMENTO 5 STELLE;1294;;
SAN MARCELLINO;LEGA SALVINI PREMIER;972;;
SAN MARCELLINO;FORZA ITALIA;664;;
SAN MARCELLINO;PARTITO DEMOCRATICO;513;;
SAN MARCELLINO;FRATELLI D'ITALIA;180;;
SAN MARCELLINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
SAN MARCELLINO;LA SINISTRA;20;;
SAN MARCELLINO;EUROPA VERDE;16;;
SAN MARCELLINO;POPOLARI PER L'ITALIA;14;;
SAN MARCELLINO;PARTITO ANIMALISTA;13;;
SAN MARCELLINO;PARTITO COMUNISTA;8;;
SAN MARCELLINO;PARTITO PIRATA;7;;
SAN MARCELLINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
SAN MARCELLINO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN MARCELLINO;FORZA NUOVA;2;;
SAN MARCO EVANGELISTA;MOVIMENTO 5 STELLE;753;;
SAN MARCO EVANGELISTA;FORZA ITALIA;541;;
SAN MARCO EVANGELISTA;PARTITO DEMOCRATICO;388;;
SAN MARCO EVANGELISTA;LEGA SALVINI PREMIER;321;;
SAN MARCO EVANGELISTA;FRATELLI D'ITALIA;95;;
SAN MARCO EVANGELISTA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
SAN MARCO EVANGELISTA;EUROPA VERDE;23;;
SAN MARCO EVANGELISTA;PARTITO COMUNISTA;21;;
SAN MARCO EVANGELISTA;LA SINISTRA;13;;
SAN MARCO EVANGELISTA;PARTITO ANIMALISTA;11;;
SAN MARCO EVANGELISTA;CASAPOUND ITALIA - DESTRE UNITE;4;;
SAN MARCO EVANGELISTA;PARTITO PIRATA;3;;
SAN MARCO EVANGELISTA;FORZA NUOVA;3;;
SAN MARCO EVANGELISTA;POPOLARI PER L'ITALIA;3;;
SAN MARCO EVANGELISTA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SAN NICOLA LA STRADA;MOVIMENTO 5 STELLE;3072;;
SAN NICOLA LA STRADA;PARTITO DEMOCRATICO;1626;;
SAN NICOLA LA STRADA;LEGA SALVINI PREMIER;1532;;
SAN NICOLA LA STRADA;FORZA ITALIA;668;;
SAN NICOLA LA STRADA;FRATELLI D'ITALIA;376;;
SAN NICOLA LA STRADA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;211;;
SAN NICOLA LA STRADA;EUROPA VERDE;136;;
SAN NICOLA LA STRADA;LA SINISTRA;127;;
SAN NICOLA LA STRADA;PARTITO COMUNISTA;49;;
SAN NICOLA LA STRADA;PARTITO ANIMALISTA;47;;
SAN NICOLA LA STRADA;PARTITO PIRATA;17;;
SAN NICOLA LA STRADA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;13;;
SAN NICOLA LA STRADA;POPOLARI PER L'ITALIA;9;;
SAN NICOLA LA STRADA;CASAPOUND ITALIA - DESTRE UNITE;7;;
SAN NICOLA LA STRADA;FORZA NUOVA;5;;
SAN PIETRO INFINE;LEGA SALVINI PREMIER;155;;
SAN PIETRO INFINE;MOVIMENTO 5 STELLE;95;;
SAN PIETRO INFINE;FORZA ITALIA;69;;
SAN PIETRO INFINE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;60;;
SAN PIETRO INFINE;PARTITO DEMOCRATICO;35;;
SAN PIETRO INFINE;LA SINISTRA;14;;
SAN PIETRO INFINE;FRATELLI D'ITALIA;8;;
SAN PIETRO INFINE;PARTITO COMUNISTA;1;;
SAN PIETRO INFINE;CASAPOUND ITALIA - DESTRE UNITE;1;;
SAN PIETRO INFINE;EUROPA VERDE;1;;
SAN PIETRO INFINE;POPOLARI PER L'ITALIA;0;;
SAN PIETRO INFINE;PARTITO PIRATA;0;;
SAN PIETRO INFINE;PARTITO ANIMALISTA;0;;
SAN PIETRO INFINE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAN PIETRO INFINE;FORZA NUOVA;0;;
SAN POTITO SANNITICO;MOVIMENTO 5 STELLE;242;;
SAN POTITO SANNITICO;LEGA SALVINI PREMIER;184;;
SAN POTITO SANNITICO;FORZA ITALIA;148;;
SAN POTITO SANNITICO;PARTITO DEMOCRATICO;124;;
SAN POTITO SANNITICO;FRATELLI D'ITALIA;30;;
SAN POTITO SANNITICO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
SAN POTITO SANNITICO;PARTITO COMUNISTA;9;;
SAN POTITO SANNITICO;LA SINISTRA;8;;
SAN POTITO SANNITICO;EUROPA VERDE;8;;
SAN POTITO SANNITICO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
SAN POTITO SANNITICO;FORZA NUOVA;4;;
SAN POTITO SANNITICO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN POTITO SANNITICO;PARTITO ANIMALISTA;2;;
SAN POTITO SANNITICO;PARTITO PIRATA;1;;
SAN POTITO SANNITICO;POPOLARI PER L'ITALIA;0;;
SAN PRISCO;MOVIMENTO 5 STELLE;1413;;
SAN PRISCO;LEGA SALVINI PREMIER;1290;;
SAN PRISCO;FORZA ITALIA;652;;
SAN PRISCO;PARTITO DEMOCRATICO;464;;
SAN PRISCO;FRATELLI D'ITALIA;165;;
SAN PRISCO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;86;;
SAN PRISCO;EUROPA VERDE;54;;
SAN PRISCO;LA SINISTRA;38;;
SAN PRISCO;PARTITO ANIMALISTA;29;;
SAN PRISCO;PARTITO COMUNISTA;17;;
SAN PRISCO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;15;;
SAN PRISCO;PARTITO PIRATA;5;;
SAN PRISCO;CASAPOUND ITALIA - DESTRE UNITE;5;;
SAN PRISCO;FORZA NUOVA;2;;
SAN PRISCO;POPOLARI PER L'ITALIA;2;;
SANTA MARIA A VICO;MOVIMENTO 5 STELLE;1646;;
SANTA MARIA A VICO;LEGA SALVINI PREMIER;1008;;
SANTA MARIA A VICO;FORZA ITALIA;875;;
SANTA MARIA A VICO;PARTITO DEMOCRATICO;726;;
SANTA MARIA A VICO;FRATELLI D'ITALIA;359;;
SANTA MARIA A VICO;LA SINISTRA;77;;
SANTA MARIA A VICO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;69;;
SANTA MARIA A VICO;EUROPA VERDE;65;;
SANTA MARIA A VICO;PARTITO ANIMALISTA;28;;
SANTA MARIA A VICO;PARTITO COMUNISTA;24;;
SANTA MARIA A VICO;POPOLARI PER L'ITALIA;20;;
SANTA MARIA A VICO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;10;;
SANTA MARIA A VICO;CASAPOUND ITALIA - DESTRE UNITE;9;;
SANTA MARIA A VICO;FORZA NUOVA;7;;
SANTA MARIA A VICO;PARTITO PIRATA;4;;
SANTA MARIA CAPUA VETERE;MOVIMENTO 5 STELLE;3707;;
SANTA MARIA CAPUA VETERE;LEGA SALVINI PREMIER;2853;;
SANTA MARIA CAPUA VETERE;PARTITO DEMOCRATICO;1806;;
SANTA MARIA CAPUA VETERE;FORZA ITALIA;1482;;
SANTA MARIA CAPUA VETERE;FRATELLI D'ITALIA;556;;
SANTA MARIA CAPUA VETERE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;223;;
SANTA MARIA CAPUA VETERE;LA SINISTRA;183;;
SANTA MARIA CAPUA VETERE;EUROPA VERDE;163;;
SANTA MARIA CAPUA VETERE;PARTITO COMUNISTA;85;;
SANTA MARIA CAPUA VETERE;PARTITO ANIMALISTA;83;;
SANTA MARIA CAPUA VETERE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;48;;
SANTA MARIA CAPUA VETERE;PARTITO PIRATA;26;;
SANTA MARIA CAPUA VETERE;CASAPOUND ITALIA - DESTRE UNITE;24;;
SANTA MARIA CAPUA VETERE;FORZA NUOVA;10;;
SANTA MARIA CAPUA VETERE;POPOLARI PER L'ITALIA;5;;
SANTA MARIA LA FOSSA;LEGA SALVINI PREMIER;504;;
SANTA MARIA LA FOSSA;MOVIMENTO 5 STELLE;463;;
SANTA MARIA LA FOSSA;FORZA ITALIA;269;;
SANTA MARIA LA FOSSA;PARTITO DEMOCRATICO;220;;
SANTA MARIA LA FOSSA;FRATELLI D'ITALIA;128;;
SANTA MARIA LA FOSSA;PARTITO ANIMALISTA;13;;
SANTA MARIA LA FOSSA;LA SINISTRA;12;;
SANTA MARIA LA FOSSA;EUROPA VERDE;8;;
SANTA MARIA LA FOSSA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8;;
SANTA MARIA LA FOSSA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
SANTA MARIA LA FOSSA;PARTITO COMUNISTA;4;;
SANTA MARIA LA FOSSA;POPOLARI PER L'ITALIA;3;;
SANTA MARIA LA FOSSA;CASAPOUND ITALIA - DESTRE UNITE;2;;
SANTA MARIA LA FOSSA;PARTITO PIRATA;2;;
SANTA MARIA LA FOSSA;FORZA NUOVA;1;;
SAN TAMMARO;MOVIMENTO 5 STELLE;636;;
SAN TAMMARO;LEGA SALVINI PREMIER;576;;
SAN TAMMARO;PARTITO DEMOCRATICO;473;;
SAN TAMMARO;FORZA ITALIA;196;;
SAN TAMMARO;FRATELLI D'ITALIA;59;;
SAN TAMMARO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;19;;
SAN TAMMARO;LA SINISTRA;17;;
SAN TAMMARO;PARTITO ANIMALISTA;13;;
SAN TAMMARO;EUROPA VERDE;9;;
SAN TAMMARO;PARTITO COMUNISTA;8;;
SAN TAMMARO;CASAPOUND ITALIA - DESTRE UNITE;6;;
SAN TAMMARO;PARTITO PIRATA;3;;
SAN TAMMARO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SAN TAMMARO;FORZA NUOVA;1;;
SAN TAMMARO;POPOLARI PER L'ITALIA;0;;
SANT'ANGELO D'ALIFE;MOVIMENTO 5 STELLE;185;;
SANT'ANGELO D'ALIFE;LEGA SALVINI PREMIER;175;;
SANT'ANGELO D'ALIFE;PARTITO DEMOCRATICO;165;;
SANT'ANGELO D'ALIFE;FORZA ITALIA;136;;
SANT'ANGELO D'ALIFE;FRATELLI D'ITALIA;35;;
SANT'ANGELO D'ALIFE;LA SINISTRA;12;;
SANT'ANGELO D'ALIFE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
SANT'ANGELO D'ALIFE;PARTITO COMUNISTA;6;;
SANT'ANGELO D'ALIFE;EUROPA VERDE;4;;
SANT'ANGELO D'ALIFE;PARTITO ANIMALISTA;3;;
SANT'ANGELO D'ALIFE;FORZA NUOVA;3;;
SANT'ANGELO D'ALIFE;CASAPOUND ITALIA - DESTRE UNITE;3;;
SANT'ANGELO D'ALIFE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SANT'ANGELO D'ALIFE;PARTITO PIRATA;1;;
SANT'ANGELO D'ALIFE;POPOLARI PER L'ITALIA;0;;
SANT'ARPINO;MOVIMENTO 5 STELLE;2094;;
SANT'ARPINO;PARTITO DEMOCRATICO;860;;
SANT'ARPINO;FORZA ITALIA;749;;
SANT'ARPINO;LEGA SALVINI PREMIER;728;;
SANT'ARPINO;FRATELLI D'ITALIA;142;;
SANT'ARPINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;80;;
SANT'ARPINO;LA SINISTRA;60;;
SANT'ARPINO;EUROPA VERDE;36;;
SANT'ARPINO;PARTITO COMUNISTA;19;;
SANT'ARPINO;POPOLARI PER L'ITALIA;15;;
SANT'ARPINO;PARTITO ANIMALISTA;14;;
SANT'ARPINO;PARTITO PIRATA;11;;
SANT'ARPINO;CASAPOUND ITALIA - DESTRE UNITE;7;;
SANT'ARPINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
SANT'ARPINO;FORZA NUOVA;1;;
SESSA AURUNCA;PARTITO DEMOCRATICO;2817;;
SESSA AURUNCA;LEGA SALVINI PREMIER;1994;;
SESSA AURUNCA;MOVIMENTO 5 STELLE;1631;;
SESSA AURUNCA;FORZA ITALIA;1205;;
SESSA AURUNCA;FRATELLI D'ITALIA;320;;
SESSA AURUNCA;LA SINISTRA;125;;
SESSA AURUNCA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;92;;
SESSA AURUNCA;PARTITO COMUNISTA;81;;
SESSA AURUNCA;EUROPA VERDE;72;;
SESSA AURUNCA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;46;;
SESSA AURUNCA;PARTITO ANIMALISTA;28;;
SESSA AURUNCA;CASAPOUND ITALIA - DESTRE UNITE;19;;
