

Ente;Liste/Gruppi;Voti;
CIORLANO;PARTITO ANIMALISTA;1;;
CIORLANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
CIORLANO;PARTITO PIRATA;0;;
CIORLANO;POPOLARI PER L'ITALIA;0;;
CIORLANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CONCA DELLA CAMPANIA;LEGA SALVINI PREMIER;316;;
CONCA DELLA CAMPANIA;MOVIMENTO 5 STELLE;165;;
CONCA DELLA CAMPANIA;FORZA ITALIA;144;;
CONCA DELLA CAMPANIA;PARTITO DEMOCRATICO;93;;
CONCA DELLA CAMPANIA;FRATELLI D'ITALIA;56;;
CONCA DELLA CAMPANIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;23;;
CONCA DELLA CAMPANIA;LA SINISTRA;10;;
CONCA DELLA CAMPANIA;EUROPA VERDE;7;;
CONCA DELLA CAMPANIA;PARTITO ANIMALISTA;6;;
CONCA DELLA CAMPANIA;PARTITO COMUNISTA;4;;
CONCA DELLA CAMPANIA;CASAPOUND ITALIA - DESTRE UNITE;2;;
CONCA DELLA CAMPANIA;PARTITO PIRATA;1;;
CONCA DELLA CAMPANIA;FORZA NUOVA;0;;
CONCA DELLA CAMPANIA;POPOLARI PER L'ITALIA;0;;
CONCA DELLA CAMPANIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
CURTI;MOVIMENTO 5 STELLE;1385;;
CURTI;LEGA SALVINI PREMIER;1121;;
CURTI;FORZA ITALIA;571;;
CURTI;PARTITO DEMOCRATICO;495;;
CURTI;FRATELLI D'ITALIA;197;;
CURTI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;50;;
CURTI;PARTITO ANIMALISTA;49;;
CURTI;EUROPA VERDE;48;;
CURTI;LA SINISTRA;36;;
CURTI;PARTITO COMUNISTA;28;;
CURTI;PARTITO PIRATA;12;;
CURTI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
CURTI;CASAPOUND ITALIA - DESTRE UNITE;6;;
CURTI;POPOLARI PER L'ITALIA;5;;
CURTI;FORZA NUOVA;3;;
DRAGONI;FORZA ITALIA;356;;
DRAGONI;MOVIMENTO 5 STELLE;196;;
DRAGONI;PARTITO DEMOCRATICO;156;;
DRAGONI;LEGA SALVINI PREMIER;146;;
DRAGONI;FRATELLI D'ITALIA;82;;
DRAGONI;LA SINISTRA;10;;
DRAGONI;PARTITO COMUNISTA;7;;
DRAGONI;EUROPA VERDE;6;;
DRAGONI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
DRAGONI;PARTITO PIRATA;2;;
DRAGONI;PARTITO ANIMALISTA;1;;
DRAGONI;POPOLARI PER L'ITALIA;0;;
DRAGONI;FORZA NUOVA;0;;
DRAGONI;CASAPOUND ITALIA - DESTRE UNITE;0;;
DRAGONI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
FALCIANO DEL MASSICO;PARTITO DEMOCRATICO;621;;
FALCIANO DEL MASSICO;LEGA SALVINI PREMIER;355;;
FALCIANO DEL MASSICO;FORZA ITALIA;273;;
FALCIANO DEL MASSICO;MOVIMENTO 5 STELLE;207;;
FALCIANO DEL MASSICO;FRATELLI D'ITALIA;168;;
FALCIANO DEL MASSICO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
FALCIANO DEL MASSICO;LA SINISTRA;15;;
FALCIANO DEL MASSICO;PARTITO ANIMALISTA;8;;
FALCIANO DEL MASSICO;EUROPA VERDE;7;;
FALCIANO DEL MASSICO;PARTITO COMUNISTA;6;;
FALCIANO DEL MASSICO;POPOLARI PER L'ITALIA;5;;
FALCIANO DEL MASSICO;FORZA NUOVA;2;;
FALCIANO DEL MASSICO;PARTITO PIRATA;2;;
FALCIANO DEL MASSICO;CASAPOUND ITALIA - DESTRE UNITE;2;;
FALCIANO DEL MASSICO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
FONTEGRECA;FORZA ITALIA;136;;
FONTEGRECA;LEGA SALVINI PREMIER;135;;
FONTEGRECA;MOVIMENTO 5 STELLE;118;;
FONTEGRECA;PARTITO DEMOCRATICO;51;;
FONTEGRECA;FRATELLI D'ITALIA;25;;
FONTEGRECA;PARTITO COMUNISTA;8;;
FONTEGRECA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
FONTEGRECA;PARTITO ANIMALISTA;4;;
FONTEGRECA;LA SINISTRA;4;;
FONTEGRECA;EUROPA VERDE;3;;
FONTEGRECA;FORZA NUOVA;2;;
FONTEGRECA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
FONTEGRECA;POPOLARI PER L'ITALIA;0;;
FONTEGRECA;PARTITO PIRATA;0;;
FONTEGRECA;CASAPOUND ITALIA - DESTRE UNITE;0;;
FORMICOLA;MOVIMENTO 5 STELLE;309;;
FORMICOLA;FORZA ITALIA;197;;
FORMICOLA;LEGA SALVINI PREMIER;183;;
FORMICOLA;PARTITO DEMOCRATICO;104;;
FORMICOLA;FRATELLI D'ITALIA;32;;
FORMICOLA;PARTITO COMUNISTA;13;;
FORMICOLA;PARTITO ANIMALISTA;12;;
FORMICOLA;EUROPA VERDE;9;;
FORMICOLA;LA SINISTRA;8;;
FORMICOLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
FORMICOLA;FORZA NUOVA;4;;
FORMICOLA;PARTITO PIRATA;3;;
FORMICOLA;CASAPOUND ITALIA - DESTRE UNITE;2;;
FORMICOLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
FORMICOLA;POPOLARI PER L'ITALIA;0;;
FRANCOLISE;LEGA SALVINI PREMIER;1139;;
FRANCOLISE;MOVIMENTO 5 STELLE;733;;
FRANCOLISE;FORZA ITALIA;565;;
FRANCOLISE;PARTITO DEMOCRATICO;303;;
FRANCOLISE;FRATELLI D'ITALIA;140;;
FRANCOLISE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;37;;
FRANCOLISE;EUROPA VERDE;25;;
FRANCOLISE;PARTITO ANIMALISTA;22;;
FRANCOLISE;LA SINISTRA;17;;
FRANCOLISE;PARTITO COMUNISTA;13;;
FRANCOLISE;CASAPOUND ITALIA - DESTRE UNITE;10;;
FRANCOLISE;PARTITO PIRATA;2;;
FRANCOLISE;FORZA NUOVA;1;;
FRANCOLISE;POPOLARI PER L'ITALIA;1;;
FRANCOLISE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
FRIGNANO;LEGA SALVINI PREMIER;1040;;
FRIGNANO;MOVIMENTO 5 STELLE;869;;
FRIGNANO;FORZA ITALIA;350;;
FRIGNANO;PARTITO DEMOCRATICO;287;;
FRIGNANO;FRATELLI D'ITALIA;150;;
FRIGNANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;27;;
FRIGNANO;LA SINISTRA;13;;
FRIGNANO;EUROPA VERDE;13;;
FRIGNANO;PARTITO COMUNISTA;12;;
FRIGNANO;POPOLARI PER L'ITALIA;12;;
FRIGNANO;PARTITO ANIMALISTA;12;;
FRIGNANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
FRIGNANO;FORZA NUOVA;3;;
FRIGNANO;PARTITO PIRATA;2;;
FRIGNANO;CASAPOUND ITALIA - DESTRE UNITE;2;;
GALLO MATESE;MOVIMENTO 5 STELLE;70;;
GALLO MATESE;PARTITO DEMOCRATICO;54;;
GALLO MATESE;LEGA SALVINI PREMIER;42;;
GALLO MATESE;FORZA ITALIA;21;;
GALLO MATESE;FRATELLI D'ITALIA;10;;
GALLO MATESE;EUROPA VERDE;2;;
GALLO MATESE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
GALLO MATESE;POPOLARI PER L'ITALIA;1;;
GALLO MATESE;FORZA NUOVA;1;;
GALLO MATESE;LA SINISTRA;0;;
GALLO MATESE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
GALLO MATESE;PARTITO ANIMALISTA;0;;
GALLO MATESE;PARTITO COMUNISTA;0;;
GALLO MATESE;CASAPOUND ITALIA - DESTRE UNITE;0;;
GALLO MATESE;PARTITO PIRATA;0;;
GALLUCCIO;LEGA SALVINI PREMIER;349;;
GALLUCCIO;FORZA ITALIA;261;;
GALLUCCIO;MOVIMENTO 5 STELLE;186;;
GALLUCCIO;PARTITO DEMOCRATICO;156;;
GALLUCCIO;FRATELLI D'ITALIA;19;;
GALLUCCIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
GALLUCCIO;EUROPA VERDE;7;;
GALLUCCIO;PARTITO COMUNISTA;5;;
GALLUCCIO;PARTITO ANIMALISTA;4;;
GALLUCCIO;LA SINISTRA;4;;
GALLUCCIO;PARTITO PIRATA;3;;
GALLUCCIO;CASAPOUND ITALIA - DESTRE UNITE;1;;
GALLUCCIO;POPOLARI PER L'ITALIA;0;;
GALLUCCIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
GALLUCCIO;FORZA NUOVA;0;;
GIANO VETUSTO;FORZA ITALIA;109;;
GIANO VETUSTO;MOVIMENTO 5 STELLE;67;;
GIANO VETUSTO;PARTITO DEMOCRATICO;31;;
GIANO VETUSTO;LEGA SALVINI PREMIER;30;;
GIANO VETUSTO;FRATELLI D'ITALIA;10;;
GIANO VETUSTO;EUROPA VERDE;3;;
GIANO VETUSTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
GIANO VETUSTO;LA SINISTRA;1;;
GIANO VETUSTO;PARTITO ANIMALISTA;1;;
GIANO VETUSTO;PARTITO PIRATA;0;;
GIANO VETUSTO;CASAPOUND ITALIA - DESTRE UNITE;0;;
GIANO VETUSTO;POPOLARI PER L'ITALIA;0;;
GIANO VETUSTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
GIANO VETUSTO;PARTITO COMUNISTA;0;;
GIANO VETUSTO;FORZA NUOVA;0;;
GIOIA SANNITICA;LEGA SALVINI PREMIER;635;;
GIOIA SANNITICA;MOVIMENTO 5 STELLE;554;;
GIOIA SANNITICA;FORZA ITALIA;458;;
GIOIA SANNITICA;PARTITO DEMOCRATICO;240;;
GIOIA SANNITICA;FRATELLI D'ITALIA;67;;
GIOIA SANNITICA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;21;;
GIOIA SANNITICA;EUROPA VERDE;13;;
GIOIA SANNITICA;PARTITO COMUNISTA;13;;
GIOIA SANNITICA;PARTITO ANIMALISTA;10;;
GIOIA SANNITICA;LA SINISTRA;7;;
GIOIA SANNITICA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
GIOIA SANNITICA;FORZA NUOVA;2;;
GIOIA SANNITICA;PARTITO PIRATA;1;;
GIOIA SANNITICA;CASAPOUND ITALIA - DESTRE UNITE;1;;
GIOIA SANNITICA;POPOLARI PER L'ITALIA;0;;
GRAZZANISE;LEGA SALVINI PREMIER;1017;;
GRAZZANISE;FORZA ITALIA;668;;
GRAZZANISE;MOVIMENTO 5 STELLE;494;;
GRAZZANISE;PARTITO DEMOCRATICO;368;;
GRAZZANISE;FRATELLI D'ITALIA;124;;
GRAZZANISE;LA SINISTRA;23;;
GRAZZANISE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;19;;
GRAZZANISE;PARTITO COMUNISTA;15;;
GRAZZANISE;EUROPA VERDE;13;;
GRAZZANISE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;8;;
GRAZZANISE;PARTITO ANIMALISTA;7;;
GRAZZANISE;POPOLARI PER L'ITALIA;4;;
GRAZZANISE;CASAPOUND ITALIA - DESTRE UNITE;3;;
GRAZZANISE;FORZA NUOVA;2;;
GRAZZANISE;PARTITO PIRATA;1;;
GRICIGNANO DI AVERSA;MOVIMENTO 5 STELLE;3357;;
GRICIGNANO DI AVERSA;LEGA SALVINI PREMIER;1634;;
GRICIGNANO DI AVERSA;FORZA ITALIA;725;;
GRICIGNANO DI AVERSA;PARTITO DEMOCRATICO;638;;
GRICIGNANO DI AVERSA;FRATELLI D'ITALIA;204;;
GRICIGNANO DI AVERSA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;62;;
GRICIGNANO DI AVERSA;PARTITO ANIMALISTA;38;;
GRICIGNANO DI AVERSA;LA SINISTRA;36;;
GRICIGNANO DI AVERSA;EUROPA VERDE;35;;
GRICIGNANO DI AVERSA;PARTITO COMUNISTA;32;;
GRICIGNANO DI AVERSA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;12;;
GRICIGNANO DI AVERSA;CASAPOUND ITALIA - DESTRE UNITE;12;;
GRICIGNANO DI AVERSA;POPOLARI PER L'ITALIA;11;;
GRICIGNANO DI AVERSA;FORZA NUOVA;7;;
GRICIGNANO DI AVERSA;PARTITO PIRATA;4;;
LETINO;PARTITO DEMOCRATICO;85;;
LETINO;FORZA ITALIA;77;;
LETINO;MOVIMENTO 5 STELLE;66;;
LETINO;LEGA SALVINI PREMIER;59;;
LETINO;FRATELLI D'ITALIA;14;;
LETINO;PARTITO COMUNISTA;5;;
LETINO;LA SINISTRA;3;;
LETINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
LETINO;EUROPA VERDE;2;;
LETINO;PARTITO PIRATA;1;;
LETINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LETINO;POPOLARI PER L'ITALIA;1;;
LETINO;PARTITO ANIMALISTA;0;;
LETINO;CASAPOUND ITALIA - DESTRE UNITE;0;;
LETINO;FORZA NUOVA;0;;
LIBERI;FORZA ITALIA;160;;
LIBERI;MOVIMENTO 5 STELLE;102;;
LIBERI;LEGA SALVINI PREMIER;83;;
LIBERI;PARTITO DEMOCRATICO;49;;
LIBERI;FRATELLI D'ITALIA;38;;
LIBERI;PARTITO ANIMALISTA;8;;
LIBERI;POPOLARI PER L'ITALIA;7;;
LIBERI;PARTITO COMUNISTA;6;;
LIBERI;EUROPA VERDE;5;;
LIBERI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
LIBERI;LA SINISTRA;2;;
LIBERI;FORZA NUOVA;1;;
LIBERI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
LIBERI;CASAPOUND ITALIA - DESTRE UNITE;0;;
LIBERI;PARTITO PIRATA;0;;
LUSCIANO;MOVIMENTO 5 STELLE;1780;;
LUSCIANO;LEGA SALVINI PREMIER;1181;;
LUSCIANO;FORZA ITALIA;908;;
LUSCIANO;PARTITO DEMOCRATICO;668;;
LUSCIANO;FRATELLI D'ITALIA;194;;
LUSCIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;72;;
LUSCIANO;LA SINISTRA;38;;
LUSCIANO;PARTITO ANIMALISTA;29;;
LUSCIANO;EUROPA VERDE;21;;
LUSCIANO;POPOLARI PER L'ITALIA;18;;
LUSCIANO;PARTITO COMUNISTA;13;;
LUSCIANO;PARTITO PIRATA;6;;
LUSCIANO;FORZA NUOVA;6;;
LUSCIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
LUSCIANO;CASAPOUND ITALIA - DESTRE UNITE;4;;
MACERATA CAMPANIA;MOVIMENTO 5 STELLE;1632;;
MACERATA CAMPANIA;LEGA SALVINI PREMIER;874;;
MACERATA CAMPANIA;PARTITO DEMOCRATICO;524;;
MACERATA CAMPANIA;FORZA ITALIA;497;;
MACERATA CAMPANIA;FRATELLI D'ITALIA;107;;
MACERATA CAMPANIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;43;;
MACERATA CAMPANIA;EUROPA VERDE;26;;
MACERATA CAMPANIA;LA SINISTRA;21;;
MACERATA CAMPANIA;PARTITO ANIMALISTA;16;;
MACERATA CAMPANIA;POPOLARI PER L'ITALIA;14;;
MACERATA CAMPANIA;PARTITO COMUNISTA;14;;
MACERATA CAMPANIA;CASAPOUND ITALIA - DESTRE UNITE;11;;
MACERATA CAMPANIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
MACERATA CAMPANIA;PARTITO PIRATA;3;;
MACERATA CAMPANIA;FORZA NUOVA;1;;
MADDALONI;MOVIMENTO 5 STELLE;3430;;
MADDALONI;PARTITO DEMOCRATICO;2181;;
MADDALONI;LEGA SALVINI PREMIER;1776;;
MADDALONI;FORZA ITALIA;1271;;
MADDALONI;FRATELLI D'ITALIA;875;;
MADDALONI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;148;;
MADDALONI;LA SINISTRA;127;;
MADDALONI;EUROPA VERDE;77;;
MADDALONI;PARTITO COMUNISTA;55;;
MADDALONI;PARTITO ANIMALISTA;45;;
MADDALONI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;20;;
MADDALONI;PARTITO PIRATA;19;;
MADDALONI;POPOLARI PER L'ITALIA;14;;
MADDALONI;CASAPOUND ITALIA - DESTRE UNITE;12;;
MADDALONI;FORZA NUOVA;5;;
MARCIANISE;MOVIMENTO 5 STELLE;4968;;
MARCIANISE;LEGA SALVINI PREMIER;2343;;
MARCIANISE;PARTITO DEMOCRATICO;2069;;
MARCIANISE;FORZA ITALIA;1535;;
MARCIANISE;FRATELLI D'ITALIA;454;;
MARCIANISE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;423;;
MARCIANISE;EUROPA VERDE;176;;
MARCIANISE;LA SINISTRA;106;;
MARCIANISE;PARTITO COMUNISTA;59;;
MARCIANISE;PARTITO ANIMALISTA;58;;
MARCIANISE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;23;;
MARCIANISE;CASAPOUND ITALIA - DESTRE UNITE;17;;
MARCIANISE;POPOLARI PER L'ITALIA;12;;
MARCIANISE;PARTITO PIRATA;11;;
MARCIANISE;FORZA NUOVA;6;;
MARZANO APPIO;LEGA SALVINI PREMIER;432;;
MARZANO APPIO;MOVIMENTO 5 STELLE;300;;
MARZANO APPIO;FORZA ITALIA;265;;
MARZANO APPIO;PARTITO DEMOCRATICO;212;;
MARZANO APPIO;FRATELLI D'ITALIA;50;;
MARZANO APPIO;EUROPA VERDE;37;;
MARZANO APPIO;PARTITO ANIMALISTA;18;;
MARZANO APPIO;LA SINISTRA;17;;
MARZANO APPIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
MARZANO APPIO;PARTITO COMUNISTA;14;;
MARZANO APPIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
MARZANO APPIO;POPOLARI PER L'ITALIA;1;;
MARZANO APPIO;PARTITO PIRATA;1;;
MARZANO APPIO;FORZA NUOVA;0;;
MARZANO APPIO;CASAPOUND ITALIA - DESTRE UNITE;0;;
MIGNANO MONTE LUNGO;LEGA SALVINI PREMIER;542;;
MIGNANO MONTE LUNGO;MOVIMENTO 5 STELLE;333;;
MIGNANO MONTE LUNGO;FORZA ITALIA;286;;
MIGNANO MONTE LUNGO;PARTITO DEMOCRATICO;193;;
MIGNANO MONTE LUNGO;FRATELLI D'ITALIA;63;;
MIGNANO MONTE LUNGO;LA SINISTRA;33;;
MIGNANO MONTE LUNGO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
MIGNANO MONTE LUNGO;PARTITO COMUNISTA;10;;
MIGNANO MONTE LUNGO;EUROPA VERDE;8;;
MIGNANO MONTE LUNGO;PARTITO ANIMALISTA;8;;
MIGNANO MONTE LUNGO;POPOLARI PER L'ITALIA;5;;
MIGNANO MONTE LUNGO;CASAPOUND ITALIA - DESTRE UNITE;3;;
MIGNANO MONTE LUNGO;FORZA NUOVA;2;;
MIGNANO MONTE LUNGO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
MIGNANO MONTE LUNGO;PARTITO PIRATA;1;;
MONDRAGONE;LEGA SALVINI PREMIER;2203;;
MONDRAGONE;MOVIMENTO 5 STELLE;1791;;
MONDRAGONE;FORZA ITALIA;1178;;
MONDRAGONE;PARTITO DEMOCRATICO;1062;;
MONDRAGONE;FRATELLI D'ITALIA;547;;
MONDRAGONE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;227;;
MONDRAGONE;LA SINISTRA;113;;
MONDRAGONE;EUROPA VERDE;71;;
MONDRAGONE;PARTITO COMUNISTA;35;;
MONDRAGONE;PARTITO ANIMALISTA;26;;
MONDRAGONE;POPOLARI PER L'ITALIA;17;;
MONDRAGONE;CASAPOUND ITALIA - DESTRE UNITE;16;;
MONDRAGONE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;10;;
MONDRAGONE;PARTITO PIRATA;9;;
MONDRAGONE;FORZA NUOVA;5;;
ORTA DI ATELLA;MOVIMENTO 5 STELLE;3405;;
ORTA DI ATELLA;PARTITO DEMOCRATICO;1302;;
ORTA DI ATELLA;LEGA SALVINI PREMIER;1075;;
ORTA DI ATELLA;FORZA ITALIA;629;;
ORTA DI ATELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;240;;
ORTA DI ATELLA;FRATELLI D'ITALIA;189;;
ORTA DI ATELLA;LA SINISTRA;132;;
ORTA DI ATELLA;EUROPA VERDE;65;;
ORTA DI ATELLA;CASAPOUND ITALIA - DESTRE UNITE;46;;
ORTA DI ATELLA;PARTITO COMUNISTA;31;;
ORTA DI ATELLA;PARTITO ANIMALISTA;26;;
ORTA DI ATELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;17;;
ORTA DI ATELLA;PARTITO PIRATA;10;;
ORTA DI ATELLA;POPOLARI PER L'ITALIA;10;;
ORTA DI ATELLA;FORZA NUOVA;4;;
PARETE;MOVIMENTO 5 STELLE;1243;;
PARETE;PARTITO DEMOCRATICO;657;;
PARETE;LEGA SALVINI PREMIER;526;;
PARETE;POPOLARI PER L'ITALIA;375;;
PARETE;FORZA ITALIA;336;;
PARETE;FRATELLI D'ITALIA;227;;
PARETE;EUROPA VERDE;44;;
PARETE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;39;;
PARETE;LA SINISTRA;35;;
PARETE;PARTITO COMUNISTA;17;;
PARETE;PARTITO ANIMALISTA;16;;
PARETE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
PARETE;CASAPOUND ITALIA - DESTRE UNITE;6;;
PARETE;PARTITO PIRATA;5;;
PARETE;FORZA NUOVA;1;;
PASTORANO;MOVIMENTO 5 STELLE;325;;
PASTORANO;FORZA ITALIA;324;;
PASTORANO;LEGA SALVINI PREMIER;198;;
PASTORANO;PARTITO DEMOCRATICO;122;;
PASTORANO;FRATELLI D'ITALIA;110;;
PASTORANO;LA SINISTRA;19;;
PASTORANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
PASTORANO;PARTITO COMUNISTA;8;;
PASTORANO;PARTITO ANIMALISTA;7;;
PASTORANO;EUROPA VERDE;5;;
PASTORANO;CASAPOUND ITALIA - DESTRE UNITE;2;;
PASTORANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PASTORANO;POPOLARI PER L'ITALIA;2;;
PASTORANO;FORZA NUOVA;1;;
PASTORANO;PARTITO PIRATA;0;;
PIANA DI MONTE VERNA;MOVIMENTO 5 STELLE;458;;
PIANA DI MONTE VERNA;LEGA SALVINI PREMIER;333;;
PIANA DI MONTE VERNA;FORZA ITALIA;306;;
PIANA DI MONTE VERNA;PARTITO DEMOCRATICO;174;;
PIANA DI MONTE VERNA;FRATELLI D'ITALIA;77;;
PIANA DI MONTE VERNA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;19;;
PIANA DI MONTE VERNA;PARTITO ANIMALISTA;16;;
PIANA DI MONTE VERNA;LA SINISTRA;16;;
PIANA DI MONTE VERNA;PARTITO COMUNISTA;15;;
PIANA DI MONTE VERNA;EUROPA VERDE;12;;
PIANA DI MONTE VERNA;POPOLARI PER L'ITALIA;4;;
PIANA DI MONTE VERNA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
PIANA DI MONTE VERNA;PARTITO PIRATA;1;;
PIANA DI MONTE VERNA;CASAPOUND ITALIA - DESTRE UNITE;1;;
PIANA DI MONTE VERNA;FORZA NUOVA;0;;
PIEDIMONTE MATESE;MOVIMENTO 5 STELLE;1213;;
PIEDIMONTE MATESE;PARTITO DEMOCRATICO;1004;;
PIEDIMONTE MATESE;LEGA SALVINI PREMIER;925;;
PIEDIMONTE MATESE;FORZA ITALIA;512;;
PIEDIMONTE MATESE;FRATELLI D'ITALIA;221;;
PIEDIMONTE MATESE;EUROPA VERDE;71;;
PIEDIMONTE MATESE;LA SINISTRA;59;;
PIEDIMONTE MATESE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;58;;
PIEDIMONTE MATESE;PARTITO COMUNISTA;41;;
PIEDIMONTE MATESE;PARTITO ANIMALISTA;25;;
PIEDIMONTE MATESE;FORZA NUOVA;11;;
PIEDIMONTE MATESE;CASAPOUND ITALIA - DESTRE UNITE;10;;
PIEDIMONTE MATESE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;9;;
PIEDIMONTE MATESE;PARTITO PIRATA;6;;
PIEDIMONTE MATESE;POPOLARI PER L'ITALIA;2;;
PIETRAMELARA;LEGA SALVINI PREMIER;560;;
PIETRAMELARA;MOVIMENTO 5 STELLE;466;;
PIETRAMELARA;FORZA ITALIA;379;;
PIETRAMELARA;PARTITO DEMOCRATICO;288;;
PIETRAMELARA;FRATELLI D'ITALIA;79;;
PIETRAMELARA;EUROPA VERDE;23;;
PIETRAMELARA;LA SINISTRA;21;;
PIETRAMELARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
PIETRAMELARA;PARTITO COMUNISTA;15;;
PIETRAMELARA;PARTITO ANIMALISTA;13;;
PIETRAMELARA;CASAPOUND ITALIA - DESTRE UNITE;8;;
PIETRAMELARA;POPOLARI PER L'ITALIA;5;;
PIETRAMELARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
PIETRAMELARA;PARTITO PIRATA;2;;
PIETRAMELARA;FORZA NUOVA;2;;
PIETRAVAIRANO;LEGA SALVINI PREMIER;500;;
PIETRAVAIRANO;MOVIMENTO 5 STELLE;443;;
PIETRAVAIRANO;FORZA ITALIA;425;;
PIETRAVAIRANO;PARTITO DEMOCRATICO;318;;
PIETRAVAIRANO;FRATELLI D'ITALIA;57;;
PIETRAVAIRANO;PARTITO COMUNISTA;24;;
PIETRAVAIRANO;PARTITO ANIMALISTA;18;;
PIETRAVAIRANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
PIETRAVAIRANO;EUROPA VERDE;17;;
PIETRAVAIRANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;16;;
PIETRAVAIRANO;LA SINISTRA;14;;
PIETRAVAIRANO;PARTITO PIRATA;6;;
PIETRAVAIRANO;CASAPOUND ITALIA - DESTRE UNITE;4;;
PIETRAVAIRANO;POPOLARI PER L'ITALIA;3;;
PIETRAVAIRANO;FORZA NUOVA;2;;
PIGNATARO MAGGIORE;FORZA ITALIA;1569;;
PIGNATARO MAGGIORE;MOVIMENTO 5 STELLE;395;;
PIGNATARO MAGGIORE;LEGA SALVINI PREMIER;387;;
PIGNATARO MAGGIORE;PARTITO DEMOCRATICO;194;;
PIGNATARO MAGGIORE;FRATELLI D'ITALIA;61;;
PIGNATARO MAGGIORE;FORZA NUOVA;33;;
PIGNATARO MAGGIORE;EUROPA VERDE;21;;
PIGNATARO MAGGIORE;PARTITO COMUNISTA;20;;
PIGNATARO MAGGIORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
