

Ente;Candidato;Liste/Gruppi;Voti lista;;
GRAGNANO;VESSELLA PISACANE ANNALISA;FORZA ITALIA;3433;;
GRAGNANO;;LEGA;440;;
GRAGNANO;;NOI CON L'ITALIA - UDC;297;;
GRAGNANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;279;;
GRAGNANO;SOMMA SILVANA;PARTITO DEMOCRATICO;1711;;
GRAGNANO;;CIVICA POPOLARE LORENZIN;773;;
GRAGNANO;;+EUROPA;159;;
GRAGNANO;;ITALIA EUROPA INSIEME;37;;
GRAGNANO;DELLA MONICA LAURA;LIBERI E UGUALI;298;;
GRAGNANO;DE CARLO SARA;POTERE AL POPOLO!;94;;
GRAGNANO;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;80;;
GRAGNANO;PRISCO MARIA;ITALIA AGLI ITALIANI;53;;
GRAGNANO;GUARRACINO TOMMASO;CASAPOUND ITALIA;50;;
GRAGNANO;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;14;;
GRAGNANO;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;10;;
LETTERE;VITIELLO CATELLO;MOVIMENTO 5 STELLE;1531;;
LETTERE;VESSELLA PISACANE ANNALISA;FORZA ITALIA;1168;;
LETTERE;;LEGA;86;;
LETTERE;;FRATELLI D'ITALIA CON GIORGIA MELONI;44;;
LETTERE;;NOI CON L'ITALIA - UDC;37;;
LETTERE;SOMMA SILVANA;PARTITO DEMOCRATICO;213;;
LETTERE;;CIVICA POPOLARE LORENZIN;182;;
LETTERE;;+EUROPA;9;;
LETTERE;;ITALIA EUROPA INSIEME;6;;
LETTERE;DELLA MONICA LAURA;LIBERI E UGUALI;21;;
LETTERE;DE CARLO SARA;POTERE AL POPOLO!;15;;
LETTERE;PRISCO MARIA;ITALIA AGLI ITALIANI;13;;
LETTERE;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;11;;
LETTERE;GUARRACINO TOMMASO;CASAPOUND ITALIA;6;;
LETTERE;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;6;;
LETTERE;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;2;;
MASSA LUBRENSE;VITIELLO CATELLO;MOVIMENTO 5 STELLE;3089;;
MASSA LUBRENSE;VESSELLA PISACANE ANNALISA;FORZA ITALIA;1779;;
MASSA LUBRENSE;;LEGA;302;;
MASSA LUBRENSE;;FRATELLI D'ITALIA CON GIORGIA MELONI;261;;
MASSA LUBRENSE;;NOI CON L'ITALIA - UDC;82;;
MASSA LUBRENSE;SOMMA SILVANA;PARTITO DEMOCRATICO;1101;;
MASSA LUBRENSE;;+EUROPA;107;;
MASSA LUBRENSE;;ITALIA EUROPA INSIEME;84;;
MASSA LUBRENSE;;CIVICA POPOLARE LORENZIN;60;;
MASSA LUBRENSE;DELLA MONICA LAURA;LIBERI E UGUALI;128;;
MASSA LUBRENSE;PRISCO MARIA;ITALIA AGLI ITALIANI;54;;
MASSA LUBRENSE;DE CARLO SARA;POTERE AL POPOLO!;53;;
MASSA LUBRENSE;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;44;;
MASSA LUBRENSE;GUARRACINO TOMMASO;CASAPOUND ITALIA;38;;
MASSA LUBRENSE;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;12;;
MASSA LUBRENSE;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;12;;
META;VITIELLO CATELLO;MOVIMENTO 5 STELLE;2209;;
META;VESSELLA PISACANE ANNALISA;FORZA ITALIA;658;;
META;;LEGA;155;;
META;;FRATELLI D'ITALIA CON GIORGIA MELONI;139;;
META;;NOI CON L'ITALIA - UDC;37;;
META;SOMMA SILVANA;PARTITO DEMOCRATICO;761;;
META;;+EUROPA;84;;
META;;ITALIA EUROPA INSIEME;15;;
