

Ente;Candidato;Liste/Gruppi;Voti lista;;
POMIGLIANO D'ARCO;;CIVICA POPOLARE LORENZIN;23;;
POMIGLIANO D'ARCO;IASEVOLI VINCENZA;LIBERI E UGUALI;445;;
POMIGLIANO D'ARCO;LA MARCA GIACOMO;POTERE AL POPOLO!;426;;
POMIGLIANO D'ARCO;ESPOSITO GABRIELE;CASAPOUND ITALIA;57;;
POMIGLIANO D'ARCO;MAROTTA GABRIELLA;IL POPOLO DELLA FAMIGLIA;52;;
POMIGLIANO D'ARCO;ACUNZO GIOVANNI;ITALIA AGLI ITALIANI;38;;
POMIGLIANO D'ARCO;LOFFREDO DOMENICO;PER UNA SINISTRA RIVOLUZIONARIA;13;;
SAN VITALIANO;DI MAIO LUIGI;MOVIMENTO 5 STELLE;1666;;
SAN VITALIANO;FALCONE ANTONIO;PARTITO DEMOCRATICO;929;;
SAN VITALIANO;;+EUROPA;23;;
SAN VITALIANO;;ITALIA EUROPA INSIEME;9;;
SAN VITALIANO;;CIVICA POPOLARE LORENZIN;5;;
SAN VITALIANO;SGARBI VITTORIO;FORZA ITALIA;503;;
SAN VITALIANO;;LEGA;72;;
SAN VITALIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;37;;
SAN VITALIANO;;NOI CON L'ITALIA - UDC;15;;
SAN VITALIANO;LA MARCA GIACOMO;POTERE AL POPOLO!;69;;
SAN VITALIANO;IASEVOLI VINCENZA;LIBERI E UGUALI;58;;
SAN VITALIANO;ESPOSITO GABRIELE;CASAPOUND ITALIA;13;;
SAN VITALIANO;ACUNZO GIOVANNI;ITALIA AGLI ITALIANI;9;;
SAN VITALIANO;LOFFREDO DOMENICO;PER UNA SINISTRA RIVOLUZIONARIA;5;;
SAN VITALIANO;MAROTTA GABRIELLA;IL POPOLO DELLA FAMIGLIA;4;;
SCISCIANO;DI MAIO LUIGI;MOVIMENTO 5 STELLE;1879;;
SCISCIANO;SGARBI VITTORIO;FORZA ITALIA;554;;
SCISCIANO;;LEGA;100;;
SCISCIANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;57;;
SCISCIANO;;NOI CON L'ITALIA - UDC;27;;
SCISCIANO;FALCONE ANTONIO;PARTITO DEMOCRATICO;602;;
SCISCIANO;;+EUROPA;22;;
SCISCIANO;;ITALIA EUROPA INSIEME;13;;
SCISCIANO;;CIVICA POPOLARE LORENZIN;13;;
SCISCIANO;IASEVOLI VINCENZA;LIBERI E UGUALI;79;;
SCISCIANO;LA MARCA GIACOMO;POTERE AL POPOLO!;52;;
SCISCIANO;MAROTTA GABRIELLA;IL POPOLO DELLA FAMIGLIA;11;;
SCISCIANO;ESPOSITO GABRIELE;CASAPOUND ITALIA;8;;
SCISCIANO;ACUNZO GIOVANNI;ITALIA AGLI ITALIANI;8;;
SCISCIANO;LOFFREDO DOMENICO;PER UNA SINISTRA RIVOLUZIONARIA;1;;
VOLLA;DI MAIO LUIGI;MOVIMENTO 5 STELLE;8237;;
VOLLA;SGARBI VITTORIO;FORZA ITALIA;2083;;
VOLLA;;FRATELLI D'ITALIA CON GIORGIA MELONI;332;;
VOLLA;;LEGA;228;;
VOLLA;;NOI CON L'ITALIA - UDC;73;;
VOLLA;FALCONE ANTONIO;PARTITO DEMOCRATICO;1089;;
VOLLA;;+EUROPA;55;;
VOLLA;;CIVICA POPOLARE LORENZIN;12;;
VOLLA;;ITALIA EUROPA INSIEME;10;;
VOLLA;IASEVOLI VINCENZA;LIBERI E UGUALI;246;;
VOLLA;LA MARCA GIACOMO;POTERE AL POPOLO!;178;;
VOLLA;MAROTTA GABRIELLA;IL POPOLO DELLA FAMIGLIA;70;;
VOLLA;ESPOSITO GABRIELE;CASAPOUND ITALIA;27;;
VOLLA;ACUNZO GIOVANNI;ITALIA AGLI ITALIANI;27;;
VOLLA;LOFFREDO DOMENICO;PER UNA SINISTRA RIVOLUZIONARIA;6;;
