

Ente;Candidato;Liste/Gruppi;Voti lista;;
FRATTAMAGGIORE;SPADAFORA VINCENZO;MOVIMENTO 5 STELLE;8596;;
FRATTAMAGGIORE;SCANCARIELLO LUCA;FORZA ITALIA;2812;;
FRATTAMAGGIORE;;LEGA;507;;
FRATTAMAGGIORE;;FRATELLI D'ITALIA CON GIORGIA MELONI;276;;
FRATTAMAGGIORE;;NOI CON L'ITALIA - UDC;146;;
FRATTAMAGGIORE;MARRAZZO NICOLA;PARTITO DEMOCRATICO;2289;;
FRATTAMAGGIORE;;+EUROPA;150;;
FRATTAMAGGIORE;;CIVICA POPOLARE LORENZIN;89;;
FRATTAMAGGIORE;;ITALIA EUROPA INSIEME;52;;
FRATTAMAGGIORE;CAPASSO ELPIDIO;LIBERI E UGUALI;660;;
FRATTAMAGGIORE;CERBONE ORIANA;POTERE AL POPOLO!;172;;
FRATTAMAGGIORE;VACCARO ERICA;CASAPOUND ITALIA;68;;
FRATTAMAGGIORE;LOBELLO ALESSANDRO;IL POPOLO DELLA FAMIGLIA;49;;
FRATTAMAGGIORE;SINISCALCHI MARIA;ITALIA AGLI ITALIANI;37;;
FRATTAMAGGIORE;LIMATOLA GIOVANNI;PER UNA SINISTRA RIVOLUZIONARIA;23;;
FRATTAMINORE;SPADAFORA VINCENZO;MOVIMENTO 5 STELLE;4836;;
FRATTAMINORE;SCANCARIELLO LUCA;FORZA ITALIA;1239;;
FRATTAMINORE;;LEGA;223;;
FRATTAMINORE;;FRATELLI D'ITALIA CON GIORGIA MELONI;80;;
FRATTAMINORE;;NOI CON L'ITALIA - UDC;24;;
FRATTAMINORE;MARRAZZO NICOLA;PARTITO DEMOCRATICO;879;;
FRATTAMINORE;;ITALIA EUROPA INSIEME;78;;
FRATTAMINORE;;+EUROPA;51;;
FRATTAMINORE;;CIVICA POPOLARE LORENZIN;18;;
FRATTAMINORE;CAPASSO ELPIDIO;LIBERI E UGUALI;364;;
FRATTAMINORE;CERBONE ORIANA;POTERE AL POPOLO!;70;;
FRATTAMINORE;LOBELLO ALESSANDRO;IL POPOLO DELLA FAMIGLIA;32;;
FRATTAMINORE;VACCARO ERICA;CASAPOUND ITALIA;16;;
FRATTAMINORE;SINISCALCHI MARIA;ITALIA AGLI ITALIANI;16;;
FRATTAMINORE;LIMATOLA GIOVANNI;PER UNA SINISTRA RIVOLUZIONARIA;11;;
GRUMO NEVANO;SPADAFORA VINCENZO;MOVIMENTO 5 STELLE;5004;;
GRUMO NEVANO;SCANCARIELLO LUCA;FORZA ITALIA;1828;;
GRUMO NEVANO;;LEGA;353;;
GRUMO NEVANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;141;;
GRUMO NEVANO;;NOI CON L'ITALIA - UDC;48;;
GRUMO NEVANO;MARRAZZO NICOLA;PARTITO DEMOCRATICO;868;;
GRUMO NEVANO;;+EUROPA;75;;
GRUMO NEVANO;;CIVICA POPOLARE LORENZIN;20;;
GRUMO NEVANO;;ITALIA EUROPA INSIEME;13;;
GRUMO NEVANO;CAPASSO ELPIDIO;LIBERI E UGUALI;358;;
GRUMO NEVANO;CERBONE ORIANA;POTERE AL POPOLO!;69;;
GRUMO NEVANO;SINISCALCHI MARIA;ITALIA AGLI ITALIANI;25;;
GRUMO NEVANO;VACCARO ERICA;CASAPOUND ITALIA;18;;
GRUMO NEVANO;LOBELLO ALESSANDRO;IL POPOLO DELLA FAMIGLIA;14;;
GRUMO NEVANO;LIMATOLA GIOVANNI;PER UNA SINISTRA RIVOLUZIONARIA;12;;
