

Ente;Candidato;Liste/Gruppi;Voti lista;;
CASORIA;;FRATELLI D'ITALIA CON GIORGIA MELONI;776;;
CASORIA;;NOI CON L'ITALIA - UDC;186;;
CASORIA;RUSSO FRANCESCO;PARTITO DEMOCRATICO;3254;;
CASORIA;;+EUROPA;335;;
CASORIA;;ITALIA EUROPA INSIEME;81;;
CASORIA;;CIVICA POPOLARE LORENZIN;57;;
CASORIA;DONESI MARIA;LIBERI E UGUALI;611;;
CASORIA;MARTIRE DANIELA;POTERE AL POPOLO!;418;;
CASORIA;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;185;;
CASORIA;FERRARA BERNARDINA;CASAPOUND ITALIA;155;;
CASORIA;PAPARO ANTONIO;ITALIA AGLI ITALIANI;88;;
CASORIA;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;37;;
CASORIA;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;16;;
CASTELLO DI CISTERNA;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;2186;;
CASTELLO DI CISTERNA;ROMANO GIUSEPPE;FORZA ITALIA;659;;
CASTELLO DI CISTERNA;;LEGA;116;;
CASTELLO DI CISTERNA;;FRATELLI D'ITALIA CON GIORGIA MELONI;50;;
CASTELLO DI CISTERNA;;NOI CON L'ITALIA - UDC;16;;
CASTELLO DI CISTERNA;RUSSO FRANCESCO;PARTITO DEMOCRATICO;503;;
CASTELLO DI CISTERNA;;+EUROPA;21;;
CASTELLO DI CISTERNA;;ITALIA EUROPA INSIEME;6;;
CASTELLO DI CISTERNA;;CIVICA POPOLARE LORENZIN;4;;
CASTELLO DI CISTERNA;DONESI MARIA;LIBERI E UGUALI;114;;
CASTELLO DI CISTERNA;MARTIRE DANIELA;POTERE AL POPOLO!;40;;
CASTELLO DI CISTERNA;FERRARA BERNARDINA;CASAPOUND ITALIA;18;;
CASTELLO DI CISTERNA;PAPARO ANTONIO;ITALIA AGLI ITALIANI;9;;
CASTELLO DI CISTERNA;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;6;;
CASTELLO DI CISTERNA;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
CASTELLO DI CISTERNA;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
CRISPANO;MAUTONE RAFFAELE;MOVIMENTO 5 STELLE;3222;;
CRISPANO;ROMANO GIUSEPPE;FORZA ITALIA;1215;;
CRISPANO;;LEGA;197;;
CRISPANO;;FRATELLI D'ITALIA CON GIORGIA MELONI;84;;
CRISPANO;;NOI CON L'ITALIA - UDC;23;;
CRISPANO;RUSSO FRANCESCO;PARTITO DEMOCRATICO;637;;
CRISPANO;;+EUROPA;21;;
CRISPANO;;ITALIA EUROPA INSIEME;18;;
CRISPANO;;CIVICA POPOLARE LORENZIN;13;;
CRISPANO;DONESI MARIA;LIBERI E UGUALI;98;;
CRISPANO;MARTIRE DANIELA;POTERE AL POPOLO!;26;;
CRISPANO;DI DONATO ADRIANA;IL POPOLO DELLA FAMIGLIA;24;;
CRISPANO;FERRARA BERNARDINA;CASAPOUND ITALIA;20;;
CRISPANO;PAPARO ANTONIO;ITALIA AGLI ITALIANI;11;;
CRISPANO;SARNATARO GENNARO;PARTITO REPUBBLICANO ITALIANO - ALA;5;;
CRISPANO;MIRABELLI ARNALDO;PER UNA SINISTRA RIVOLUZIONARIA;2;;
