

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
BUONABITACOLO;;;DAVVERO-VERDI;42;;
BUONABITACOLO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;10;;
BUONABITACOLO;;;CAMPANIA LIBERA;9;;
BUONABITACOLO;;;ITALIA DEI VALORI;9;;
BUONABITACOLO;;;CAMPANIA IN RETE;4;;
BUONABITACOLO;CALDORO STEFANO;;;;;376
BUONABITACOLO;;;FORZA ITALIA;168;;
BUONABITACOLO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;135;;
BUONABITACOLO;;;CALDORO PRESIDENTE;61;;
BUONABITACOLO;;;NCD - CAMPANIA POPOLARE;27;;
BUONABITACOLO;;;NOI SUD;1;;
BUONABITACOLO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
BUONABITACOLO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
BUONABITACOLO;;;POPOLARI PER L'ITALIA;0;;
BUONABITACOLO;CIARAMBINO VALERIA;;;;;123
BUONABITACOLO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;121;;
BUONABITACOLO;VOZZA SALVATORE;;;;;12
BUONABITACOLO;;;SINISTRA AL LAVORO;12;;
BUONABITACOLO;ESPOSITO MARCO;;;;;4
BUONABITACOLO;;;MO! LISTA CIVICA CAMPANIA;3;;
CAGGIANO;DE LUCA VINCENZO;;;;;629
CAGGIANO;;;PARTITO DEMOCRATICO;253;;
CAGGIANO;;;DAVVERO-VERDI;165;;
CAGGIANO;;;DE LUCA PRESIDENTE;92;;
CAGGIANO;;;PARTITO SOCIALISTA ITALIANO;23;;
CAGGIANO;;;CAMPANIA LIBERA;18;;
CAGGIANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;17;;
CAGGIANO;;;UNIONE DI CENTRO;11;;
CAGGIANO;;;CAMPANIA IN RETE;4;;
CAGGIANO;;;ITALIA DEI VALORI;3;;
CAGGIANO;CALDORO STEFANO;;;;;338
CAGGIANO;;;CALDORO PRESIDENTE;117;;
CAGGIANO;;;FORZA ITALIA;96;;
CAGGIANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;87;;
CAGGIANO;;;NCD - CAMPANIA POPOLARE;24;;
CAGGIANO;;;NOI SUD;13;;
CAGGIANO;;;MAI PIU' LA TERRA DEI FUOCHI;6;;
CAGGIANO;;;POPOLARI PER L'ITALIA;3;;
CAGGIANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CAGGIANO;CIARAMBINO VALERIA;;;;;109
CAGGIANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;95;;
CAGGIANO;VOZZA SALVATORE;;;;;21
CAGGIANO;;;SINISTRA AL LAVORO;18;;
CAGGIANO;ESPOSITO MARCO;;;;;2
CAGGIANO;;;MO! LISTA CIVICA CAMPANIA;2;;
CALVANICO;DE LUCA VINCENZO;;;;;503
CALVANICO;;;PARTITO DEMOCRATICO;242;;
CALVANICO;;;PARTITO SOCIALISTA ITALIANO;105;;
CALVANICO;;;DE LUCA PRESIDENTE;56;;
CALVANICO;;;CAMPANIA LIBERA;34;;
CALVANICO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;18;;
CALVANICO;;;UNIONE DI CENTRO;14;;
CALVANICO;;;DAVVERO-VERDI;6;;
CALVANICO;;;CAMPANIA IN RETE;4;;
CALVANICO;;;ITALIA DEI VALORI;1;;
CALVANICO;CALDORO STEFANO;;;;;216
CALVANICO;;;NOI SUD;92;;
CALVANICO;;;FORZA ITALIA;69;;
CALVANICO;;;CALDORO PRESIDENTE;21;;
CALVANICO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
CALVANICO;;;NCD - CAMPANIA POPOLARE;10;;
CALVANICO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CALVANICO;;;POPOLARI PER L'ITALIA;0;;
CALVANICO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CALVANICO;CIARAMBINO VALERIA;;;;;64
CALVANICO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;59;;
CALVANICO;VOZZA SALVATORE;;;;;7
CALVANICO;;;SINISTRA AL LAVORO;9;;
CALVANICO;ESPOSITO MARCO;;;;;2
CALVANICO;;;MO! LISTA CIVICA CAMPANIA;2;;
CAMEROTA;DE LUCA VINCENZO;;;;;1588
CAMEROTA;;;PARTITO DEMOCRATICO;697;;
CAMEROTA;;;UNIONE DI CENTRO;400;;
CAMEROTA;;;PARTITO SOCIALISTA ITALIANO;195;;
CAMEROTA;;;DE LUCA PRESIDENTE;89;;
CAMEROTA;;;CAMPANIA LIBERA;81;;
CAMEROTA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;19;;
CAMEROTA;;;DAVVERO-VERDI;15;;
CAMEROTA;;;CAMPANIA IN RETE;6;;
CAMEROTA;;;ITALIA DEI VALORI;5;;
CAMEROTA;CALDORO STEFANO;;;;;1151
CAMEROTA;;;FORZA ITALIA;639;;
CAMEROTA;;;CALDORO PRESIDENTE;234;;
CAMEROTA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;180;;
CAMEROTA;;;NCD - CAMPANIA POPOLARE;57;;
CAMEROTA;;;POPOLARI PER L'ITALIA;3;;
CAMEROTA;;;NOI SUD;3;;
CAMEROTA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
CAMEROTA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CAMEROTA;CIARAMBINO VALERIA;;;;;284
CAMEROTA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;276;;
CAMEROTA;VOZZA SALVATORE;;;;;24
CAMEROTA;;;SINISTRA AL LAVORO;27;;
CAMEROTA;ESPOSITO MARCO;;;;;3
CAMEROTA;;;MO! LISTA CIVICA CAMPANIA;2;;
CAMPAGNA;DE LUCA VINCENZO;;;;;3112
CAMPAGNA;;;PARTITO DEMOCRATICO;1162;;
CAMPAGNA;;;DE LUCA PRESIDENTE;611;;
CAMPAGNA;;;PARTITO SOCIALISTA ITALIANO;282;;
CAMPAGNA;;;CAMPANIA LIBERA;252;;
CAMPAGNA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;128;;
CAMPAGNA;;;CAMPANIA IN RETE;65;;
CAMPAGNA;;;UNIONE DI CENTRO;57;;
CAMPAGNA;;;DAVVERO-VERDI;44;;
CAMPAGNA;;;ITALIA DEI VALORI;25;;
CAMPAGNA;CALDORO STEFANO;;;;;2485
CAMPAGNA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;935;;
CAMPAGNA;;;CALDORO PRESIDENTE;722;;
CAMPAGNA;;;FORZA ITALIA;464;;
CAMPAGNA;;;POPOLARI PER L'ITALIA;177;;
CAMPAGNA;;;NCD - CAMPANIA POPOLARE;106;;
CAMPAGNA;;;NOI SUD;47;;
CAMPAGNA;;;MAI PIU' LA TERRA DEI FUOCHI;35;;
CAMPAGNA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
CAMPAGNA;CIARAMBINO VALERIA;;;;;1141
CAMPAGNA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1210;;
CAMPAGNA;VOZZA SALVATORE;;;;;96
CAMPAGNA;;;SINISTRA AL LAVORO;117;;
CAMPAGNA;ESPOSITO MARCO;;;;;10
CAMPAGNA;;;MO! LISTA CIVICA CAMPANIA;3;;
CAMPORA;DE LUCA VINCENZO;;;;;123
CAMPORA;;;PARTITO DEMOCRATICO;43;;
CAMPORA;;;CAMPANIA LIBERA;40;;
CAMPORA;;;UNIONE DI CENTRO;17;;
CAMPORA;;;DE LUCA PRESIDENTE;10;;
CAMPORA;;;PARTITO SOCIALISTA ITALIANO;2;;
CAMPORA;;;DAVVERO-VERDI;2;;
CAMPORA;;;CAMPANIA IN RETE;1;;
CAMPORA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
CAMPORA;;;ITALIA DEI VALORI;0;;
CAMPORA;CALDORO STEFANO;;;;;90
CAMPORA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;71;;
CAMPORA;;;NCD - CAMPANIA POPOLARE;8;;
CAMPORA;;;CALDORO PRESIDENTE;6;;
CAMPORA;;;FORZA ITALIA;4;;
CAMPORA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CAMPORA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CAMPORA;;;POPOLARI PER L'ITALIA;0;;
CAMPORA;;;NOI SUD;0;;
CAMPORA;CIARAMBINO VALERIA;;;;;14
CAMPORA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;13;;
CAMPORA;VOZZA SALVATORE;;;;;1
CAMPORA;;;SINISTRA AL LAVORO;1;;
CAMPORA;ESPOSITO MARCO;;;;;0
CAMPORA;;;MO! LISTA CIVICA CAMPANIA;0;;
CANNALONGA;DE LUCA VINCENZO;;;;;416
CANNALONGA;;;PARTITO DEMOCRATICO;163;;
CANNALONGA;;;UNIONE DI CENTRO;142;;
CANNALONGA;;;PARTITO SOCIALISTA ITALIANO;38;;
CANNALONGA;;;CAMPANIA LIBERA;23;;
CANNALONGA;;;DE LUCA PRESIDENTE;22;;
CANNALONGA;;;DAVVERO-VERDI;3;;
CANNALONGA;;;CAMPANIA IN RETE;2;;
CANNALONGA;;;ITALIA DEI VALORI;1;;
CANNALONGA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;0;;
CANNALONGA;CALDORO STEFANO;;;;;130
CANNALONGA;;;CALDORO PRESIDENTE;55;;
CANNALONGA;;;FORZA ITALIA;24;;
CANNALONGA;;;POPOLARI PER L'ITALIA;21;;
CANNALONGA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
CANNALONGA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
CANNALONGA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
CANNALONGA;;;NCD - CAMPANIA POPOLARE;2;;
CANNALONGA;;;NOI SUD;0;;
CANNALONGA;CIARAMBINO VALERIA;;;;;39
CANNALONGA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;35;;
CANNALONGA;VOZZA SALVATORE;;;;;4
CANNALONGA;;;SINISTRA AL LAVORO;4;;
CANNALONGA;ESPOSITO MARCO;;;;;1
CANNALONGA;;;MO! LISTA CIVICA CAMPANIA;0;;
CAPACCIO;DE LUCA VINCENZO;;;;;4718
CAPACCIO;;;PARTITO DEMOCRATICO;1361;;
CAPACCIO;;;DE LUCA PRESIDENTE;1067;;
CAPACCIO;;;CAMPANIA LIBERA;614;;
CAPACCIO;;;PARTITO SOCIALISTA ITALIANO;478;;
CAPACCIO;;;ITALIA DEI VALORI;235;;
CAPACCIO;;;UNIONE DI CENTRO;213;;
CAPACCIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;143;;
CAPACCIO;;;DAVVERO-VERDI;37;;
CAPACCIO;;;CAMPANIA IN RETE;29;;
CAPACCIO;CALDORO STEFANO;;;;;2866
CAPACCIO;;;CALDORO PRESIDENTE;1247;;
CAPACCIO;;;FORZA ITALIA;848;;
CAPACCIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;379;;
CAPACCIO;;;NCD - CAMPANIA POPOLARE;199;;
CAPACCIO;;;POPOLARI PER L'ITALIA;112;;
CAPACCIO;;;NOI SUD;88;;
CAPACCIO;;;MAI PIU' LA TERRA DEI FUOCHI;25;;
CAPACCIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;11;;
CAPACCIO;CIARAMBINO VALERIA;;;;;1068
CAPACCIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1071;;
CAPACCIO;VOZZA SALVATORE;;;;;154
CAPACCIO;;;SINISTRA AL LAVORO;187;;
CAPACCIO;ESPOSITO MARCO;;;;;19
CAPACCIO;;;MO! LISTA CIVICA CAMPANIA;17;;
CASALBUONO;DE LUCA VINCENZO;;;;;271
CASALBUONO;;;PARTITO DEMOCRATICO;155;;
CASALBUONO;;;DE LUCA PRESIDENTE;35;;
CASALBUONO;;;DAVVERO-VERDI;19;;
CASALBUONO;;;PARTITO SOCIALISTA ITALIANO;18;;
CASALBUONO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;12;;
CASALBUONO;;;CAMPANIA LIBERA;9;;
CASALBUONO;;;UNIONE DI CENTRO;8;;
CASALBUONO;;;ITALIA DEI VALORI;2;;
CASALBUONO;;;CAMPANIA IN RETE;1;;
CASALBUONO;CALDORO STEFANO;;;;;142
CASALBUONO;;;FORZA ITALIA;42;;
CASALBUONO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
CASALBUONO;;;NCD - CAMPANIA POPOLARE;31;;
CASALBUONO;;;CALDORO PRESIDENTE;26;;
CASALBUONO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
CASALBUONO;;;NOI SUD;1;;
CASALBUONO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CASALBUONO;;;POPOLARI PER L'ITALIA;0;;
CASALBUONO;CIARAMBINO VALERIA;;;;;48
CASALBUONO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;47;;
CASALBUONO;VOZZA SALVATORE;;;;;3
CASALBUONO;;;SINISTRA AL LAVORO;3;;
CASALBUONO;ESPOSITO MARCO;;;;;1
CASALBUONO;;;MO! LISTA CIVICA CAMPANIA;1;;
CASALETTO SPARTANO;DE LUCA VINCENZO;;;;;359
CASALETTO SPARTANO;;;PARTITO DEMOCRATICO;200;;
CASALETTO SPARTANO;;;UNIONE DI CENTRO;52;;
CASALETTO SPARTANO;;;DE LUCA PRESIDENTE;32;;
CASALETTO SPARTANO;;;PARTITO SOCIALISTA ITALIANO;28;;
CASALETTO SPARTANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;12;;
CASALETTO SPARTANO;;;CAMPANIA LIBERA;9;;
CASALETTO SPARTANO;;;ITALIA DEI VALORI;3;;
CASALETTO SPARTANO;;;CAMPANIA IN RETE;2;;
CASALETTO SPARTANO;;;DAVVERO-VERDI;1;;
CASALETTO SPARTANO;CALDORO STEFANO;;;;;206
CASALETTO SPARTANO;;;CALDORO PRESIDENTE;119;;
CASALETTO SPARTANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;52;;
CASALETTO SPARTANO;;;FORZA ITALIA;31;;
CASALETTO SPARTANO;;;NCD - CAMPANIA POPOLARE;4;;
CASALETTO SPARTANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CASALETTO SPARTANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CASALETTO SPARTANO;;;NOI SUD;1;;
CASALETTO SPARTANO;;;POPOLARI PER L'ITALIA;0;;
CASALETTO SPARTANO;CIARAMBINO VALERIA;;;;;20
CASALETTO SPARTANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;18;;
CASALETTO SPARTANO;VOZZA SALVATORE;;;;;3
CASALETTO SPARTANO;;;SINISTRA AL LAVORO;2;;
CASALETTO SPARTANO;ESPOSITO MARCO;;;;;2
CASALETTO SPARTANO;;;MO! LISTA CIVICA CAMPANIA;2;;
CASAL VELINO;DE LUCA VINCENZO;;;;;1816
CASAL VELINO;;;PARTITO DEMOCRATICO;1054;;
CASAL VELINO;;;CAMPANIA LIBERA;269;;
CASAL VELINO;;;DE LUCA PRESIDENTE;221;;
CASAL VELINO;;;UNIONE DI CENTRO;122;;
CASAL VELINO;;;PARTITO SOCIALISTA ITALIANO;38;;
CASAL VELINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;36;;
CASAL VELINO;;;DAVVERO-VERDI;16;;
CASAL VELINO;;;ITALIA DEI VALORI;15;;
CASAL VELINO;;;CAMPANIA IN RETE;4;;
CASAL VELINO;CALDORO STEFANO;;;;;905
CASAL VELINO;;;FORZA ITALIA;488;;
CASAL VELINO;;;CALDORO PRESIDENTE;174;;
CASAL VELINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;122;;
CASAL VELINO;;;NCD - CAMPANIA POPOLARE;29;;
CASAL VELINO;;;POPOLARI PER L'ITALIA;22;;
CASAL VELINO;;;NOI SUD;13;;
CASAL VELINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
CASAL VELINO;;;MAI PIU' LA TERRA DEI FUOCHI;5;;
CASAL VELINO;CIARAMBINO VALERIA;;;;;277
CASAL VELINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;268;;
CASAL VELINO;VOZZA SALVATORE;;;;;18
CASAL VELINO;;;SINISTRA AL LAVORO;16;;
CASAL VELINO;ESPOSITO MARCO;;;;;9
CASAL VELINO;;;MO! LISTA CIVICA CAMPANIA;7;;
CASELLE IN PITTARI;CALDORO STEFANO;;;;;492
CASELLE IN PITTARI;;;CALDORO PRESIDENTE;354;;
CASELLE IN PITTARI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;63;;
CASELLE IN PITTARI;;;FORZA ITALIA;63;;
CASELLE IN PITTARI;;;NOI SUD;9;;
CASELLE IN PITTARI;;;NCD - CAMPANIA POPOLARE;7;;
CASELLE IN PITTARI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
CASELLE IN PITTARI;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CASELLE IN PITTARI;;;POPOLARI PER L'ITALIA;0;;
CASELLE IN PITTARI;DE LUCA VINCENZO;;;;;402
CASELLE IN PITTARI;;;DE LUCA PRESIDENTE;187;;
CASELLE IN PITTARI;;;PARTITO DEMOCRATICO;148;;
CASELLE IN PITTARI;;;DAVVERO-VERDI;25;;
CASELLE IN PITTARI;;;UNIONE DI CENTRO;12;;
CASELLE IN PITTARI;;;CAMPANIA LIBERA;10;;
CASELLE IN PITTARI;;;PARTITO SOCIALISTA ITALIANO;6;;
CASELLE IN PITTARI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;5;;
CASELLE IN PITTARI;;;ITALIA DEI VALORI;3;;
CASELLE IN PITTARI;;;CAMPANIA IN RETE;0;;
CASELLE IN PITTARI;CIARAMBINO VALERIA;;;;;75
CASELLE IN PITTARI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;63;;
CASELLE IN PITTARI;VOZZA SALVATORE;;;;;10
CASELLE IN PITTARI;;;SINISTRA AL LAVORO;9;;
CASELLE IN PITTARI;ESPOSITO MARCO;;;;;4
CASELLE IN PITTARI;;;MO! LISTA CIVICA CAMPANIA;4;;
CASTELCIVITA;DE LUCA VINCENZO;;;;;400
CASTELCIVITA;;;PARTITO DEMOCRATICO;127;;
CASTELCIVITA;;;DE LUCA PRESIDENTE;79;;
CASTELCIVITA;;;CAMPANIA LIBERA;65;;
CASTELCIVITA;;;PARTITO SOCIALISTA ITALIANO;60;;
CASTELCIVITA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;20;;
CASTELCIVITA;;;DAVVERO-VERDI;13;;
CASTELCIVITA;;;CAMPANIA IN RETE;10;;
CASTELCIVITA;;;UNIONE DI CENTRO;10;;
CASTELCIVITA;;;ITALIA DEI VALORI;5;;
CASTELCIVITA;CALDORO STEFANO;;;;;268
CASTELCIVITA;;;CALDORO PRESIDENTE;103;;
CASTELCIVITA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;82;;
CASTELCIVITA;;;FORZA ITALIA;59;;
CASTELCIVITA;;;NOI SUD;5;;
CASTELCIVITA;;;POPOLARI PER L'ITALIA;5;;
CASTELCIVITA;;;NCD - CAMPANIA POPOLARE;4;;
CASTELCIVITA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
CASTELCIVITA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CASTELCIVITA;CIARAMBINO VALERIA;;;;;70
CASTELCIVITA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;72;;
CASTELCIVITA;VOZZA SALVATORE;;;;;8
CASTELCIVITA;;;SINISTRA AL LAVORO;10;;
CASTELCIVITA;ESPOSITO MARCO;;;;;0
CASTELCIVITA;;;MO! LISTA CIVICA CAMPANIA;0;;
CASTELLABATE;DE LUCA VINCENZO;;;;;1598
CASTELLABATE;;;PARTITO DEMOCRATICO;562;;
CASTELLABATE;;;DE LUCA PRESIDENTE;355;;
CASTELLABATE;;;CAMPANIA LIBERA;183;;
CASTELLABATE;;;UNIONE DI CENTRO;137;;
CASTELLABATE;;;PARTITO SOCIALISTA ITALIANO;123;;
CASTELLABATE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;70;;
CASTELLABATE;;;DAVVERO-VERDI;22;;
CASTELLABATE;;;ITALIA DEI VALORI;6;;
CASTELLABATE;;;CAMPANIA IN RETE;3;;
CASTELLABATE;CALDORO STEFANO;;;;;1274
CASTELLABATE;;;FORZA ITALIA;583;;
CASTELLABATE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;435;;
CASTELLABATE;;;CALDORO PRESIDENTE;181;;
CASTELLABATE;;;NCD - CAMPANIA POPOLARE;39;;
CASTELLABATE;;;NOI SUD;10;;
CASTELLABATE;;;MAI PIU' LA TERRA DEI FUOCHI;5;;
CASTELLABATE;;;POPOLARI PER L'ITALIA;5;;
CASTELLABATE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
CASTELLABATE;CIARAMBINO VALERIA;;;;;398
CASTELLABATE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;390;;
CASTELLABATE;VOZZA SALVATORE;;;;;40
CASTELLABATE;;;SINISTRA AL LAVORO;40;;
CASTELLABATE;ESPOSITO MARCO;;;;;12
CASTELLABATE;;;MO! LISTA CIVICA CAMPANIA;10;;
CASTELNUOVO CILENTO;DE LUCA VINCENZO;;;;;871
CASTELNUOVO CILENTO;;;CAMPANIA LIBERA;523;;
CASTELNUOVO CILENTO;;;PARTITO DEMOCRATICO;129;;
CASTELNUOVO CILENTO;;;UNIONE DI CENTRO;103;;
CASTELNUOVO CILENTO;;;DE LUCA PRESIDENTE;62;;
CASTELNUOVO CILENTO;;;PARTITO SOCIALISTA ITALIANO;22;;
CASTELNUOVO CILENTO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;12;;
CASTELNUOVO CILENTO;;;DAVVERO-VERDI;3;;
CASTELNUOVO CILENTO;;;CAMPANIA IN RETE;3;;
CASTELNUOVO CILENTO;;;ITALIA DEI VALORI;1;;
CASTELNUOVO CILENTO;CALDORO STEFANO;;;;;233
CASTELNUOVO CILENTO;;;FORZA ITALIA;116;;
CASTELNUOVO CILENTO;;;CALDORO PRESIDENTE;41;;
CASTELNUOVO CILENTO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
CASTELNUOVO CILENTO;;;POPOLARI PER L'ITALIA;8;;
CASTELNUOVO CILENTO;;;NCD - CAMPANIA POPOLARE;7;;
CASTELNUOVO CILENTO;;;NOI SUD;1;;
CASTELNUOVO CILENTO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CASTELNUOVO CILENTO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CASTELNUOVO CILENTO;CIARAMBINO VALERIA;;;;;142
CASTELNUOVO CILENTO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;130;;
CASTELNUOVO CILENTO;VOZZA SALVATORE;;;;;2
CASTELNUOVO CILENTO;;;SINISTRA AL LAVORO;1;;
CASTELNUOVO CILENTO;ESPOSITO MARCO;;;;;1
CASTELNUOVO CILENTO;;;MO! LISTA CIVICA CAMPANIA;1;;
CASTELNUOVO DI CONZA;DE LUCA VINCENZO;;;;;138
CASTELNUOVO DI CONZA;;;PARTITO DEMOCRATICO;57;;
CASTELNUOVO DI CONZA;;;DE LUCA PRESIDENTE;41;;
CASTELNUOVO DI CONZA;;;CAMPANIA LIBERA;16;;
CASTELNUOVO DI CONZA;;;PARTITO SOCIALISTA ITALIANO;11;;
CASTELNUOVO DI CONZA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
CASTELNUOVO DI CONZA;;;UNIONE DI CENTRO;2;;
CASTELNUOVO DI CONZA;;;CAMPANIA IN RETE;1;;
CASTELNUOVO DI CONZA;;;ITALIA DEI VALORI;0;;
CASTELNUOVO DI CONZA;;;DAVVERO-VERDI;0;;
CASTELNUOVO DI CONZA;CALDORO STEFANO;;;;;51
CASTELNUOVO DI CONZA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
CASTELNUOVO DI CONZA;;;FORZA ITALIA;16;;
CASTELNUOVO DI CONZA;;;NCD - CAMPANIA POPOLARE;11;;
CASTELNUOVO DI CONZA;;;CALDORO PRESIDENTE;7;;
CASTELNUOVO DI CONZA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CASTELNUOVO DI CONZA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CASTELNUOVO DI CONZA;;;NOI SUD;0;;
CASTELNUOVO DI CONZA;;;POPOLARI PER L'ITALIA;0;;
CASTELNUOVO DI CONZA;CIARAMBINO VALERIA;;;;;17
CASTELNUOVO DI CONZA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;12;;
CASTELNUOVO DI CONZA;VOZZA SALVATORE;;;;;3
CASTELNUOVO DI CONZA;;;SINISTRA AL LAVORO;2;;
CASTELNUOVO DI CONZA;ESPOSITO MARCO;;;;;0
CASTELNUOVO DI CONZA;;;MO! LISTA CIVICA CAMPANIA;0;;
CASTEL SAN GIORGIO;DE LUCA VINCENZO;;;;;3797
CASTEL SAN GIORGIO;;;DE LUCA PRESIDENTE;1114;;
CASTEL SAN GIORGIO;;;PARTITO DEMOCRATICO;1037;;
CASTEL SAN GIORGIO;;;PARTITO SOCIALISTA ITALIANO;534;;
CASTEL SAN GIORGIO;;;CAMPANIA LIBERA;247;;
CASTEL SAN GIORGIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;203;;
CASTEL SAN GIORGIO;;;DAVVERO-VERDI;127;;
CASTEL SAN GIORGIO;;;UNIONE DI CENTRO;104;;
CASTEL SAN GIORGIO;;;CAMPANIA IN RETE;34;;
CASTEL SAN GIORGIO;;;ITALIA DEI VALORI;21;;
CASTEL SAN GIORGIO;CALDORO STEFANO;;;;;3344
CASTEL SAN GIORGIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1704;;
CASTEL SAN GIORGIO;;;CALDORO PRESIDENTE;588;;
CASTEL SAN GIORGIO;;;FORZA ITALIA;555;;
CASTEL SAN GIORGIO;;;NCD - CAMPANIA POPOLARE;272;;
CASTEL SAN GIORGIO;;;NOI SUD;189;;
CASTEL SAN GIORGIO;;;MAI PIU' LA TERRA DEI FUOCHI;23;;
CASTEL SAN GIORGIO;;;POPOLARI PER L'ITALIA;22;;
CASTEL SAN GIORGIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;13;;
CASTEL SAN GIORGIO;CIARAMBINO VALERIA;;;;;1040
CASTEL SAN GIORGIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;919;;
CASTEL SAN GIORGIO;VOZZA SALVATORE;;;;;210
CASTEL SAN GIORGIO;;;SINISTRA AL LAVORO;232;;
CASTEL SAN GIORGIO;ESPOSITO MARCO;;;;;62
CASTEL SAN GIORGIO;;;MO! LISTA CIVICA CAMPANIA;52;;
CASTEL SAN LORENZO;DE LUCA VINCENZO;;;;;960
CASTEL SAN LORENZO;;;PARTITO SOCIALISTA ITALIANO;564;;
CASTEL SAN LORENZO;;;CAMPANIA LIBERA;198;;
CASTEL SAN LORENZO;;;PARTITO DEMOCRATICO;118;;
CASTEL SAN LORENZO;;;UNIONE DI CENTRO;34;;
CASTEL SAN LORENZO;;;DE LUCA PRESIDENTE;27;;
CASTEL SAN LORENZO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;11;;
