

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
CARIFE;;;NOI SUD;1;;
CARIFE;DE LUCA VINCENZO;;;;;209
CARIFE;;;PARTITO DEMOCRATICO;104;;
CARIFE;;;DE LUCA PRESIDENTE;42;;
CARIFE;;;UNIONE DI CENTRO;15;;
CARIFE;;;DAVVERO-VERDI;9;;
CARIFE;;;PARTITO SOCIALISTA ITALIANO;7;;
CARIFE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;7;;
CARIFE;;;ITALIA DEI VALORI;7;;
CARIFE;;;CAMPANIA IN RETE;2;;
CARIFE;;;CAMPANIA LIBERA;2;;
CARIFE;CIARAMBINO VALERIA;;;;;78
CARIFE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;76;;
CARIFE;VOZZA SALVATORE;;;;;45
CARIFE;;;SINISTRA AL LAVORO;46;;
CARIFE;ESPOSITO MARCO;;;;;0
CARIFE;;
CASALBORE;DE LUCA VINCENZO;;;;;265
CASALBORE;;;PARTITO DEMOCRATICO;94;;
CASALBORE;;;DE LUCA PRESIDENTE;55;;
CASALBORE;;;CAMPANIA IN RETE;30;;
CASALBORE;;;UNIONE DI CENTRO;24;;
CASALBORE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;15;;
CASALBORE;;;ITALIA DEI VALORI;15;;
CASALBORE;;;PARTITO SOCIALISTA ITALIANO;9;;
CASALBORE;;;DAVVERO-VERDI;4;;
CASALBORE;;;CAMPANIA LIBERA;2;;
CASALBORE;CALDORO STEFANO;;;;;165
CASALBORE;;;FORZA ITALIA;73;;
CASALBORE;;;CALDORO PRESIDENTE;65;;
CASALBORE;;;NCD - CAMPANIA POPOLARE;14;;
CASALBORE;;;POPOLARI PER L'ITALIA;3;;
CASALBORE;;;NOI SUD;3;;
CASALBORE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
CASALBORE;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CASALBORE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CASALBORE;CIARAMBINO VALERIA;;;;;117
CASALBORE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;117;;
CASALBORE;VOZZA SALVATORE;;;;;20
CASALBORE;;;SINISTRA AL LAVORO;19;;
CASALBORE;ESPOSITO MARCO;;;;;0
CASALBORE;;
CASSANO IRPINO;DE LUCA VINCENZO;;;;;211
CASSANO IRPINO;;;PARTITO DEMOCRATICO;127;;
CASSANO IRPINO;;;UNIONE DI CENTRO;23;;
CASSANO IRPINO;;;DAVVERO-VERDI;20;;
CASSANO IRPINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;16;;
CASSANO IRPINO;;;DE LUCA PRESIDENTE;14;;
CASSANO IRPINO;;;ITALIA DEI VALORI;5;;
CASSANO IRPINO;;;CAMPANIA LIBERA;4;;
CASSANO IRPINO;;;CAMPANIA IN RETE;1;;
CASSANO IRPINO;;;PARTITO SOCIALISTA ITALIANO;1;;
CASSANO IRPINO;CALDORO STEFANO;;;;;181
CASSANO IRPINO;;;NCD - CAMPANIA POPOLARE;97;;
CASSANO IRPINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;33;;
CASSANO IRPINO;;;FORZA ITALIA;24;;
CASSANO IRPINO;;;NOI SUD;16;;
CASSANO IRPINO;;;CALDORO PRESIDENTE;3;;
CASSANO IRPINO;;;POPOLARI PER L'ITALIA;1;;
CASSANO IRPINO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CASSANO IRPINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CASSANO IRPINO;CIARAMBINO VALERIA;;;;;27
CASSANO IRPINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;23;;
CASSANO IRPINO;VOZZA SALVATORE;;;;;7
CASSANO IRPINO;;;SINISTRA AL LAVORO;7;;
CASSANO IRPINO;ESPOSITO MARCO;;;;;0
CASSANO IRPINO;;
CASTEL BARONIA;CALDORO STEFANO;;;;;221
CASTEL BARONIA;;;FORZA ITALIA;108;;
CASTEL BARONIA;;;NCD - CAMPANIA POPOLARE;67;;
CASTEL BARONIA;;;CALDORO PRESIDENTE;32;;
CASTEL BARONIA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
CASTEL BARONIA;;;POPOLARI PER L'ITALIA;6;;
CASTEL BARONIA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
CASTEL BARONIA;;;NOI SUD;1;;
CASTEL BARONIA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CASTEL BARONIA;DE LUCA VINCENZO;;;;;173
CASTEL BARONIA;;;PARTITO DEMOCRATICO;75;;
CASTEL BARONIA;;;PARTITO SOCIALISTA ITALIANO;33;;
CASTEL BARONIA;;;DE LUCA PRESIDENTE;28;;
CASTEL BARONIA;;;DAVVERO-VERDI;15;;
CASTEL BARONIA;;;UNIONE DI CENTRO;4;;
CASTEL BARONIA;;;ITALIA DEI VALORI;3;;
CASTEL BARONIA;;;CAMPANIA IN RETE;3;;
CASTEL BARONIA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
CASTEL BARONIA;;;CAMPANIA LIBERA;1;;
CASTEL BARONIA;CIARAMBINO VALERIA;;;;;74
CASTEL BARONIA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;71;;
CASTEL BARONIA;VOZZA SALVATORE;;;;;19
CASTEL BARONIA;;;SINISTRA AL LAVORO;19;;
CASTEL BARONIA;ESPOSITO MARCO;;;;;1
CASTEL BARONIA;;
CASTELFRANCI;DE LUCA VINCENZO;;;;;602
CASTELFRANCI;;;PARTITO DEMOCRATICO;296;;
CASTELFRANCI;;;DE LUCA PRESIDENTE;151;;
CASTELFRANCI;;;UNIONE DI CENTRO;67;;
CASTELFRANCI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;47;;
CASTELFRANCI;;;DAVVERO-VERDI;20;;
CASTELFRANCI;;;ITALIA DEI VALORI;4;;
CASTELFRANCI;;;CAMPANIA IN RETE;3;;
CASTELFRANCI;;;CAMPANIA LIBERA;3;;
CASTELFRANCI;;;PARTITO SOCIALISTA ITALIANO;0;;
CASTELFRANCI;CALDORO STEFANO;;;;;483
CASTELFRANCI;;;NCD - CAMPANIA POPOLARE;131;;
CASTELFRANCI;;;FORZA ITALIA;115;;
CASTELFRANCI;;;CALDORO PRESIDENTE;99;;
CASTELFRANCI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;94;;
CASTELFRANCI;;;NOI SUD;19;;
CASTELFRANCI;;;POPOLARI PER L'ITALIA;14;;
CASTELFRANCI;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
CASTELFRANCI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CASTELFRANCI;CIARAMBINO VALERIA;;;;;101
CASTELFRANCI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;101;;
CASTELFRANCI;VOZZA SALVATORE;;;;;57
CASTELFRANCI;;;SINISTRA AL LAVORO;57;;
CASTELFRANCI;ESPOSITO MARCO;;;;;3
CASTELFRANCI;;
CASTELVETERE SUL CALORE;DE LUCA VINCENZO;;;;;495
CASTELVETERE SUL CALORE;;;PARTITO DEMOCRATICO;378;;
CASTELVETERE SUL CALORE;;;DE LUCA PRESIDENTE;59;;
CASTELVETERE SUL CALORE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;18;;
CASTELVETERE SUL CALORE;;;UNIONE DI CENTRO;12;;
CASTELVETERE SUL CALORE;;;DAVVERO-VERDI;8;;
CASTELVETERE SUL CALORE;;;CAMPANIA LIBERA;6;;
CASTELVETERE SUL CALORE;;;CAMPANIA IN RETE;4;;
CASTELVETERE SUL CALORE;;;ITALIA DEI VALORI;3;;
CASTELVETERE SUL CALORE;;;PARTITO SOCIALISTA ITALIANO;0;;
CASTELVETERE SUL CALORE;CALDORO STEFANO;;;;;222
CASTELVETERE SUL CALORE;;;NCD - CAMPANIA POPOLARE;78;;
CASTELVETERE SUL CALORE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;61;;
CASTELVETERE SUL CALORE;;;CALDORO PRESIDENTE;41;;
CASTELVETERE SUL CALORE;;;FORZA ITALIA;35;;
CASTELVETERE SUL CALORE;;;NOI SUD;5;;
CASTELVETERE SUL CALORE;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CASTELVETERE SUL CALORE;;;POPOLARI PER L'ITALIA;1;;
CASTELVETERE SUL CALORE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CASTELVETERE SUL CALORE;CIARAMBINO VALERIA;;;;;81
CASTELVETERE SUL CALORE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;73;;
CASTELVETERE SUL CALORE;VOZZA SALVATORE;;;;;11
CASTELVETERE SUL CALORE;;;SINISTRA AL LAVORO;12;;
CASTELVETERE SUL CALORE;ESPOSITO MARCO;;;;;3
CASTELVETERE SUL CALORE;;
CERVINARA;DE LUCA VINCENZO;;;;;2767
CERVINARA;;;UNIONE DI CENTRO;1321;;
CERVINARA;;;PARTITO DEMOCRATICO;643;;
CERVINARA;;;DE LUCA PRESIDENTE;303;;
CERVINARA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;210;;
CERVINARA;;;DAVVERO-VERDI;56;;
CERVINARA;;;ITALIA DEI VALORI;42;;
CERVINARA;;;PARTITO SOCIALISTA ITALIANO;42;;
CERVINARA;;;CAMPANIA IN RETE;34;;
CERVINARA;;;CAMPANIA LIBERA;19;;
CERVINARA;CALDORO STEFANO;;;;;1763
CERVINARA;;;NCD - CAMPANIA POPOLARE;599;;
CERVINARA;;;FORZA ITALIA;512;;
CERVINARA;;;CALDORO PRESIDENTE;200;;
CERVINARA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;199;;
CERVINARA;;;NOI SUD;123;;
CERVINARA;;;POPOLARI PER L'ITALIA;33;;
CERVINARA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;13;;
CERVINARA;;;MAI PIU' LA TERRA DEI FUOCHI;11;;
CERVINARA;CIARAMBINO VALERIA;;;;;863
CERVINARA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;835;;
CERVINARA;VOZZA SALVATORE;;;;;265
CERVINARA;;;SINISTRA AL LAVORO;259;;
CERVINARA;ESPOSITO MARCO;;;;;4
CERVINARA;;
CESINALI;DE LUCA VINCENZO;;;;;626
CESINALI;;;PARTITO DEMOCRATICO;208;;
CESINALI;;;DE LUCA PRESIDENTE;152;;
CESINALI;;;DAVVERO-VERDI;92;;
CESINALI;;;UNIONE DI CENTRO;41;;
CESINALI;;;CAMPANIA LIBERA;31;;
CESINALI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;28;;
CESINALI;;;PARTITO SOCIALISTA ITALIANO;18;;
CESINALI;;;CAMPANIA IN RETE;8;;
CESINALI;;;ITALIA DEI VALORI;4;;
CESINALI;CALDORO STEFANO;;;;;265
CESINALI;;;FORZA ITALIA;107;;
CESINALI;;;NCD - CAMPANIA POPOLARE;68;;
CESINALI;;;CALDORO PRESIDENTE;40;;
CESINALI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
CESINALI;;;NOI SUD;16;;
CESINALI;;;POPOLARI PER L'ITALIA;7;;
CESINALI;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CESINALI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CESINALI;CIARAMBINO VALERIA;;;;;197
CESINALI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;194;;
CESINALI;VOZZA SALVATORE;;;;;20
CESINALI;;;SINISTRA AL LAVORO;22;;
CESINALI;ESPOSITO MARCO;;;;;2
CESINALI;;
CHIANCHE;DE LUCA VINCENZO;;;;;99
CHIANCHE;;;PARTITO DEMOCRATICO;45;;
CHIANCHE;;;DE LUCA PRESIDENTE;38;;
CHIANCHE;;;UNIONE DI CENTRO;5;;
CHIANCHE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;3;;
CHIANCHE;;;ITALIA DEI VALORI;2;;
CHIANCHE;;;DAVVERO-VERDI;2;;
CHIANCHE;;;CAMPANIA LIBERA;2;;
CHIANCHE;;;CAMPANIA IN RETE;0;;
CHIANCHE;;;PARTITO SOCIALISTA ITALIANO;0;;
CHIANCHE;CALDORO STEFANO;;;;;85
CHIANCHE;;;FORZA ITALIA;34;;
CHIANCHE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
CHIANCHE;;;NCD - CAMPANIA POPOLARE;12;;
CHIANCHE;;;NOI SUD;8;;
CHIANCHE;;;CALDORO PRESIDENTE;4;;
CHIANCHE;;;POPOLARI PER L'ITALIA;1;;
CHIANCHE;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CHIANCHE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CHIANCHE;CIARAMBINO VALERIA;;;;;28
CHIANCHE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;27;;
CHIANCHE;VOZZA SALVATORE;;;;;9
CHIANCHE;;;SINISTRA AL LAVORO;9;;
CHIANCHE;ESPOSITO MARCO;;;;;0
CHIANCHE;;
CHIUSANO DI SAN DOMENICO;DE LUCA VINCENZO;;;;;432
CHIUSANO DI SAN DOMENICO;;;PARTITO DEMOCRATICO;115;;
CHIUSANO DI SAN DOMENICO;;;DAVVERO-VERDI;97;;
CHIUSANO DI SAN DOMENICO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;86;;
CHIUSANO DI SAN DOMENICO;;;DE LUCA PRESIDENTE;74;;
CHIUSANO DI SAN DOMENICO;;;UNIONE DI CENTRO;29;;
CHIUSANO DI SAN DOMENICO;;;CAMPANIA LIBERA;7;;
CHIUSANO DI SAN DOMENICO;;;PARTITO SOCIALISTA ITALIANO;6;;
CHIUSANO DI SAN DOMENICO;;;CAMPANIA IN RETE;5;;
CHIUSANO DI SAN DOMENICO;;;ITALIA DEI VALORI;3;;
CHIUSANO DI SAN DOMENICO;CALDORO STEFANO;;;;;352
CHIUSANO DI SAN DOMENICO;;;NCD - CAMPANIA POPOLARE;162;;
CHIUSANO DI SAN DOMENICO;;;FORZA ITALIA;70;;
CHIUSANO DI SAN DOMENICO;;;NOI SUD;69;;
CHIUSANO DI SAN DOMENICO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;30;;
CHIUSANO DI SAN DOMENICO;;;CALDORO PRESIDENTE;10;;
CHIUSANO DI SAN DOMENICO;;;POPOLARI PER L'ITALIA;4;;
CHIUSANO DI SAN DOMENICO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CHIUSANO DI SAN DOMENICO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CHIUSANO DI SAN DOMENICO;CIARAMBINO VALERIA;;;;;156
CHIUSANO DI SAN DOMENICO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;147;;
CHIUSANO DI SAN DOMENICO;VOZZA SALVATORE;;;;;3
CHIUSANO DI SAN DOMENICO;;;SINISTRA AL LAVORO;2;;
CHIUSANO DI SAN DOMENICO;ESPOSITO MARCO;;;;;2
CHIUSANO DI SAN DOMENICO;;
CONTRADA;DE LUCA VINCENZO;;;;;779
CONTRADA;;;PARTITO DEMOCRATICO;351;;
CONTRADA;;;DE LUCA PRESIDENTE;183;;
CONTRADA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;57;;
CONTRADA;;;DAVVERO-VERDI;55;;
CONTRADA;;;PARTITO SOCIALISTA ITALIANO;29;;
CONTRADA;;;CAMPANIA LIBERA;28;;
CONTRADA;;;UNIONE DI CENTRO;19;;
CONTRADA;;;CAMPANIA IN RETE;11;;
CONTRADA;;;ITALIA DEI VALORI;6;;
CONTRADA;CALDORO STEFANO;;;;;474
CONTRADA;;;NCD - CAMPANIA POPOLARE;193;;
CONTRADA;;;FORZA ITALIA;164;;
CONTRADA;;;CALDORO PRESIDENTE;62;;
CONTRADA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;33;;
CONTRADA;;;NOI SUD;16;;
CONTRADA;;;POPOLARI PER L'ITALIA;16;;
CONTRADA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
CONTRADA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
CONTRADA;CIARAMBINO VALERIA;;;;;143
CONTRADA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;134;;
CONTRADA;VOZZA SALVATORE;;;;;21
CONTRADA;;;SINISTRA AL LAVORO;22;;
CONTRADA;ESPOSITO MARCO;;;;;1
CONTRADA;;
CONZA DELLA CAMPANIA;DE LUCA VINCENZO;;;;;418
CONZA DELLA CAMPANIA;;;PARTITO DEMOCRATICO;320;;
CONZA DELLA CAMPANIA;;;DE LUCA PRESIDENTE;54;;
CONZA DELLA CAMPANIA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;20;;
CONZA DELLA CAMPANIA;;;ITALIA DEI VALORI;6;;
CONZA DELLA CAMPANIA;;;DAVVERO-VERDI;5;;
CONZA DELLA CAMPANIA;;;CAMPANIA LIBERA;5;;
CONZA DELLA CAMPANIA;;;CAMPANIA IN RETE;4;;
CONZA DELLA CAMPANIA;;;UNIONE DI CENTRO;4;;
CONZA DELLA CAMPANIA;;;PARTITO SOCIALISTA ITALIANO;0;;
CONZA DELLA CAMPANIA;CALDORO STEFANO;;;;;235
CONZA DELLA CAMPANIA;;;NCD - CAMPANIA POPOLARE;98;;
CONZA DELLA CAMPANIA;;;FORZA ITALIA;52;;
CONZA DELLA CAMPANIA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;50;;
CONZA DELLA CAMPANIA;;;CALDORO PRESIDENTE;22;;
CONZA DELLA CAMPANIA;;;NOI SUD;4;;
CONZA DELLA CAMPANIA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CONZA DELLA CAMPANIA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CONZA DELLA CAMPANIA;;;POPOLARI PER L'ITALIA;0;;
CONZA DELLA CAMPANIA;CIARAMBINO VALERIA;;;;;36
CONZA DELLA CAMPANIA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;36;;
CONZA DELLA CAMPANIA;VOZZA SALVATORE;;;;;32
CONZA DELLA CAMPANIA;;;SINISTRA AL LAVORO;32;;
CONZA DELLA CAMPANIA;ESPOSITO MARCO;;;;;3
CONZA DELLA CAMPANIA;;
DOMICELLA;DE LUCA VINCENZO;;;;;404
DOMICELLA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;187;;
DOMICELLA;;;PARTITO DEMOCRATICO;152;;
DOMICELLA;;;DE LUCA PRESIDENTE;27;;
DOMICELLA;;;ITALIA DEI VALORI;15;;
DOMICELLA;;;CAMPANIA LIBERA;7;;
DOMICELLA;;;UNIONE DI CENTRO;6;;
DOMICELLA;;;DAVVERO-VERDI;4;;
DOMICELLA;;;CAMPANIA IN RETE;4;;
DOMICELLA;;;PARTITO SOCIALISTA ITALIANO;3;;
DOMICELLA;CALDORO STEFANO;;;;;252
DOMICELLA;;;FORZA ITALIA;73;;
DOMICELLA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;72;;
DOMICELLA;;;NCD - CAMPANIA POPOLARE;47;;
DOMICELLA;;;CALDORO PRESIDENTE;29;;
DOMICELLA;;;NOI SUD;18;;
DOMICELLA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
DOMICELLA;;;POPOLARI PER L'ITALIA;1;;
DOMICELLA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
DOMICELLA;CIARAMBINO VALERIA;;;;;103
DOMICELLA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;98;;
DOMICELLA;VOZZA SALVATORE;;;;;4
DOMICELLA;;;SINISTRA AL LAVORO;4;;
DOMICELLA;ESPOSITO MARCO;;;;;0
DOMICELLA;;
FLUMERI;DE LUCA VINCENZO;;;;;534
FLUMERI;;;PARTITO DEMOCRATICO;284;;
FLUMERI;;;DE LUCA PRESIDENTE;84;;
FLUMERI;;;UNIONE DI CENTRO;55;;
FLUMERI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;36;;
FLUMERI;;;ITALIA DEI VALORI;27;;
FLUMERI;;;CAMPANIA LIBERA;8;;
FLUMERI;;;CAMPANIA IN RETE;6;;
FLUMERI;;;DAVVERO-VERDI;5;;
FLUMERI;;;PARTITO SOCIALISTA ITALIANO;1;;
FLUMERI;CALDORO STEFANO;;;;;517
FLUMERI;;;FORZA ITALIA;319;;
FLUMERI;;;NCD - CAMPANIA POPOLARE;77;;
FLUMERI;;;CALDORO PRESIDENTE;55;;
FLUMERI;;;POPOLARI PER L'ITALIA;25;;
FLUMERI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
FLUMERI;;;NOI SUD;16;;
FLUMERI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
FLUMERI;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
FLUMERI;CIARAMBINO VALERIA;;;;;180
FLUMERI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;169;;
FLUMERI;VOZZA SALVATORE;;;;;33
FLUMERI;;;SINISTRA AL LAVORO;34;;
FLUMERI;ESPOSITO MARCO;;;;;0
FLUMERI;;
FONTANAROSA;CALDORO STEFANO;;;;;523
FONTANAROSA;;;CALDORO PRESIDENTE;186;;
FONTANAROSA;;;NCD - CAMPANIA POPOLARE;166;;
FONTANAROSA;;;FORZA ITALIA;123;;
FONTANAROSA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
FONTANAROSA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;9;;
FONTANAROSA;;;NOI SUD;4;;
FONTANAROSA;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
FONTANAROSA;;;POPOLARI PER L'ITALIA;2;;
FONTANAROSA;DE LUCA VINCENZO;;;;;376
FONTANAROSA;;;PARTITO DEMOCRATICO;202;;
FONTANAROSA;;;DE LUCA PRESIDENTE;57;;
FONTANAROSA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;39;;
FONTANAROSA;;;UNIONE DI CENTRO;20;;
FONTANAROSA;;;ITALIA DEI VALORI;12;;
FONTANAROSA;;;CAMPANIA IN RETE;8;;
FONTANAROSA;;;PARTITO SOCIALISTA ITALIANO;6;;
FONTANAROSA;;;DAVVERO-VERDI;4;;
FONTANAROSA;;;CAMPANIA LIBERA;2;;
FONTANAROSA;CIARAMBINO VALERIA;;;;;163
FONTANAROSA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;165;;
FONTANAROSA;VOZZA SALVATORE;;;;;57
FONTANAROSA;;;SINISTRA AL LAVORO;56;;
FONTANAROSA;ESPOSITO MARCO;;;;;0
FONTANAROSA;;
FORINO;DE LUCA VINCENZO;;;;;1302
FORINO;;;DE LUCA PRESIDENTE;532;;
FORINO;;;PARTITO DEMOCRATICO;271;;
FORINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;183;;
FORINO;;;UNIONE DI CENTRO;89;;
FORINO;;;DAVVERO-VERDI;76;;
FORINO;;;CAMPANIA LIBERA;46;;
FORINO;;;PARTITO SOCIALISTA ITALIANO;25;;
FORINO;;;CAMPANIA IN RETE;8;;
FORINO;;;ITALIA DEI VALORI;8;;
FORINO;CALDORO STEFANO;;;;;758
FORINO;;;NCD - CAMPANIA POPOLARE;231;;
FORINO;;;FORZA ITALIA;206;;
FORINO;;;NOI SUD;96;;
FORINO;;;POPOLARI PER L'ITALIA;78;;
FORINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;75;;
FORINO;;;CALDORO PRESIDENTE;65;;
FORINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
FORINO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
FORINO;CIARAMBINO VALERIA;;;;;177
FORINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;159;;
FORINO;VOZZA SALVATORE;;;;;37
FORINO;;;SINISTRA AL LAVORO;33;;
FORINO;ESPOSITO MARCO;;;;;2
FORINO;;
FRIGENTO;DE LUCA VINCENZO;;;;;701
FRIGENTO;;;PARTITO DEMOCRATICO;465;;
FRIGENTO;;;DE LUCA PRESIDENTE;70;;
FRIGENTO;;;UNIONE DI CENTRO;34;;
FRIGENTO;;;ITALIA DEI VALORI;27;;
FRIGENTO;;;CAMPANIA IN RETE;24;;
FRIGENTO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;16;;
FRIGENTO;;;DAVVERO-VERDI;12;;
FRIGENTO;;;PARTITO SOCIALISTA ITALIANO;7;;
FRIGENTO;;;CAMPANIA LIBERA;2;;
FRIGENTO;CALDORO STEFANO;;;;;639
FRIGENTO;;;FORZA ITALIA;487;;
FRIGENTO;;;NCD - CAMPANIA POPOLARE;64;;
FRIGENTO;;;CALDORO PRESIDENTE;63;;
FRIGENTO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;29;;
FRIGENTO;;;POPOLARI PER L'ITALIA;15;;
FRIGENTO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
FRIGENTO;;;NOI SUD;1;;
FRIGENTO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
FRIGENTO;CIARAMBINO VALERIA;;;;;228
FRIGENTO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;208;;
FRIGENTO;VOZZA SALVATORE;;;;;99
FRIGENTO;;;SINISTRA AL LAVORO;101;;
FRIGENTO;ESPOSITO MARCO;;;;;2
FRIGENTO;;
GESUALDO;CALDORO STEFANO;;;;;702
GESUALDO;;;FORZA ITALIA;342;;
GESUALDO;;;NCD - CAMPANIA POPOLARE;186;;
GESUALDO;;;CALDORO PRESIDENTE;135;;
GESUALDO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
GESUALDO;;;POPOLARI PER L'ITALIA;14;;
GESUALDO;;;NOI SUD;7;;
GESUALDO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
GESUALDO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GESUALDO;DE LUCA VINCENZO;;;;;559
GESUALDO;;;PARTITO DEMOCRATICO;225;;
GESUALDO;;;UNIONE DI CENTRO;157;;
GESUALDO;;;DE LUCA PRESIDENTE;82;;
GESUALDO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;40;;
GESUALDO;;;DAVVERO-VERDI;14;;
GESUALDO;;;ITALIA DEI VALORI;7;;
GESUALDO;;;CAMPANIA IN RETE;4;;
GESUALDO;;;CAMPANIA LIBERA;3;;
GESUALDO;;;PARTITO SOCIALISTA ITALIANO;3;;
GESUALDO;CIARAMBINO VALERIA;;;;;203
GESUALDO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;178;;
GESUALDO;VOZZA SALVATORE;;;;;69
GESUALDO;;;SINISTRA AL LAVORO;77;;
GESUALDO;ESPOSITO MARCO;;;;;2
GESUALDO;;
GRECI;DE LUCA VINCENZO;;;;;199
GRECI;;;PARTITO DEMOCRATICO;155;;
GRECI;;;DE LUCA PRESIDENTE;12;;
GRECI;;;ITALIA DEI VALORI;10;;
GRECI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
GRECI;;;PARTITO SOCIALISTA ITALIANO;3;;
GRECI;;;UNIONE DI CENTRO;3;;
GRECI;;;CAMPANIA IN RETE;3;;
GRECI;;;DAVVERO-VERDI;1;;
GRECI;;;CAMPANIA LIBERA;1;;
GRECI;CALDORO STEFANO;;;;;106
GRECI;;;FORZA ITALIA;56;;
GRECI;;;CALDORO PRESIDENTE;21;;
GRECI;;;NOI SUD;14;;
