

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
GRECI;;;NCD - CAMPANIA POPOLARE;13;;
GRECI;;;POPOLARI PER L'ITALIA;2;;
GRECI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
GRECI;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GRECI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;0;;
GRECI;CIARAMBINO VALERIA;;;;;35
GRECI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;34;;
GRECI;VOZZA SALVATORE;;;;;3
GRECI;;;SINISTRA AL LAVORO;2;;
GRECI;ESPOSITO MARCO;;;;;0
GRECI;;
GROTTAMINARDA;DE LUCA VINCENZO;;;;;1640
GROTTAMINARDA;;;PARTITO DEMOCRATICO;527;;
GROTTAMINARDA;;;DE LUCA PRESIDENTE;521;;
GROTTAMINARDA;;;UNIONE DI CENTRO;178;;
GROTTAMINARDA;;;DAVVERO-VERDI;145;;
GROTTAMINARDA;;;PARTITO SOCIALISTA ITALIANO;90;;
GROTTAMINARDA;;;ITALIA DEI VALORI;60;;
GROTTAMINARDA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;35;;
GROTTAMINARDA;;;CAMPANIA IN RETE;26;;
GROTTAMINARDA;;;CAMPANIA LIBERA;16;;
GROTTAMINARDA;CALDORO STEFANO;;;;;1305
GROTTAMINARDA;;;FORZA ITALIA;407;;
GROTTAMINARDA;;;CALDORO PRESIDENTE;386;;
GROTTAMINARDA;;;NCD - CAMPANIA POPOLARE;324;;
GROTTAMINARDA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;98;;
GROTTAMINARDA;;;POPOLARI PER L'ITALIA;36;;
GROTTAMINARDA;;;NOI SUD;29;;
GROTTAMINARDA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
GROTTAMINARDA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
GROTTAMINARDA;CIARAMBINO VALERIA;;;;;454
GROTTAMINARDA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;429;;
GROTTAMINARDA;VOZZA SALVATORE;;;;;192
GROTTAMINARDA;;;SINISTRA AL LAVORO;194;;
GROTTAMINARDA;ESPOSITO MARCO;;;;;2
GROTTAMINARDA;;
GROTTOLELLA;DE LUCA VINCENZO;;;;;551
GROTTOLELLA;;;DE LUCA PRESIDENTE;151;;
GROTTOLELLA;;;PARTITO DEMOCRATICO;87;;
GROTTOLELLA;;;DAVVERO-VERDI;86;;
GROTTOLELLA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;76;;
GROTTOLELLA;;;UNIONE DI CENTRO;70;;
GROTTOLELLA;;;CAMPANIA LIBERA;54;;
GROTTOLELLA;;;PARTITO SOCIALISTA ITALIANO;14;;
GROTTOLELLA;;;CAMPANIA IN RETE;11;;
GROTTOLELLA;;;ITALIA DEI VALORI;4;;
GROTTOLELLA;CALDORO STEFANO;;;;;287
GROTTOLELLA;;;NCD - CAMPANIA POPOLARE;152;;
GROTTOLELLA;;;FORZA ITALIA;43;;
GROTTOLELLA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;34;;
GROTTOLELLA;;;NOI SUD;27;;
GROTTOLELLA;;;CALDORO PRESIDENTE;15;;
GROTTOLELLA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
GROTTOLELLA;;;POPOLARI PER L'ITALIA;0;;
GROTTOLELLA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GROTTOLELLA;CIARAMBINO VALERIA;;;;;74
GROTTOLELLA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;69;;
GROTTOLELLA;VOZZA SALVATORE;;;;;7
GROTTOLELLA;;;SINISTRA AL LAVORO;6;;
GROTTOLELLA;ESPOSITO MARCO;;;;;1
GROTTOLELLA;;
GUARDIA LOMBARDI;DE LUCA VINCENZO;;;;;388
GUARDIA LOMBARDI;;;ITALIA DEI VALORI;148;;
GUARDIA LOMBARDI;;;PARTITO DEMOCRATICO;91;;
GUARDIA LOMBARDI;;;DE LUCA PRESIDENTE;53;;
GUARDIA LOMBARDI;;;UNIONE DI CENTRO;23;;
GUARDIA LOMBARDI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;22;;
GUARDIA LOMBARDI;;;CAMPANIA LIBERA;11;;
GUARDIA LOMBARDI;;;PARTITO SOCIALISTA ITALIANO;7;;
GUARDIA LOMBARDI;;;CAMPANIA IN RETE;7;;
GUARDIA LOMBARDI;;;DAVVERO-VERDI;3;;
GUARDIA LOMBARDI;CALDORO STEFANO;;;;;300
GUARDIA LOMBARDI;;;CALDORO PRESIDENTE;98;;
GUARDIA LOMBARDI;;;FORZA ITALIA;82;;
GUARDIA LOMBARDI;;;NCD - CAMPANIA POPOLARE;79;;
GUARDIA LOMBARDI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
GUARDIA LOMBARDI;;;POPOLARI PER L'ITALIA;5;;
GUARDIA LOMBARDI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
GUARDIA LOMBARDI;;;NOI SUD;1;;
GUARDIA LOMBARDI;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GUARDIA LOMBARDI;CIARAMBINO VALERIA;;;;;33
GUARDIA LOMBARDI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;21;;
GUARDIA LOMBARDI;VOZZA SALVATORE;;;;;28
GUARDIA LOMBARDI;;;SINISTRA AL LAVORO;25;;
GUARDIA LOMBARDI;ESPOSITO MARCO;;;;;1
GUARDIA LOMBARDI;;
LACEDONIA;DE LUCA VINCENZO;;;;;536
LACEDONIA;;;PARTITO DEMOCRATICO;286;;
LACEDONIA;;;DE LUCA PRESIDENTE;93;;
LACEDONIA;;;UNIONE DI CENTRO;44;;
LACEDONIA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;39;;
LACEDONIA;;;CAMPANIA LIBERA;38;;
LACEDONIA;;;CAMPANIA IN RETE;10;;
LACEDONIA;;;ITALIA DEI VALORI;2;;
LACEDONIA;;;PARTITO SOCIALISTA ITALIANO;1;;
LACEDONIA;;;DAVVERO-VERDI;0;;
LACEDONIA;CALDORO STEFANO;;;;;301
LACEDONIA;;;NCD - CAMPANIA POPOLARE;147;;
LACEDONIA;;;FORZA ITALIA;47;;
LACEDONIA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;35;;
LACEDONIA;;;CALDORO PRESIDENTE;27;;
LACEDONIA;;;POPOLARI PER L'ITALIA;14;;
LACEDONIA;;;NOI SUD;8;;
LACEDONIA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
LACEDONIA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
LACEDONIA;CIARAMBINO VALERIA;;;;;163
LACEDONIA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;143;;
LACEDONIA;VOZZA SALVATORE;;;;;52
LACEDONIA;;;SINISTRA AL LAVORO;51;;
LACEDONIA;ESPOSITO MARCO;;;;;0
LACEDONIA;;
LAPIO;DE LUCA VINCENZO;;;;;302
LAPIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;104;;
LAPIO;;;PARTITO DEMOCRATICO;89;;
LAPIO;;;DE LUCA PRESIDENTE;58;;
LAPIO;;;UNIONE DI CENTRO;24;;
LAPIO;;;DAVVERO-VERDI;8;;
LAPIO;;;CAMPANIA IN RETE;7;;
LAPIO;;;ITALIA DEI VALORI;2;;
LAPIO;;;CAMPANIA LIBERA;1;;
LAPIO;;;PARTITO SOCIALISTA ITALIANO;0;;
LAPIO;CALDORO STEFANO;;;;;220
LAPIO;;;NCD - CAMPANIA POPOLARE;68;;
LAPIO;;;FORZA ITALIA;60;;
LAPIO;;;NOI SUD;36;;
LAPIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
LAPIO;;;CALDORO PRESIDENTE;13;;
LAPIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;7;;
LAPIO;;;POPOLARI PER L'ITALIA;7;;
LAPIO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
LAPIO;CIARAMBINO VALERIA;;;;;116
LAPIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;108;;
LAPIO;VOZZA SALVATORE;;;;;13
LAPIO;;;SINISTRA AL LAVORO;17;;
LAPIO;ESPOSITO MARCO;;;;;1
LAPIO;;
LAURO;CALDORO STEFANO;;;;;832
LAURO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;320;;
LAURO;;;FORZA ITALIA;182;;
LAURO;;;NCD - CAMPANIA POPOLARE;168;;
LAURO;;;CALDORO PRESIDENTE;91;;
LAURO;;;NOI SUD;19;;
LAURO;;;POPOLARI PER L'ITALIA;7;;
LAURO;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
LAURO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
LAURO;DE LUCA VINCENZO;;;;;687
LAURO;;;PARTITO DEMOCRATICO;427;;
LAURO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;128;;
LAURO;;;DE LUCA PRESIDENTE;49;;
LAURO;;;ITALIA DEI VALORI;38;;
LAURO;;;UNIONE DI CENTRO;34;;
LAURO;;;PARTITO SOCIALISTA ITALIANO;9;;
LAURO;;;CAMPANIA IN RETE;9;;
LAURO;;;CAMPANIA LIBERA;9;;
LAURO;;;DAVVERO-VERDI;7;;
LAURO;CIARAMBINO VALERIA;;;;;186
LAURO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;160;;
LAURO;VOZZA SALVATORE;;;;;42
LAURO;;;SINISTRA AL LAVORO;42;;
LAURO;ESPOSITO MARCO;;;;;3
LAURO;;
LIONI;DE LUCA VINCENZO;;;;;2171
LIONI;;;PARTITO DEMOCRATICO;1676;;
LIONI;;;DE LUCA PRESIDENTE;244;;
LIONI;;;UNIONE DI CENTRO;139;;
LIONI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;33;;
LIONI;;;PARTITO SOCIALISTA ITALIANO;27;;
LIONI;;;ITALIA DEI VALORI;15;;
LIONI;;;DAVVERO-VERDI;11;;
LIONI;;;CAMPANIA IN RETE;11;;
LIONI;;;CAMPANIA LIBERA;7;;
LIONI;CALDORO STEFANO;;;;;588
LIONI;;;FORZA ITALIA;214;;
LIONI;;;NCD - CAMPANIA POPOLARE;124;;
LIONI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;113;;
LIONI;;;CALDORO PRESIDENTE;83;;
LIONI;;;POPOLARI PER L'ITALIA;10;;
LIONI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;5;;
LIONI;;;NOI SUD;4;;
LIONI;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
LIONI;CIARAMBINO VALERIA;;;;;289
LIONI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;273;;
LIONI;VOZZA SALVATORE;;;;;86
LIONI;;;SINISTRA AL LAVORO;82;;
LIONI;ESPOSITO MARCO;;;;;2
LIONI;;
LUOGOSANO;DE LUCA VINCENZO;;;;;344
LUOGOSANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;161;;
LUOGOSANO;;;PARTITO DEMOCRATICO;98;;
LUOGOSANO;;;UNIONE DI CENTRO;54;;
LUOGOSANO;;;DE LUCA PRESIDENTE;23;;
LUOGOSANO;;;DAVVERO-VERDI;5;;
LUOGOSANO;;;ITALIA DEI VALORI;2;;
LUOGOSANO;;;PARTITO SOCIALISTA ITALIANO;1;;
LUOGOSANO;;;CAMPANIA IN RETE;1;;
LUOGOSANO;;;CAMPANIA LIBERA;1;;
LUOGOSANO;CALDORO STEFANO;;;;;198
LUOGOSANO;;;NCD - CAMPANIA POPOLARE;119;;
LUOGOSANO;;;NOI SUD;31;;
LUOGOSANO;;;CALDORO PRESIDENTE;18;;
LUOGOSANO;;;FORZA ITALIA;17;;
LUOGOSANO;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
LUOGOSANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
LUOGOSANO;;;POPOLARI PER L'ITALIA;2;;
LUOGOSANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
LUOGOSANO;CIARAMBINO VALERIA;;;;;65
LUOGOSANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;56;;
LUOGOSANO;VOZZA SALVATORE;;;;;14
LUOGOSANO;;;SINISTRA AL LAVORO;12;;
LUOGOSANO;ESPOSITO MARCO;;;;;1
LUOGOSANO;;
MANOCALZATI;DE LUCA VINCENZO;;;;;634
MANOCALZATI;;;PARTITO DEMOCRATICO;242;;
MANOCALZATI;;;DE LUCA PRESIDENTE;148;;
MANOCALZATI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;70;;
MANOCALZATI;;;UNIONE DI CENTRO;48;;
MANOCALZATI;;;DAVVERO-VERDI;37;;
MANOCALZATI;;;PARTITO SOCIALISTA ITALIANO;13;;
MANOCALZATI;;;ITALIA DEI VALORI;9;;
MANOCALZATI;;;CAMPANIA LIBERA;6;;
MANOCALZATI;;;CAMPANIA IN RETE;3;;
MANOCALZATI;CALDORO STEFANO;;;;;421
MANOCALZATI;;;NCD - CAMPANIA POPOLARE;135;;
MANOCALZATI;;;FORZA ITALIA;109;;
MANOCALZATI;;;NOI SUD;82;;
MANOCALZATI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
MANOCALZATI;;;CALDORO PRESIDENTE;36;;
MANOCALZATI;;;POPOLARI PER L'ITALIA;9;;
MANOCALZATI;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
MANOCALZATI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
MANOCALZATI;CIARAMBINO VALERIA;;;;;222
MANOCALZATI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;215;;
MANOCALZATI;VOZZA SALVATORE;;;;;37
MANOCALZATI;;;SINISTRA AL LAVORO;34;;
MANOCALZATI;ESPOSITO MARCO;;;;;0
MANOCALZATI;;
MARZANO DI NOLA;CALDORO STEFANO;;;;;413
MARZANO DI NOLA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;125;;
MARZANO DI NOLA;;;NCD - CAMPANIA POPOLARE;105;;
MARZANO DI NOLA;;;CALDORO PRESIDENTE;104;;
MARZANO DI NOLA;;;FORZA ITALIA;72;;
MARZANO DI NOLA;;;NOI SUD;10;;
MARZANO DI NOLA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
MARZANO DI NOLA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
MARZANO DI NOLA;;;POPOLARI PER L'ITALIA;0;;
MARZANO DI NOLA;DE LUCA VINCENZO;;;;;413
MARZANO DI NOLA;;;PARTITO DEMOCRATICO;140;;
MARZANO DI NOLA;;;CAMPANIA LIBERA;130;;
MARZANO DI NOLA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;33;;
MARZANO DI NOLA;;;DE LUCA PRESIDENTE;28;;
MARZANO DI NOLA;;;UNIONE DI CENTRO;25;;
MARZANO DI NOLA;;;PARTITO SOCIALISTA ITALIANO;23;;
MARZANO DI NOLA;;;CAMPANIA IN RETE;6;;
MARZANO DI NOLA;;;ITALIA DEI VALORI;5;;
MARZANO DI NOLA;;;DAVVERO-VERDI;4;;
MARZANO DI NOLA;CIARAMBINO VALERIA;;;;;80
MARZANO DI NOLA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;78;;
MARZANO DI NOLA;VOZZA SALVATORE;;;;;3
MARZANO DI NOLA;;;SINISTRA AL LAVORO;3;;
MARZANO DI NOLA;ESPOSITO MARCO;;;;;0
MARZANO DI NOLA;;
MELITO IRPINO;DE LUCA VINCENZO;;;;;450
MELITO IRPINO;;;PARTITO DEMOCRATICO;185;;
MELITO IRPINO;;;DE LUCA PRESIDENTE;109;;
MELITO IRPINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;67;;
MELITO IRPINO;;;ITALIA DEI VALORI;34;;
MELITO IRPINO;;;UNIONE DI CENTRO;15;;
MELITO IRPINO;;;CAMPANIA IN RETE;9;;
MELITO IRPINO;;;DAVVERO-VERDI;7;;
MELITO IRPINO;;;PARTITO SOCIALISTA ITALIANO;4;;
MELITO IRPINO;;;CAMPANIA LIBERA;1;;
MELITO IRPINO;CALDORO STEFANO;;;;;342
MELITO IRPINO;;;FORZA ITALIA;133;;
MELITO IRPINO;;;CALDORO PRESIDENTE;107;;
MELITO IRPINO;;;NCD - CAMPANIA POPOLARE;60;;
MELITO IRPINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
MELITO IRPINO;;;NOI SUD;8;;
MELITO IRPINO;;;POPOLARI PER L'ITALIA;1;;
MELITO IRPINO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
MELITO IRPINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
MELITO IRPINO;CIARAMBINO VALERIA;;;;;53
MELITO IRPINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;55;;
MELITO IRPINO;VOZZA SALVATORE;;;;;28
MELITO IRPINO;;;SINISTRA AL LAVORO;28;;
MELITO IRPINO;ESPOSITO MARCO;;;;;0
MELITO IRPINO;;
MERCOGLIANO;DE LUCA VINCENZO;;;;;2337
MERCOGLIANO;;;DE LUCA PRESIDENTE;846;;
MERCOGLIANO;;;PARTITO DEMOCRATICO;612;;
MERCOGLIANO;;;DAVVERO-VERDI;217;;
MERCOGLIANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;206;;
MERCOGLIANO;;;UNIONE DI CENTRO;171;;
MERCOGLIANO;;;CAMPANIA LIBERA;57;;
MERCOGLIANO;;;CAMPANIA IN RETE;44;;
MERCOGLIANO;;;PARTITO SOCIALISTA ITALIANO;31;;
MERCOGLIANO;;;ITALIA DEI VALORI;15;;
MERCOGLIANO;CALDORO STEFANO;;;;;1306
MERCOGLIANO;;;FORZA ITALIA;546;;
MERCOGLIANO;;;NCD - CAMPANIA POPOLARE;262;;
MERCOGLIANO;;;CALDORO PRESIDENTE;164;;
MERCOGLIANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;161;;
MERCOGLIANO;;;NOI SUD;91;;
MERCOGLIANO;;;POPOLARI PER L'ITALIA;48;;
MERCOGLIANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;7;;
MERCOGLIANO;;;MAI PIU' LA TERRA DEI FUOCHI;7;;
MERCOGLIANO;CIARAMBINO VALERIA;;;;;935
MERCOGLIANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;884;;
MERCOGLIANO;VOZZA SALVATORE;;;;;142
MERCOGLIANO;;;SINISTRA AL LAVORO;154;;
MERCOGLIANO;ESPOSITO MARCO;;;;;18
MERCOGLIANO;;
MIRABELLA ECLANO;DE LUCA VINCENZO;;;;;1209
MIRABELLA ECLANO;;;UNIONE DI CENTRO;490;;
MIRABELLA ECLANO;;;PARTITO DEMOCRATICO;241;;
MIRABELLA ECLANO;;;DE LUCA PRESIDENTE;233;;
MIRABELLA ECLANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;77;;
MIRABELLA ECLANO;;;ITALIA DEI VALORI;52;;
MIRABELLA ECLANO;;;DAVVERO-VERDI;40;;
MIRABELLA ECLANO;;;PARTITO SOCIALISTA ITALIANO;36;;
MIRABELLA ECLANO;;;CAMPANIA IN RETE;7;;
MIRABELLA ECLANO;;;CAMPANIA LIBERA;5;;
MIRABELLA ECLANO;CALDORO STEFANO;;;;;900
MIRABELLA ECLANO;;;FORZA ITALIA;306;;
MIRABELLA ECLANO;;;NCD - CAMPANIA POPOLARE;289;;
MIRABELLA ECLANO;;;CALDORO PRESIDENTE;139;;
MIRABELLA ECLANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;84;;
MIRABELLA ECLANO;;;NOI SUD;28;;
MIRABELLA ECLANO;;;POPOLARI PER L'ITALIA;11;;
MIRABELLA ECLANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
MIRABELLA ECLANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
MIRABELLA ECLANO;CIARAMBINO VALERIA;;;;;538
MIRABELLA ECLANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;523;;
MIRABELLA ECLANO;VOZZA SALVATORE;;;;;86
MIRABELLA ECLANO;;;SINISTRA AL LAVORO;82;;
MIRABELLA ECLANO;ESPOSITO MARCO;;;;;0
MIRABELLA ECLANO;;
MONTAGUTO;DE LUCA VINCENZO;;;;;76
MONTAGUTO;;;ITALIA DEI VALORI;26;;
MONTAGUTO;;;PARTITO DEMOCRATICO;18;;
MONTAGUTO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;10;;
MONTAGUTO;;;DAVVERO-VERDI;8;;
MONTAGUTO;;;DE LUCA PRESIDENTE;3;;
MONTAGUTO;;;PARTITO SOCIALISTA ITALIANO;2;;
MONTAGUTO;;;UNIONE DI CENTRO;0;;
MONTAGUTO;;;CAMPANIA LIBERA;0;;
MONTAGUTO;;;CAMPANIA IN RETE;0;;
MONTAGUTO;CALDORO STEFANO;;;;;48
MONTAGUTO;;;FORZA ITALIA;45;;
MONTAGUTO;;;CALDORO PRESIDENTE;8;;
MONTAGUTO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
MONTAGUTO;;;NCD - CAMPANIA POPOLARE;2;;
MONTAGUTO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
MONTAGUTO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
MONTAGUTO;;;POPOLARI PER L'ITALIA;0;;
MONTAGUTO;;;NOI SUD;0;;
MONTAGUTO;CIARAMBINO VALERIA;;;;;25
MONTAGUTO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;17;;
MONTAGUTO;VOZZA SALVATORE;;;;;2
MONTAGUTO;;;SINISTRA AL LAVORO;2;;
MONTAGUTO;ESPOSITO MARCO;;;;;0
MONTAGUTO;;
MONTECALVO IRPINO;DE LUCA VINCENZO;;;;;674
MONTECALVO IRPINO;;;PARTITO DEMOCRATICO;234;;
MONTECALVO IRPINO;;;CAMPANIA IN RETE;207;;
MONTECALVO IRPINO;;;DE LUCA PRESIDENTE;96;;
MONTECALVO IRPINO;;;ITALIA DEI VALORI;45;;
MONTECALVO IRPINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;39;;
MONTECALVO IRPINO;;;DAVVERO-VERDI;23;;
MONTECALVO IRPINO;;;UNIONE DI CENTRO;8;;
MONTECALVO IRPINO;;;CAMPANIA LIBERA;6;;
MONTECALVO IRPINO;;;PARTITO SOCIALISTA ITALIANO;2;;
MONTECALVO IRPINO;CALDORO STEFANO;;;;;633
MONTECALVO IRPINO;;;FORZA ITALIA;251;;
MONTECALVO IRPINO;;;CALDORO PRESIDENTE;126;;
MONTECALVO IRPINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;122;;
MONTECALVO IRPINO;;;NCD - CAMPANIA POPOLARE;55;;
MONTECALVO IRPINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
MONTECALVO IRPINO;;;NOI SUD;17;;
MONTECALVO IRPINO;;;POPOLARI PER L'ITALIA;8;;
MONTECALVO IRPINO;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
MONTECALVO IRPINO;CIARAMBINO VALERIA;;;;;206
MONTECALVO IRPINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;190;;
MONTECALVO IRPINO;VOZZA SALVATORE;;;;;10
MONTECALVO IRPINO;;;SINISTRA AL LAVORO;7;;
MONTECALVO IRPINO;ESPOSITO MARCO;;;;;1
MONTECALVO IRPINO;;
MONTEFALCIONE;DE LUCA VINCENZO;;;;;924
MONTEFALCIONE;;;UNIONE DI CENTRO;323;;
MONTEFALCIONE;;;PARTITO DEMOCRATICO;246;;
MONTEFALCIONE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;220;;
MONTEFALCIONE;;;DE LUCA PRESIDENTE;75;;
MONTEFALCIONE;;;DAVVERO-VERDI;18;;
MONTEFALCIONE;;;CAMPANIA LIBERA;14;;
MONTEFALCIONE;;;CAMPANIA IN RETE;6;;
MONTEFALCIONE;;;PARTITO SOCIALISTA ITALIANO;3;;
MONTEFALCIONE;;;ITALIA DEI VALORI;2;;
MONTEFALCIONE;CALDORO STEFANO;;;;;282
MONTEFALCIONE;;;FORZA ITALIA;71;;
MONTEFALCIONE;;;NOI SUD;66;;
MONTEFALCIONE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;48;;
MONTEFALCIONE;;;NCD - CAMPANIA POPOLARE;37;;
MONTEFALCIONE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;30;;
MONTEFALCIONE;;;CALDORO PRESIDENTE;21;;
MONTEFALCIONE;;;POPOLARI PER L'ITALIA;2;;
MONTEFALCIONE;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
MONTEFALCIONE;CIARAMBINO VALERIA;;;;;232
MONTEFALCIONE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;229;;
MONTEFALCIONE;VOZZA SALVATORE;;;;;51
MONTEFALCIONE;;;SINISTRA AL LAVORO;47;;
MONTEFALCIONE;ESPOSITO MARCO;;;;;1
MONTEFALCIONE;;
MONTEFORTE IRPINO;DE LUCA VINCENZO;;;;;2198
MONTEFORTE IRPINO;;;PARTITO DEMOCRATICO;665;;
MONTEFORTE IRPINO;;;DE LUCA PRESIDENTE;627;;
MONTEFORTE IRPINO;;;UNIONE DI CENTRO;357;;
MONTEFORTE IRPINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;216;;
MONTEFORTE IRPINO;;;DAVVERO-VERDI;116;;
MONTEFORTE IRPINO;;;CAMPANIA LIBERA;42;;
MONTEFORTE IRPINO;;;CAMPANIA IN RETE;35;;
MONTEFORTE IRPINO;;;PARTITO SOCIALISTA ITALIANO;19;;
MONTEFORTE IRPINO;;;ITALIA DEI VALORI;9;;
MONTEFORTE IRPINO;CALDORO STEFANO;;;;;1564
MONTEFORTE IRPINO;;;CALDORO PRESIDENTE;533;;
MONTEFORTE IRPINO;;;FORZA ITALIA;385;;
MONTEFORTE IRPINO;;;NCD - CAMPANIA POPOLARE;299;;
MONTEFORTE IRPINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;189;;
MONTEFORTE IRPINO;;;NOI SUD;62;;
MONTEFORTE IRPINO;;;POPOLARI PER L'ITALIA;33;;
MONTEFORTE IRPINO;;;MAI PIU' LA TERRA DEI FUOCHI;9;;
MONTEFORTE IRPINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;8;;
MONTEFORTE IRPINO;CIARAMBINO VALERIA;;;;;816
MONTEFORTE IRPINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;790;;
MONTEFORTE IRPINO;VOZZA SALVATORE;;;;;91
MONTEFORTE IRPINO;;;SINISTRA AL LAVORO;83;;
MONTEFORTE IRPINO;ESPOSITO MARCO;;;;;15
MONTEFORTE IRPINO;;
MONTEFREDANE;DE LUCA VINCENZO;;;;;651
MONTEFREDANE;;;UNIONE DI CENTRO;169;;
MONTEFREDANE;;;DE LUCA PRESIDENTE;152;;
MONTEFREDANE;;;PARTITO DEMOCRATICO;135;;
MONTEFREDANE;;;CAMPANIA IN RETE;52;;
MONTEFREDANE;;;DAVVERO-VERDI;45;;
MONTEFREDANE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;26;;
MONTEFREDANE;;;CAMPANIA LIBERA;25;;
MONTEFREDANE;;;PARTITO SOCIALISTA ITALIANO;11;;
MONTEFREDANE;;;ITALIA DEI VALORI;9;;
