

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
CASAL DI PRINCIPE;;;NOI SUD;39;;
CASAL DI PRINCIPE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;14;;
CASAL DI PRINCIPE;;;POPOLARI PER L'ITALIA;8;;
CASAL DI PRINCIPE;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
CASAL DI PRINCIPE;DE LUCA VINCENZO;;;;;2248
CASAL DI PRINCIPE;;;CAMPANIA LIBERA;649;;
CASAL DI PRINCIPE;;;PARTITO DEMOCRATICO;600;;
CASAL DI PRINCIPE;;;CAMPANIA IN RETE;403;;
CASAL DI PRINCIPE;;;UNIONE DI CENTRO;311;;
CASAL DI PRINCIPE;;;PARTITO SOCIALISTA ITALIANO;89;;
CASAL DI PRINCIPE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;62;;
CASAL DI PRINCIPE;;;ITALIA DEI VALORI;13;;
CASAL DI PRINCIPE;;;DAVVERO-VERDI;10;;
CASAL DI PRINCIPE;CIARAMBINO VALERIA;;;;;1029
CASAL DI PRINCIPE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;922;;
CASAL DI PRINCIPE;VOZZA SALVATORE;;;;;80
CASAL DI PRINCIPE;;;SINISTRA AL LAVORO;65;;
CASAL DI PRINCIPE;ESPOSITO MARCO;;;;;24
CASAL DI PRINCIPE;;;MO! LISTA CIVICA CAMPANIA;24;;
CASALUCE;CALDORO STEFANO;;;;;2457
CASALUCE;;;CALDORO PRESIDENTE;1635;;
CASALUCE;;;FORZA ITALIA;471;;
CASALUCE;;;NCD - CAMPANIA POPOLARE;157;;
CASALUCE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;154;;
CASALUCE;;;NOI SUD;23;;
CASALUCE;;;MAI PIU' LA TERRA DEI FUOCHI;7;;
CASALUCE;;;POPOLARI PER L'ITALIA;5;;
CASALUCE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
CASALUCE;DE LUCA VINCENZO;;;;;1053
CASALUCE;;;PARTITO DEMOCRATICO;622;;
CASALUCE;;;UNIONE DI CENTRO;123;;
CASALUCE;;;CAMPANIA LIBERA;119;;
CASALUCE;;;PARTITO SOCIALISTA ITALIANO;52;;
CASALUCE;;;CAMPANIA IN RETE;40;;
CASALUCE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;38;;
CASALUCE;;;DAVVERO-VERDI;32;;
CASALUCE;;;ITALIA DEI VALORI;10;;
CASALUCE;CIARAMBINO VALERIA;;;;;599
CASALUCE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;578;;
CASALUCE;VOZZA SALVATORE;;;;;23
CASALUCE;;;SINISTRA AL LAVORO;22;;
CASALUCE;ESPOSITO MARCO;;;;;12
CASALUCE;;;MO! LISTA CIVICA CAMPANIA;12;;
CASAPESENNA;CALDORO STEFANO;;;;;1430
CASAPESENNA;;;FORZA ITALIA;700;;
CASAPESENNA;;;CALDORO PRESIDENTE;385;;
CASAPESENNA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;185;;
CASAPESENNA;;;NCD - CAMPANIA POPOLARE;139;;
CASAPESENNA;;;NOI SUD;11;;
CASAPESENNA;;;POPOLARI PER L'ITALIA;5;;
CASAPESENNA;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
CASAPESENNA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
CASAPESENNA;DE LUCA VINCENZO;;;;;1398
CASAPESENNA;;;PARTITO DEMOCRATICO;677;;
CASAPESENNA;;;CAMPANIA LIBERA;457;;
CASAPESENNA;;;CAMPANIA IN RETE;146;;
CASAPESENNA;;;UNIONE DI CENTRO;62;;
CASAPESENNA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;35;;
CASAPESENNA;;;PARTITO SOCIALISTA ITALIANO;11;;
CASAPESENNA;;;ITALIA DEI VALORI;10;;
CASAPESENNA;;;DAVVERO-VERDI;5;;
CASAPESENNA;CIARAMBINO VALERIA;;;;;230
CASAPESENNA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;219;;
CASAPESENNA;ESPOSITO MARCO;;;;;8
CASAPESENNA;;;MO! LISTA CIVICA CAMPANIA;4;;
CASAPESENNA;VOZZA SALVATORE;;;;;5
CASAPESENNA;;;SINISTRA AL LAVORO;4;;
CASAPULLA;DE LUCA VINCENZO;;;;;2156
CASAPULLA;;;CAMPANIA LIBERA;1686;;
CASAPULLA;;;PARTITO DEMOCRATICO;302;;
CASAPULLA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;58;;
CASAPULLA;;;CAMPANIA IN RETE;44;;
CASAPULLA;;;ITALIA DEI VALORI;36;;
CASAPULLA;;;UNIONE DI CENTRO;19;;
CASAPULLA;;;PARTITO SOCIALISTA ITALIANO;17;;
CASAPULLA;;;DAVVERO-VERDI;6;;
CASAPULLA;CALDORO STEFANO;;;;;829
CASAPULLA;;;FORZA ITALIA;359;;
CASAPULLA;;;NCD - CAMPANIA POPOLARE;143;;
CASAPULLA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;126;;
CASAPULLA;;;CALDORO PRESIDENTE;105;;
CASAPULLA;;;NOI SUD;21;;
CASAPULLA;;;POPOLARI PER L'ITALIA;9;;
CASAPULLA;;;MAI PIU' LA TERRA DEI FUOCHI;7;;
CASAPULLA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
CASAPULLA;CIARAMBINO VALERIA;;;;;763
CASAPULLA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;733;;
CASAPULLA;ESPOSITO MARCO;;;;;29
CASAPULLA;;;MO! LISTA CIVICA CAMPANIA;29;;
CASAPULLA;VOZZA SALVATORE;;;;;22
CASAPULLA;;;SINISTRA AL LAVORO;19;;
CASERTA;CALDORO STEFANO;;;;;14481
CASERTA;;;FORZA ITALIA;7487;;
CASERTA;;;NCD - CAMPANIA POPOLARE;2635;;
CASERTA;;;CALDORO PRESIDENTE;2227;;
CASERTA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1698;;
CASERTA;;;NOI SUD;459;;
CASERTA;;;POPOLARI PER L'ITALIA;177;;
CASERTA;;;MAI PIU' LA TERRA DEI FUOCHI;119;;
CASERTA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;22;;
CASERTA;DE LUCA VINCENZO;;;;;10239
CASERTA;;;PARTITO DEMOCRATICO;5446;;
CASERTA;;;CAMPANIA LIBERA;1236;;
CASERTA;;;CAMPANIA IN RETE;944;;
CASERTA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;682;;
CASERTA;;;UNIONE DI CENTRO;369;;
CASERTA;;;ITALIA DEI VALORI;167;;
CASERTA;;;PARTITO SOCIALISTA ITALIANO;131;;
CASERTA;;;DAVVERO-VERDI;69;;
CASERTA;CIARAMBINO VALERIA;;;;;6702
CASERTA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6012;;
CASERTA;VOZZA SALVATORE;;;;;922
CASERTA;;;SINISTRA AL LAVORO;932;;
CASERTA;ESPOSITO MARCO;;;;;616
CASERTA;;;MO! LISTA CIVICA CAMPANIA;581;;
CASTEL CAMPAGNANO;CALDORO STEFANO;;;;;494
CASTEL CAMPAGNANO;;;FORZA ITALIA;314;;
CASTEL CAMPAGNANO;;;CALDORO PRESIDENTE;101;;
CASTEL CAMPAGNANO;;;NCD - CAMPANIA POPOLARE;48;;
CASTEL CAMPAGNANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
CASTEL CAMPAGNANO;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
CASTEL CAMPAGNANO;;;POPOLARI PER L'ITALIA;2;;
CASTEL CAMPAGNANO;;;NOI SUD;2;;
CASTEL CAMPAGNANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CASTEL CAMPAGNANO;DE LUCA VINCENZO;;;;;292
CASTEL CAMPAGNANO;;;PARTITO DEMOCRATICO;206;;
CASTEL CAMPAGNANO;;;CAMPANIA LIBERA;32;;
CASTEL CAMPAGNANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;15;;
CASTEL CAMPAGNANO;;;CAMPANIA IN RETE;12;;
CASTEL CAMPAGNANO;;;UNIONE DI CENTRO;9;;
CASTEL CAMPAGNANO;;;DAVVERO-VERDI;6;;
CASTEL CAMPAGNANO;;;PARTITO SOCIALISTA ITALIANO;2;;
CASTEL CAMPAGNANO;;;ITALIA DEI VALORI;0;;
CASTEL CAMPAGNANO;CIARAMBINO VALERIA;;;;;146
CASTEL CAMPAGNANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;144;;
CASTEL CAMPAGNANO;ESPOSITO MARCO;;;;;8
CASTEL CAMPAGNANO;;;MO! LISTA CIVICA CAMPANIA;8;;
CASTEL CAMPAGNANO;VOZZA SALVATORE;;;;;7
CASTEL CAMPAGNANO;;;SINISTRA AL LAVORO;7;;
CASTEL DI SASSO;DE LUCA VINCENZO;;;;;300
CASTEL DI SASSO;;;PARTITO DEMOCRATICO;244;;
CASTEL DI SASSO;;;CAMPANIA LIBERA;16;;
CASTEL DI SASSO;;;UNIONE DI CENTRO;9;;
CASTEL DI SASSO;;;CAMPANIA IN RETE;9;;
CASTEL DI SASSO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
CASTEL DI SASSO;;;DAVVERO-VERDI;5;;
CASTEL DI SASSO;;;PARTITO SOCIALISTA ITALIANO;5;;
CASTEL DI SASSO;;;ITALIA DEI VALORI;2;;
CASTEL DI SASSO;CALDORO STEFANO;;;;;230
CASTEL DI SASSO;;;CALDORO PRESIDENTE;155;;
CASTEL DI SASSO;;;FORZA ITALIA;57;;
CASTEL DI SASSO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
CASTEL DI SASSO;;;NCD - CAMPANIA POPOLARE;6;;
CASTEL DI SASSO;;;NOI SUD;2;;
CASTEL DI SASSO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CASTEL DI SASSO;;;POPOLARI PER L'ITALIA;0;;
CASTEL DI SASSO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CASTEL DI SASSO;CIARAMBINO VALERIA;;;;;58
CASTEL DI SASSO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;57;;
CASTEL DI SASSO;VOZZA SALVATORE;;;;;4
CASTEL DI SASSO;;;SINISTRA AL LAVORO;4;;
CASTEL DI SASSO;ESPOSITO MARCO;;;;;0
CASTEL DI SASSO;;;MO! LISTA CIVICA CAMPANIA;0;;
CASTELLO DEL MATESE;DE LUCA VINCENZO;;;;;352
CASTELLO DEL MATESE;;;CAMPANIA LIBERA;151;;
CASTELLO DEL MATESE;;;PARTITO DEMOCRATICO;115;;
CASTELLO DEL MATESE;;;CAMPANIA IN RETE;23;;
CASTELLO DEL MATESE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;14;;
CASTELLO DEL MATESE;;;UNIONE DI CENTRO;8;;
CASTELLO DEL MATESE;;;PARTITO SOCIALISTA ITALIANO;5;;
CASTELLO DEL MATESE;;;ITALIA DEI VALORI;3;;
CASTELLO DEL MATESE;;;DAVVERO-VERDI;0;;
CASTELLO DEL MATESE;CALDORO STEFANO;;;;;313
CASTELLO DEL MATESE;;;FORZA ITALIA;278;;
CASTELLO DEL MATESE;;;CALDORO PRESIDENTE;20;;
CASTELLO DEL MATESE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
CASTELLO DEL MATESE;;;NOI SUD;6;;
CASTELLO DEL MATESE;;;NCD - CAMPANIA POPOLARE;4;;
CASTELLO DEL MATESE;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
CASTELLO DEL MATESE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
CASTELLO DEL MATESE;;;POPOLARI PER L'ITALIA;0;;
CASTELLO DEL MATESE;CIARAMBINO VALERIA;;;;;206
CASTELLO DEL MATESE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;204;;
CASTELLO DEL MATESE;VOZZA SALVATORE;;;;;36
CASTELLO DEL MATESE;;;SINISTRA AL LAVORO;34;;
CASTELLO DEL MATESE;ESPOSITO MARCO;;;;;0
CASTELLO DEL MATESE;;;MO! LISTA CIVICA CAMPANIA;0;;
CASTEL MORRONE;CALDORO STEFANO;;;;;1389
CASTEL MORRONE;;;CALDORO PRESIDENTE;1005;;
CASTEL MORRONE;;;FORZA ITALIA;220;;
CASTEL MORRONE;;;NCD - CAMPANIA POPOLARE;82;;
CASTEL MORRONE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;45;;
CASTEL MORRONE;;;POPOLARI PER L'ITALIA;21;;
CASTEL MORRONE;;;NOI SUD;5;;
CASTEL MORRONE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
CASTEL MORRONE;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
CASTEL MORRONE;DE LUCA VINCENZO;;;;;604
CASTEL MORRONE;;;PARTITO DEMOCRATICO;390;;
CASTEL MORRONE;;;CAMPANIA IN RETE;48;;
CASTEL MORRONE;;;CAMPANIA LIBERA;33;;
CASTEL MORRONE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;30;;
CASTEL MORRONE;;;UNIONE DI CENTRO;25;;
CASTEL MORRONE;;;DAVVERO-VERDI;21;;
CASTEL MORRONE;;;PARTITO SOCIALISTA ITALIANO;16;;
CASTEL MORRONE;;;ITALIA DEI VALORI;3;;
CASTEL MORRONE;CIARAMBINO VALERIA;;;;;185
CASTEL MORRONE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;176;;
CASTEL MORRONE;VOZZA SALVATORE;;;;;16
CASTEL MORRONE;;;SINISTRA AL LAVORO;12;;
CASTEL MORRONE;ESPOSITO MARCO;;;;;8
CASTEL MORRONE;;;MO! LISTA CIVICA CAMPANIA;7;;
CASTEL VOLTURNO;CALDORO STEFANO;;;;;2552
CASTEL VOLTURNO;;;FORZA ITALIA;1321;;
CASTEL VOLTURNO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;397;;
CASTEL VOLTURNO;;;CALDORO PRESIDENTE;320;;
CASTEL VOLTURNO;;;NCD - CAMPANIA POPOLARE;243;;
CASTEL VOLTURNO;;;POPOLARI PER L'ITALIA;98;;
CASTEL VOLTURNO;;;NOI SUD;88;;
CASTEL VOLTURNO;;;MAI PIU' LA TERRA DEI FUOCHI;7;;
CASTEL VOLTURNO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
CASTEL VOLTURNO;DE LUCA VINCENZO;;;;;1592
CASTEL VOLTURNO;;;PARTITO DEMOCRATICO;978;;
CASTEL VOLTURNO;;;CAMPANIA LIBERA;217;;
CASTEL VOLTURNO;;;CAMPANIA IN RETE;107;;
CASTEL VOLTURNO;;;UNIONE DI CENTRO;104;;
CASTEL VOLTURNO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;83;;
CASTEL VOLTURNO;;;ITALIA DEI VALORI;13;;
CASTEL VOLTURNO;;;DAVVERO-VERDI;10;;
CASTEL VOLTURNO;;;PARTITO SOCIALISTA ITALIANO;6;;
CASTEL VOLTURNO;CIARAMBINO VALERIA;;;;;1181
CASTEL VOLTURNO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1144;;
CASTEL VOLTURNO;VOZZA SALVATORE;;;;;75
CASTEL VOLTURNO;;;SINISTRA AL LAVORO;79;;
CASTEL VOLTURNO;ESPOSITO MARCO;;;;;35
CASTEL VOLTURNO;;;MO! LISTA CIVICA CAMPANIA;38;;
CELLOLE;CALDORO STEFANO;;;;;2051
CELLOLE;;;CALDORO PRESIDENTE;1039;;
CELLOLE;;;FORZA ITALIA;631;;
CELLOLE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;267;;
CELLOLE;;;NCD - CAMPANIA POPOLARE;64;;
CELLOLE;;;NOI SUD;10;;
CELLOLE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;7;;
CELLOLE;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
CELLOLE;;;POPOLARI PER L'ITALIA;1;;
CELLOLE;DE LUCA VINCENZO;;;;;779
CELLOLE;;;PARTITO DEMOCRATICO;528;;
CELLOLE;;;CAMPANIA IN RETE;62;;
CELLOLE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;54;;
CELLOLE;;;CAMPANIA LIBERA;41;;
CELLOLE;;;UNIONE DI CENTRO;34;;
CELLOLE;;;ITALIA DEI VALORI;16;;
CELLOLE;;;DAVVERO-VERDI;11;;
CELLOLE;;;PARTITO SOCIALISTA ITALIANO;4;;
CELLOLE;CIARAMBINO VALERIA;;;;;408
CELLOLE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;391;;
CELLOLE;VOZZA SALVATORE;;;;;50
CELLOLE;;;SINISTRA AL LAVORO;54;;
CELLOLE;ESPOSITO MARCO;;;;;9
CELLOLE;;;MO! LISTA CIVICA CAMPANIA;6;;
CERVINO;CALDORO STEFANO;;;;;830
CERVINO;;;FORZA ITALIA;337;;
CERVINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;197;;
CERVINO;;;NCD - CAMPANIA POPOLARE;151;;
CERVINO;;;CALDORO PRESIDENTE;135;;
CERVINO;;;POPOLARI PER L'ITALIA;6;;
CERVINO;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
CERVINO;;;NOI SUD;2;;
CERVINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CERVINO;DE LUCA VINCENZO;;;;;807
CERVINO;;;PARTITO DEMOCRATICO;257;;
CERVINO;;;CAMPANIA LIBERA;194;;
CERVINO;;;CAMPANIA IN RETE;178;;
CERVINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;79;;
CERVINO;;;UNIONE DI CENTRO;43;;
CERVINO;;;ITALIA DEI VALORI;36;;
CERVINO;;;DAVVERO-VERDI;7;;
CERVINO;;;PARTITO SOCIALISTA ITALIANO;5;;
CERVINO;CIARAMBINO VALERIA;;;;;201
CERVINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;194;;
CERVINO;ESPOSITO MARCO;;;;;7
CERVINO;;;MO! LISTA CIVICA CAMPANIA;5;;
CERVINO;VOZZA SALVATORE;;;;;6
CERVINO;;;SINISTRA AL LAVORO;6;;
CESA;DE LUCA VINCENZO;;;;;2379
CESA;;;CAMPANIA LIBERA;1663;;
CESA;;;PARTITO DEMOCRATICO;472;;
CESA;;;UNIONE DI CENTRO;63;;
CESA;;;CAMPANIA IN RETE;60;;
CESA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;52;;
CESA;;;PARTITO SOCIALISTA ITALIANO;25;;
CESA;;;ITALIA DEI VALORI;23;;
CESA;;;DAVVERO-VERDI;11;;
CESA;CALDORO STEFANO;;;;;1033
CESA;;;FORZA ITALIA;497;;
CESA;;;CALDORO PRESIDENTE;232;;
CESA;;;NCD - CAMPANIA POPOLARE;129;;
CESA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;102;;
CESA;;;NOI SUD;29;;
CESA;;;MAI PIU' LA TERRA DEI FUOCHI;14;;
CESA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
CESA;;;POPOLARI PER L'ITALIA;2;;
CESA;CIARAMBINO VALERIA;;;;;1010
CESA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;983;;
CESA;ESPOSITO MARCO;;;;;18
CESA;;;MO! LISTA CIVICA CAMPANIA;18;;
CESA;VOZZA SALVATORE;;;;;17
CESA;;;SINISTRA AL LAVORO;16;;
CIORLANO;CALDORO STEFANO;;;;;83
CIORLANO;;;FORZA ITALIA;50;;
CIORLANO;;;NCD - CAMPANIA POPOLARE;10;;
CIORLANO;;;CALDORO PRESIDENTE;10;;
CIORLANO;;;POPOLARI PER L'ITALIA;3;;
CIORLANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
CIORLANO;;;NOI SUD;0;;
CIORLANO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
CIORLANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
CIORLANO;DE LUCA VINCENZO;;;;;32
CIORLANO;;;CAMPANIA LIBERA;16;;
CIORLANO;;;PARTITO DEMOCRATICO;15;;
CIORLANO;;;UNIONE DI CENTRO;2;;
CIORLANO;;;CAMPANIA IN RETE;1;;
CIORLANO;;;PARTITO SOCIALISTA ITALIANO;1;;
CIORLANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;0;;
CIORLANO;;;ITALIA DEI VALORI;0;;
CIORLANO;;;DAVVERO-VERDI;0;;
CIORLANO;CIARAMBINO VALERIA;;;;;12
CIORLANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;18;;
CIORLANO;VOZZA SALVATORE;;;;;3
CIORLANO;;;SINISTRA AL LAVORO;3;;
CIORLANO;ESPOSITO MARCO;;;;;0
CIORLANO;;;MO! LISTA CIVICA CAMPANIA;0;;
CONCA DELLA CAMPANIA;CALDORO STEFANO;;;;;270
CONCA DELLA CAMPANIA;;;CALDORO PRESIDENTE;115;;
CONCA DELLA CAMPANIA;;;FORZA ITALIA;82;;
CONCA DELLA CAMPANIA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;47;;
CONCA DELLA CAMPANIA;;;NCD - CAMPANIA POPOLARE;10;;
CONCA DELLA CAMPANIA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;5;;
CONCA DELLA CAMPANIA;;;NOI SUD;2;;
CONCA DELLA CAMPANIA;;;POPOLARI PER L'ITALIA;2;;
CONCA DELLA CAMPANIA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CONCA DELLA CAMPANIA;DE LUCA VINCENZO;;;;;269
CONCA DELLA CAMPANIA;;;PARTITO DEMOCRATICO;234;;
CONCA DELLA CAMPANIA;;;CAMPANIA LIBERA;14;;
CONCA DELLA CAMPANIA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;8;;
CONCA DELLA CAMPANIA;;;UNIONE DI CENTRO;5;;
CONCA DELLA CAMPANIA;;;CAMPANIA IN RETE;4;;
CONCA DELLA CAMPANIA;;;DAVVERO-VERDI;1;;
CONCA DELLA CAMPANIA;;;PARTITO SOCIALISTA ITALIANO;1;;
CONCA DELLA CAMPANIA;;;ITALIA DEI VALORI;1;;
CONCA DELLA CAMPANIA;CIARAMBINO VALERIA;;;;;54
CONCA DELLA CAMPANIA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;51;;
CONCA DELLA CAMPANIA;VOZZA SALVATORE;;;;;2
CONCA DELLA CAMPANIA;;;SINISTRA AL LAVORO;2;;
CONCA DELLA CAMPANIA;ESPOSITO MARCO;;;;;1
CONCA DELLA CAMPANIA;;;MO! LISTA CIVICA CAMPANIA;1;;
CURTI;CALDORO STEFANO;;;;;1542
CURTI;;;FORZA ITALIA;997;;
CURTI;;;NCD - CAMPANIA POPOLARE;316;;
CURTI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;106;;
CURTI;;;CALDORO PRESIDENTE;100;;
CURTI;;;POPOLARI PER L'ITALIA;14;;
CURTI;;;NOI SUD;14;;
CURTI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
CURTI;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CURTI;DE LUCA VINCENZO;;;;;1039
CURTI;;;PARTITO DEMOCRATICO;500;;
CURTI;;;CAMPANIA LIBERA;306;;
CURTI;;;CAMPANIA IN RETE;62;;
CURTI;;;ITALIA DEI VALORI;43;;
CURTI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;35;;
CURTI;;;UNIONE DI CENTRO;26;;
CURTI;;;PARTITO SOCIALISTA ITALIANO;25;;
CURTI;;;DAVVERO-VERDI;6;;
CURTI;CIARAMBINO VALERIA;;;;;533
CURTI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;498;;
CURTI;VOZZA SALVATORE;;;;;36
CURTI;;;SINISTRA AL LAVORO;33;;
CURTI;ESPOSITO MARCO;;;;;14
CURTI;;;MO! LISTA CIVICA CAMPANIA;12;;
DRAGONI;CALDORO STEFANO;;;;;461
DRAGONI;;;FORZA ITALIA;149;;
DRAGONI;;;CALDORO PRESIDENTE;131;;
DRAGONI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;114;;
DRAGONI;;;NCD - CAMPANIA POPOLARE;54;;
DRAGONI;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
DRAGONI;;;NOI SUD;2;;
DRAGONI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
DRAGONI;;;POPOLARI PER L'ITALIA;2;;
DRAGONI;DE LUCA VINCENZO;;;;;347
DRAGONI;;;PARTITO DEMOCRATICO;158;;
DRAGONI;;;CAMPANIA LIBERA;84;;
DRAGONI;;;CAMPANIA IN RETE;67;;
DRAGONI;;;DAVVERO-VERDI;7;;
DRAGONI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
DRAGONI;;;UNIONE DI CENTRO;6;;
DRAGONI;;;ITALIA DEI VALORI;4;;
DRAGONI;;;PARTITO SOCIALISTA ITALIANO;2;;
DRAGONI;CIARAMBINO VALERIA;;;;;143
DRAGONI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;139;;
DRAGONI;VOZZA SALVATORE;;;;;4
DRAGONI;;;SINISTRA AL LAVORO;4;;
DRAGONI;ESPOSITO MARCO;;;;;4
DRAGONI;;;MO! LISTA CIVICA CAMPANIA;4;;
FALCIANO DEL MASSICO;CALDORO STEFANO;;;;;701
FALCIANO DEL MASSICO;;;FORZA ITALIA;315;;
FALCIANO DEL MASSICO;;;CALDORO PRESIDENTE;270;;
FALCIANO DEL MASSICO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;77;;
FALCIANO DEL MASSICO;;;NCD - CAMPANIA POPOLARE;15;;
FALCIANO DEL MASSICO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;5;;
FALCIANO DEL MASSICO;;;NOI SUD;2;;
FALCIANO DEL MASSICO;;;POPOLARI PER L'ITALIA;2;;
FALCIANO DEL MASSICO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
FALCIANO DEL MASSICO;DE LUCA VINCENZO;;;;;649
FALCIANO DEL MASSICO;;;PARTITO DEMOCRATICO;448;;
FALCIANO DEL MASSICO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;74;;
FALCIANO DEL MASSICO;;;CAMPANIA IN RETE;29;;
FALCIANO DEL MASSICO;;;UNIONE DI CENTRO;23;;
FALCIANO DEL MASSICO;;;PARTITO SOCIALISTA ITALIANO;18;;
FALCIANO DEL MASSICO;;;CAMPANIA LIBERA;13;;
FALCIANO DEL MASSICO;;;ITALIA DEI VALORI;8;;
FALCIANO DEL MASSICO;;;DAVVERO-VERDI;0;;
FALCIANO DEL MASSICO;VOZZA SALVATORE;;;;;521
FALCIANO DEL MASSICO;;;SINISTRA AL LAVORO;589;;
FALCIANO DEL MASSICO;CIARAMBINO VALERIA;;;;;217
FALCIANO DEL MASSICO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;188;;
FALCIANO DEL MASSICO;ESPOSITO MARCO;;;;;6
FALCIANO DEL MASSICO;;;MO! LISTA CIVICA CAMPANIA;0;;
FONTEGRECA;CALDORO STEFANO;;;;;138
FONTEGRECA;;;CALDORO PRESIDENTE;62;;
FONTEGRECA;;;FORZA ITALIA;42;;
FONTEGRECA;;;NCD - CAMPANIA POPOLARE;19;;
FONTEGRECA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
FONTEGRECA;;;POPOLARI PER L'ITALIA;4;;
