

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
FONTEGRECA;;;NOI SUD;2;;
FONTEGRECA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
FONTEGRECA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
FONTEGRECA;DE LUCA VINCENZO;;;;;82
FONTEGRECA;;;PARTITO DEMOCRATICO;62;;
FONTEGRECA;;;PARTITO SOCIALISTA ITALIANO;9;;
FONTEGRECA;;;UNIONE DI CENTRO;5;;
FONTEGRECA;;;CAMPANIA IN RETE;3;;
FONTEGRECA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
FONTEGRECA;;;CAMPANIA LIBERA;0;;
FONTEGRECA;;;DAVVERO-VERDI;0;;
FONTEGRECA;;;ITALIA DEI VALORI;0;;
FONTEGRECA;CIARAMBINO VALERIA;;;;;73
FONTEGRECA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;73;;
FONTEGRECA;ESPOSITO MARCO;;;;;1
FONTEGRECA;;;MO! LISTA CIVICA CAMPANIA;1;;
FONTEGRECA;VOZZA SALVATORE;;;;;0
FONTEGRECA;;;SINISTRA AL LAVORO;0;;
FORMICOLA;CALDORO STEFANO;;;;;494
FORMICOLA;;;CALDORO PRESIDENTE;310;;
FORMICOLA;;;FORZA ITALIA;163;;
FORMICOLA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;19;;
FORMICOLA;;;NCD - CAMPANIA POPOLARE;10;;
FORMICOLA;;;NOI SUD;3;;
FORMICOLA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
FORMICOLA;;;POPOLARI PER L'ITALIA;1;;
FORMICOLA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
FORMICOLA;DE LUCA VINCENZO;;;;;174
FORMICOLA;;;PARTITO DEMOCRATICO;71;;
FORMICOLA;;;CAMPANIA LIBERA;40;;
FORMICOLA;;;CAMPANIA IN RETE;11;;
FORMICOLA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
FORMICOLA;;;PARTITO SOCIALISTA ITALIANO;5;;
FORMICOLA;;;UNIONE DI CENTRO;2;;
FORMICOLA;;;DAVVERO-VERDI;1;;
FORMICOLA;;;ITALIA DEI VALORI;1;;
FORMICOLA;CIARAMBINO VALERIA;;;;;65
FORMICOLA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;58;;
FORMICOLA;VOZZA SALVATORE;;;;;10
FORMICOLA;;;SINISTRA AL LAVORO;8;;
FORMICOLA;ESPOSITO MARCO;;;;;2
FORMICOLA;;;MO! LISTA CIVICA CAMPANIA;1;;
FRANCOLISE;DE LUCA VINCENZO;;;;;1095
FRANCOLISE;;;PARTITO DEMOCRATICO;492;;
FRANCOLISE;;;UNIONE DI CENTRO;467;;
FRANCOLISE;;;CAMPANIA IN RETE;47;;
FRANCOLISE;;;PARTITO SOCIALISTA ITALIANO;30;;
FRANCOLISE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;30;;
FRANCOLISE;;;CAMPANIA LIBERA;19;;
FRANCOLISE;;;DAVVERO-VERDI;2;;
FRANCOLISE;;;ITALIA DEI VALORI;1;;
FRANCOLISE;CALDORO STEFANO;;;;;1009
FRANCOLISE;;;FORZA ITALIA;358;;
FRANCOLISE;;;NCD - CAMPANIA POPOLARE;242;;
FRANCOLISE;;;CALDORO PRESIDENTE;220;;
FRANCOLISE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;142;;
FRANCOLISE;;;POPOLARI PER L'ITALIA;19;;
FRANCOLISE;;;NOI SUD;12;;
FRANCOLISE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;4;;
FRANCOLISE;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
FRANCOLISE;CIARAMBINO VALERIA;;;;;208
FRANCOLISE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;201;;
FRANCOLISE;VOZZA SALVATORE;;;;;101
FRANCOLISE;;;SINISTRA AL LAVORO;102;;
FRANCOLISE;ESPOSITO MARCO;;;;;6
FRANCOLISE;;;MO! LISTA CIVICA CAMPANIA;6;;
FRIGNANO;DE LUCA VINCENZO;;;;;1743
FRIGNANO;;;UNIONE DI CENTRO;1053;;
FRIGNANO;;;PARTITO DEMOCRATICO;358;;
FRIGNANO;;;CAMPANIA LIBERA;137;;
FRIGNANO;;;PARTITO SOCIALISTA ITALIANO;70;;
FRIGNANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;47;;
FRIGNANO;;;CAMPANIA IN RETE;45;;
FRIGNANO;;;ITALIA DEI VALORI;11;;
FRIGNANO;;;DAVVERO-VERDI;2;;
FRIGNANO;CALDORO STEFANO;;;;;1599
FRIGNANO;;;FORZA ITALIA;669;;
FRIGNANO;;;CALDORO PRESIDENTE;370;;
FRIGNANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;277;;
FRIGNANO;;;NCD - CAMPANIA POPOLARE;228;;
FRIGNANO;;;NOI SUD;6;;
FRIGNANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
FRIGNANO;;;POPOLARI PER L'ITALIA;3;;
FRIGNANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
FRIGNANO;CIARAMBINO VALERIA;;;;;531
FRIGNANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;515;;
FRIGNANO;VOZZA SALVATORE;;;;;19
FRIGNANO;;;SINISTRA AL LAVORO;18;;
FRIGNANO;ESPOSITO MARCO;;;;;2
FRIGNANO;;;MO! LISTA CIVICA CAMPANIA;1;;
GALLO MATESE;CALDORO STEFANO;;;;;85
GALLO MATESE;;;FORZA ITALIA;48;;
GALLO MATESE;;;NCD - CAMPANIA POPOLARE;22;;
GALLO MATESE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
GALLO MATESE;;;CALDORO PRESIDENTE;4;;
GALLO MATESE;;;NOI SUD;0;;
GALLO MATESE;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GALLO MATESE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
GALLO MATESE;;;POPOLARI PER L'ITALIA;0;;
GALLO MATESE;DE LUCA VINCENZO;;;;;65
GALLO MATESE;;;PARTITO DEMOCRATICO;49;;
GALLO MATESE;;;CAMPANIA LIBERA;10;;
GALLO MATESE;;;PARTITO SOCIALISTA ITALIANO;1;;
GALLO MATESE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
GALLO MATESE;;;UNIONE DI CENTRO;1;;
GALLO MATESE;;;CAMPANIA IN RETE;1;;
GALLO MATESE;;;ITALIA DEI VALORI;1;;
GALLO MATESE;;;DAVVERO-VERDI;0;;
GALLO MATESE;CIARAMBINO VALERIA;;;;;37
GALLO MATESE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;37;;
GALLO MATESE;ESPOSITO MARCO;;;;;3
GALLO MATESE;;;MO! LISTA CIVICA CAMPANIA;3;;
GALLO MATESE;VOZZA SALVATORE;;;;;0
GALLO MATESE;;;SINISTRA AL LAVORO;0;;
GALLUCCIO;DE LUCA VINCENZO;;;;;344
GALLUCCIO;;;PARTITO DEMOCRATICO;249;;
GALLUCCIO;;;UNIONE DI CENTRO;43;;
GALLUCCIO;;;CAMPANIA LIBERA;17;;
GALLUCCIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;14;;
GALLUCCIO;;;CAMPANIA IN RETE;13;;
GALLUCCIO;;;DAVVERO-VERDI;6;;
GALLUCCIO;;;PARTITO SOCIALISTA ITALIANO;4;;
GALLUCCIO;;;ITALIA DEI VALORI;0;;
GALLUCCIO;CALDORO STEFANO;;;;;332
GALLUCCIO;;;FORZA ITALIA;206;;
GALLUCCIO;;;CALDORO PRESIDENTE;79;;
GALLUCCIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
GALLUCCIO;;;NCD - CAMPANIA POPOLARE;6;;
GALLUCCIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
GALLUCCIO;;;POPOLARI PER L'ITALIA;2;;
GALLUCCIO;;;NOI SUD;1;;
GALLUCCIO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
GALLUCCIO;CIARAMBINO VALERIA;;;;;120
GALLUCCIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;114;;
GALLUCCIO;VOZZA SALVATORE;;;;;34
GALLUCCIO;;;SINISTRA AL LAVORO;37;;
GALLUCCIO;ESPOSITO MARCO;;;;;1
GALLUCCIO;;;MO! LISTA CIVICA CAMPANIA;1;;
GIANO VETUSTO;CALDORO STEFANO;;;;;184
GIANO VETUSTO;;;FORZA ITALIA;71;;
GIANO VETUSTO;;;CALDORO PRESIDENTE;66;;
GIANO VETUSTO;;;NCD - CAMPANIA POPOLARE;29;;
GIANO VETUSTO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
GIANO VETUSTO;;;POPOLARI PER L'ITALIA;2;;
GIANO VETUSTO;;;NOI SUD;0;;
GIANO VETUSTO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GIANO VETUSTO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
GIANO VETUSTO;DE LUCA VINCENZO;;;;;89
GIANO VETUSTO;;;CAMPANIA IN RETE;31;;
GIANO VETUSTO;;;PARTITO DEMOCRATICO;27;;
GIANO VETUSTO;;;CAMPANIA LIBERA;20;;
GIANO VETUSTO;;;UNIONE DI CENTRO;5;;
GIANO VETUSTO;;;ITALIA DEI VALORI;4;;
GIANO VETUSTO;;;PARTITO SOCIALISTA ITALIANO;3;;
GIANO VETUSTO;;;DAVVERO-VERDI;2;;
GIANO VETUSTO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;2;;
GIANO VETUSTO;CIARAMBINO VALERIA;;;;;30
GIANO VETUSTO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;23;;
GIANO VETUSTO;VOZZA SALVATORE;;;;;3
GIANO VETUSTO;;;SINISTRA AL LAVORO;3;;
GIANO VETUSTO;ESPOSITO MARCO;;;;;0
GIANO VETUSTO;;;MO! LISTA CIVICA CAMPANIA;0;;
GIOIA SANNITICA;CALDORO STEFANO;;;;;638
GIOIA SANNITICA;;;FORZA ITALIA;478;;
GIOIA SANNITICA;;;CALDORO PRESIDENTE;53;;
GIOIA SANNITICA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
GIOIA SANNITICA;;;NCD - CAMPANIA POPOLARE;35;;
GIOIA SANNITICA;;;NOI SUD;11;;
GIOIA SANNITICA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
GIOIA SANNITICA;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
GIOIA SANNITICA;;;POPOLARI PER L'ITALIA;1;;
GIOIA SANNITICA;DE LUCA VINCENZO;;;;;522
GIOIA SANNITICA;;;PARTITO DEMOCRATICO;427;;
GIOIA SANNITICA;;;CAMPANIA LIBERA;23;;
GIOIA SANNITICA;;;UNIONE DI CENTRO;17;;
GIOIA SANNITICA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;16;;
GIOIA SANNITICA;;;PARTITO SOCIALISTA ITALIANO;8;;
GIOIA SANNITICA;;;DAVVERO-VERDI;5;;
GIOIA SANNITICA;;;CAMPANIA IN RETE;3;;
GIOIA SANNITICA;;;ITALIA DEI VALORI;2;;
GIOIA SANNITICA;CIARAMBINO VALERIA;;;;;135
GIOIA SANNITICA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;128;;
GIOIA SANNITICA;ESPOSITO MARCO;;;;;4
GIOIA SANNITICA;;;MO! LISTA CIVICA CAMPANIA;5;;
GIOIA SANNITICA;VOZZA SALVATORE;;;;;2
GIOIA SANNITICA;;;SINISTRA AL LAVORO;2;;
GRAZZANISE;CALDORO STEFANO;;;;;2244
GRAZZANISE;;;FORZA ITALIA;973;;
GRAZZANISE;;;NCD - CAMPANIA POPOLARE;487;;
GRAZZANISE;;;CALDORO PRESIDENTE;473;;
GRAZZANISE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;246;;
GRAZZANISE;;;NOI SUD;31;;
GRAZZANISE;;;MAI PIU' LA TERRA DEI FUOCHI;15;;
GRAZZANISE;;;POPOLARI PER L'ITALIA;11;;
GRAZZANISE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
GRAZZANISE;DE LUCA VINCENZO;;;;;1191
GRAZZANISE;;;PARTITO DEMOCRATICO;517;;
GRAZZANISE;;;CAMPANIA LIBERA;190;;
GRAZZANISE;;;CAMPANIA IN RETE;146;;
GRAZZANISE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;134;;
GRAZZANISE;;;UNIONE DI CENTRO;77;;
GRAZZANISE;;;ITALIA DEI VALORI;46;;
GRAZZANISE;;;PARTITO SOCIALISTA ITALIANO;29;;
GRAZZANISE;;;DAVVERO-VERDI;16;;
GRAZZANISE;CIARAMBINO VALERIA;;;;;561
GRAZZANISE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;548;;
GRAZZANISE;VOZZA SALVATORE;;;;;33
GRAZZANISE;;;SINISTRA AL LAVORO;33;;
GRAZZANISE;ESPOSITO MARCO;;;;;17
GRAZZANISE;;;MO! LISTA CIVICA CAMPANIA;17;;
GRICIGNANO DI AVERSA;CALDORO STEFANO;;;;;1696
GRICIGNANO DI AVERSA;;;FORZA ITALIA;892;;
GRICIGNANO DI AVERSA;;;CALDORO PRESIDENTE;349;;
GRICIGNANO DI AVERSA;;;NCD - CAMPANIA POPOLARE;260;;
GRICIGNANO DI AVERSA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;135;;
GRICIGNANO DI AVERSA;;;NOI SUD;34;;
GRICIGNANO DI AVERSA;;;MAI PIU' LA TERRA DEI FUOCHI;13;;
GRICIGNANO DI AVERSA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;11;;
GRICIGNANO DI AVERSA;;;POPOLARI PER L'ITALIA;4;;
GRICIGNANO DI AVERSA;DE LUCA VINCENZO;;;;;1343
GRICIGNANO DI AVERSA;;;PARTITO DEMOCRATICO;684;;
GRICIGNANO DI AVERSA;;;CAMPANIA LIBERA;337;;
GRICIGNANO DI AVERSA;;;UNIONE DI CENTRO;163;;
GRICIGNANO DI AVERSA;;;CAMPANIA IN RETE;62;;
GRICIGNANO DI AVERSA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;38;;
GRICIGNANO DI AVERSA;;;ITALIA DEI VALORI;19;;
GRICIGNANO DI AVERSA;;;PARTITO SOCIALISTA ITALIANO;6;;
GRICIGNANO DI AVERSA;;;DAVVERO-VERDI;4;;
GRICIGNANO DI AVERSA;CIARAMBINO VALERIA;;;;;1153
GRICIGNANO DI AVERSA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1146;;
GRICIGNANO DI AVERSA;VOZZA SALVATORE;;;;;33
GRICIGNANO DI AVERSA;;;SINISTRA AL LAVORO;29;;
GRICIGNANO DI AVERSA;ESPOSITO MARCO;;;;;10
GRICIGNANO DI AVERSA;;;MO! LISTA CIVICA CAMPANIA;6;;
LETINO;DE LUCA VINCENZO;;;;;139
LETINO;;;PARTITO DEMOCRATICO;98;;
LETINO;;;CAMPANIA LIBERA;19;;
LETINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;12;;
LETINO;;;UNIONE DI CENTRO;4;;
LETINO;;;CAMPANIA IN RETE;2;;
LETINO;;;DAVVERO-VERDI;1;;
LETINO;;;ITALIA DEI VALORI;1;;
LETINO;;;PARTITO SOCIALISTA ITALIANO;0;;
LETINO;CALDORO STEFANO;;;;;95
LETINO;;;FORZA ITALIA;63;;
LETINO;;;NCD - CAMPANIA POPOLARE;15;;
LETINO;;;CALDORO PRESIDENTE;13;;
LETINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
LETINO;;;POPOLARI PER L'ITALIA;2;;
LETINO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
LETINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
LETINO;;;NOI SUD;0;;
LETINO;CIARAMBINO VALERIA;;;;;63
LETINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;63;;
LETINO;VOZZA SALVATORE;;;;;6
LETINO;;;SINISTRA AL LAVORO;6;;
LETINO;ESPOSITO MARCO;;;;;0
LETINO;;;MO! LISTA CIVICA CAMPANIA;0;;
LIBERI;CALDORO STEFANO;;;;;409
LIBERI;;;CALDORO PRESIDENTE;250;;
LIBERI;;;FORZA ITALIA;105;;
LIBERI;;;NCD - CAMPANIA POPOLARE;48;;
LIBERI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;17;;
LIBERI;;;NOI SUD;2;;
LIBERI;;;POPOLARI PER L'ITALIA;2;;
LIBERI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
LIBERI;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
LIBERI;DE LUCA VINCENZO;;;;;120
LIBERI;;;PARTITO DEMOCRATICO;55;;
LIBERI;;;CAMPANIA LIBERA;30;;
LIBERI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
LIBERI;;;DAVVERO-VERDI;4;;
LIBERI;;;ITALIA DEI VALORI;2;;
LIBERI;;;CAMPANIA IN RETE;2;;
LIBERI;;;UNIONE DI CENTRO;1;;
LIBERI;;;PARTITO SOCIALISTA ITALIANO;1;;
LIBERI;CIARAMBINO VALERIA;;;;;40
LIBERI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;39;;
LIBERI;VOZZA SALVATORE;;;;;3
LIBERI;;;SINISTRA AL LAVORO;3;;
LIBERI;ESPOSITO MARCO;;;;;2
LIBERI;;;MO! LISTA CIVICA CAMPANIA;1;;
LUSCIANO;CALDORO STEFANO;;;;;3463
LUSCIANO;;;FORZA ITALIA;1466;;
LUSCIANO;;;NCD - CAMPANIA POPOLARE;1013;;
LUSCIANO;;;CALDORO PRESIDENTE;624;;
LUSCIANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;213;;
LUSCIANO;;;NOI SUD;60;;
LUSCIANO;;;MAI PIU' LA TERRA DEI FUOCHI;18;;
LUSCIANO;;;POPOLARI PER L'ITALIA;11;;
LUSCIANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;6;;
LUSCIANO;DE LUCA VINCENZO;;;;;1513
LUSCIANO;;;PARTITO DEMOCRATICO;759;;
LUSCIANO;;;CAMPANIA LIBERA;312;;
LUSCIANO;;;CAMPANIA IN RETE;138;;
LUSCIANO;;;UNIONE DI CENTRO;125;;
LUSCIANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;64;;
LUSCIANO;;;PARTITO SOCIALISTA ITALIANO;33;;
LUSCIANO;;;ITALIA DEI VALORI;14;;
LUSCIANO;;;DAVVERO-VERDI;11;;
LUSCIANO;CIARAMBINO VALERIA;;;;;905
LUSCIANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;849;;
LUSCIANO;VOZZA SALVATORE;;;;;29
LUSCIANO;;;SINISTRA AL LAVORO;26;;
LUSCIANO;ESPOSITO MARCO;;;;;21
LUSCIANO;;;MO! LISTA CIVICA CAMPANIA;19;;
MACERATA CAMPANIA;CALDORO STEFANO;;;;;2318
MACERATA CAMPANIA;;;FORZA ITALIA;1124;;
MACERATA CAMPANIA;;;CALDORO PRESIDENTE;429;;
MACERATA CAMPANIA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;378;;
MACERATA CAMPANIA;;;NCD - CAMPANIA POPOLARE;278;;
MACERATA CAMPANIA;;;MAI PIU' LA TERRA DEI FUOCHI;32;;
MACERATA CAMPANIA;;;NOI SUD;17;;
MACERATA CAMPANIA;;;POPOLARI PER L'ITALIA;16;;
MACERATA CAMPANIA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;15;;
MACERATA CAMPANIA;DE LUCA VINCENZO;;;;;2171
MACERATA CAMPANIA;;;PARTITO DEMOCRATICO;901;;
MACERATA CAMPANIA;;;CAMPANIA LIBERA;438;;
MACERATA CAMPANIA;;;CAMPANIA IN RETE;230;;
MACERATA CAMPANIA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;211;;
MACERATA CAMPANIA;;;ITALIA DEI VALORI;134;;
MACERATA CAMPANIA;;;UNIONE DI CENTRO;97;;
MACERATA CAMPANIA;;;PARTITO SOCIALISTA ITALIANO;59;;
MACERATA CAMPANIA;;;DAVVERO-VERDI;14;;
MACERATA CAMPANIA;CIARAMBINO VALERIA;;;;;1225
MACERATA CAMPANIA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1216;;
MACERATA CAMPANIA;VOZZA SALVATORE;;;;;60
MACERATA CAMPANIA;;;SINISTRA AL LAVORO;57;;
MACERATA CAMPANIA;ESPOSITO MARCO;;;;;56
MACERATA CAMPANIA;;;MO! LISTA CIVICA CAMPANIA;52;;
MADDALONI;DE LUCA VINCENZO;;;;;7334
MADDALONI;;;CAMPANIA LIBERA;3043;;
MADDALONI;;;PARTITO DEMOCRATICO;2409;;
MADDALONI;;;UNIONE DI CENTRO;515;;
MADDALONI;;;CAMPANIA IN RETE;496;;
MADDALONI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;387;;
MADDALONI;;;DAVVERO-VERDI;144;;
MADDALONI;;;ITALIA DEI VALORI;58;;
MADDALONI;;;PARTITO SOCIALISTA ITALIANO;42;;
MADDALONI;CALDORO STEFANO;;;;;5032
MADDALONI;;;FORZA ITALIA;2913;;
MADDALONI;;;CALDORO PRESIDENTE;821;;
MADDALONI;;;NCD - CAMPANIA POPOLARE;719;;
MADDALONI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;478;;
MADDALONI;;;NOI SUD;77;;
MADDALONI;;;MAI PIU' LA TERRA DEI FUOCHI;40;;
MADDALONI;;;POPOLARI PER L'ITALIA;29;;
MADDALONI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;22;;
MADDALONI;CIARAMBINO VALERIA;;;;;2068
MADDALONI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1863;;
MADDALONI;VOZZA SALVATORE;;;;;244
MADDALONI;;;SINISTRA AL LAVORO;248;;
MADDALONI;ESPOSITO MARCO;;;;;94
MADDALONI;;;MO! LISTA CIVICA CAMPANIA;78;;
MARCIANISE;CALDORO STEFANO;;;;;7183
MARCIANISE;;;FORZA ITALIA;4180;;
MARCIANISE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1710;;
MARCIANISE;;;NCD - CAMPANIA POPOLARE;835;;
MARCIANISE;;;CALDORO PRESIDENTE;458;;
MARCIANISE;;;NOI SUD;56;;
MARCIANISE;;;MAI PIU' LA TERRA DEI FUOCHI;44;;
MARCIANISE;;;POPOLARI PER L'ITALIA;21;;
MARCIANISE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;9;;
MARCIANISE;DE LUCA VINCENZO;;;;;7008
MARCIANISE;;;PARTITO DEMOCRATICO;3952;;
MARCIANISE;;;CAMPANIA LIBERA;993;;
MARCIANISE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;993;;
MARCIANISE;;;CAMPANIA IN RETE;323;;
MARCIANISE;;;UNIONE DI CENTRO;302;;
MARCIANISE;;;ITALIA DEI VALORI;166;;
MARCIANISE;;;PARTITO SOCIALISTA ITALIANO;45;;
MARCIANISE;;;DAVVERO-VERDI;31;;
MARCIANISE;CIARAMBINO VALERIA;;;;;2663
MARCIANISE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2474;;
MARCIANISE;VOZZA SALVATORE;;;;;164
MARCIANISE;;;SINISTRA AL LAVORO;156;;
MARCIANISE;ESPOSITO MARCO;;;;;88
MARCIANISE;;;MO! LISTA CIVICA CAMPANIA;67;;
MARZANO APPIO;CALDORO STEFANO;;;;;437
MARZANO APPIO;;;FORZA ITALIA;220;;
MARZANO APPIO;;;CALDORO PRESIDENTE;105;;
MARZANO APPIO;;;NOI SUD;31;;
MARZANO APPIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;30;;
MARZANO APPIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;26;;
MARZANO APPIO;;;NCD - CAMPANIA POPOLARE;22;;
MARZANO APPIO;;;POPOLARI PER L'ITALIA;2;;
MARZANO APPIO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
MARZANO APPIO;DE LUCA VINCENZO;;;;;312
MARZANO APPIO;;;PARTITO DEMOCRATICO;206;;
MARZANO APPIO;;;UNIONE DI CENTRO;32;;
MARZANO APPIO;;;PARTITO SOCIALISTA ITALIANO;21;;
MARZANO APPIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;17;;
MARZANO APPIO;;;CAMPANIA IN RETE;15;;
MARZANO APPIO;;;CAMPANIA LIBERA;13;;
MARZANO APPIO;;;ITALIA DEI VALORI;3;;
MARZANO APPIO;;;DAVVERO-VERDI;1;;
MARZANO APPIO;CIARAMBINO VALERIA;;;;;180
MARZANO APPIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;174;;
MARZANO APPIO;VOZZA SALVATORE;;;;;13
MARZANO APPIO;;;SINISTRA AL LAVORO;13;;
MARZANO APPIO;ESPOSITO MARCO;;;;;0
MARZANO APPIO;;;MO! LISTA CIVICA CAMPANIA;0;;
MIGNANO MONTE LUNGO;CALDORO STEFANO;;;;;633
MIGNANO MONTE LUNGO;;;FORZA ITALIA;303;;
MIGNANO MONTE LUNGO;;;CALDORO PRESIDENTE;137;;
MIGNANO MONTE LUNGO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;73;;
MIGNANO MONTE LUNGO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;50;;
MIGNANO MONTE LUNGO;;;NCD - CAMPANIA POPOLARE;49;;
MIGNANO MONTE LUNGO;;;NOI SUD;6;;
MIGNANO MONTE LUNGO;;;MAI PIU' LA TERRA DEI FUOCHI;4;;
MIGNANO MONTE LUNGO;;;POPOLARI PER L'ITALIA;1;;
MIGNANO MONTE LUNGO;DE LUCA VINCENZO;;;;;549
MIGNANO MONTE LUNGO;;;PARTITO DEMOCRATICO;411;;
MIGNANO MONTE LUNGO;;;CAMPANIA LIBERA;44;;
MIGNANO MONTE LUNGO;;;PARTITO SOCIALISTA ITALIANO;40;;
MIGNANO MONTE LUNGO;;;UNIONE DI CENTRO;22;;
MIGNANO MONTE LUNGO;;;CAMPANIA IN RETE;8;;
MIGNANO MONTE LUNGO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;7;;
MIGNANO MONTE LUNGO;;;DAVVERO-VERDI;6;;
MIGNANO MONTE LUNGO;;;ITALIA DEI VALORI;2;;
MIGNANO MONTE LUNGO;CIARAMBINO VALERIA;;;;;236
MIGNANO MONTE LUNGO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;229;;
MIGNANO MONTE LUNGO;VOZZA SALVATORE;;;;;38
MIGNANO MONTE LUNGO;;;SINISTRA AL LAVORO;38;;
MIGNANO MONTE LUNGO;ESPOSITO MARCO;;;;;0
MIGNANO MONTE LUNGO;;;MO! LISTA CIVICA CAMPANIA;0;;
MONDRAGONE;DE LUCA VINCENZO;;;;;4378
MONDRAGONE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;2498;;
MONDRAGONE;;;PARTITO DEMOCRATICO;1241;;
MONDRAGONE;;;CAMPANIA LIBERA;223;;
MONDRAGONE;;;CAMPANIA IN RETE;192;;
MONDRAGONE;;;UNIONE DI CENTRO;94;;
MONDRAGONE;;;PARTITO SOCIALISTA ITALIANO;28;;
MONDRAGONE;;;DAVVERO-VERDI;21;;
MONDRAGONE;;;ITALIA DEI VALORI;20;;
