

Ente;Candidato;;Liste/Gruppi;Voti lista;;Voti candidato
CASTELVETERE IN VAL FORTORE;;;CALDORO PRESIDENTE;26;;
CASTELVETERE IN VAL FORTORE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
CASTELVETERE IN VAL FORTORE;;;NCD - CAMPANIA POPOLARE;11;;
CASTELVETERE IN VAL FORTORE;;;POPOLARI PER L'ITALIA;3;;
CASTELVETERE IN VAL FORTORE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
CASTELVETERE IN VAL FORTORE;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
CASTELVETERE IN VAL FORTORE;;;NOI SUD;0;;
CASTELVETERE IN VAL FORTORE;DE LUCA VINCENZO;;;;;124
CASTELVETERE IN VAL FORTORE;;;PARTITO DEMOCRATICO;83;;
CASTELVETERE IN VAL FORTORE;;;DE LUCA PRESIDENTE;13;;
CASTELVETERE IN VAL FORTORE;;;ITALIA DEI VALORI;12;;
CASTELVETERE IN VAL FORTORE;;;CAMPANIA LIBERA;7;;
CASTELVETERE IN VAL FORTORE;;;DAVVERO-VERDI;5;;
CASTELVETERE IN VAL FORTORE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
CASTELVETERE IN VAL FORTORE;;;PARTITO SOCIALISTA ITALIANO;0;;
CASTELVETERE IN VAL FORTORE;;;CAMPANIA IN RETE;0;;
CASTELVETERE IN VAL FORTORE;CIARAMBINO VALERIA;;;;;42
CASTELVETERE IN VAL FORTORE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;39;;
CASTELVETERE IN VAL FORTORE;VOZZA SALVATORE;;;;;4
CASTELVETERE IN VAL FORTORE;;;SINISTRA AL LAVORO;4;;
CASTELVETERE IN VAL FORTORE;ESPOSITO MARCO;;;;;0
CASTELVETERE IN VAL FORTORE;;
CAUTANO;CALDORO STEFANO;;;;;414
CAUTANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;137;;
CAUTANO;;;FORZA ITALIA;112;;
CAUTANO;;;NCD - CAMPANIA POPOLARE;59;;
CAUTANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
CAUTANO;;;CALDORO PRESIDENTE;21;;
CAUTANO;;;POPOLARI PER L'ITALIA;18;;
CAUTANO;;;NOI SUD;1;;
CAUTANO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CAUTANO;DE LUCA VINCENZO;;;;;183
CAUTANO;;;PARTITO DEMOCRATICO;131;;
CAUTANO;;;DE LUCA PRESIDENTE;25;;
CAUTANO;;;DAVVERO-VERDI;4;;
CAUTANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
CAUTANO;;;CAMPANIA IN RETE;2;;
CAUTANO;;;ITALIA DEI VALORI;2;;
CAUTANO;;;PARTITO SOCIALISTA ITALIANO;2;;
CAUTANO;;;CAMPANIA LIBERA;1;;
CAUTANO;CIARAMBINO VALERIA;;;;;124
CAUTANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;112;;
CAUTANO;VOZZA SALVATORE;;;;;19
CAUTANO;;;SINISTRA AL LAVORO;18;;
CAUTANO;ESPOSITO MARCO;;;;;0
CAUTANO;;
CEPPALONI;CALDORO STEFANO;;;;;1079
CEPPALONI;;;FORZA ITALIA;918;;
CEPPALONI;;;NCD - CAMPANIA POPOLARE;86;;
CEPPALONI;;;CALDORO PRESIDENTE;32;;
CEPPALONI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
CEPPALONI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;9;;
CEPPALONI;;;MAI PIU' LA TERRA DEI FUOCHI;5;;
CEPPALONI;;;NOI SUD;4;;
CEPPALONI;;;POPOLARI PER L'ITALIA;0;;
CEPPALONI;DE LUCA VINCENZO;;;;;342
CEPPALONI;;;PARTITO DEMOCRATICO;142;;
CEPPALONI;;;DE LUCA PRESIDENTE;96;;
CEPPALONI;;;PARTITO SOCIALISTA ITALIANO;13;;
CEPPALONI;;;CAMPANIA IN RETE;11;;
CEPPALONI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;10;;
CEPPALONI;;;ITALIA DEI VALORI;6;;
CEPPALONI;;;CAMPANIA LIBERA;5;;
CEPPALONI;;;DAVVERO-VERDI;5;;
CEPPALONI;CIARAMBINO VALERIA;;;;;312
CEPPALONI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;291;;
CEPPALONI;VOZZA SALVATORE;;;;;42
CEPPALONI;;;SINISTRA AL LAVORO;42;;
CEPPALONI;ESPOSITO MARCO;;;;;9
CEPPALONI;;
CERRETO SANNITA;CALDORO STEFANO;;;;;1032
CERRETO SANNITA;;;FORZA ITALIA;777;;
CERRETO SANNITA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;76;;
CERRETO SANNITA;;;NCD - CAMPANIA POPOLARE;52;;
CERRETO SANNITA;;;CALDORO PRESIDENTE;44;;
CERRETO SANNITA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;9;;
CERRETO SANNITA;;;POPOLARI PER L'ITALIA;6;;
CERRETO SANNITA;;;NOI SUD;6;;
CERRETO SANNITA;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CERRETO SANNITA;DE LUCA VINCENZO;;;;;569
CERRETO SANNITA;;;PARTITO DEMOCRATICO;418;;
CERRETO SANNITA;;;DE LUCA PRESIDENTE;60;;
CERRETO SANNITA;;;ITALIA DEI VALORI;23;;
CERRETO SANNITA;;;CAMPANIA LIBERA;21;;
CERRETO SANNITA;;;DAVVERO-VERDI;12;;
CERRETO SANNITA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
CERRETO SANNITA;;;PARTITO SOCIALISTA ITALIANO;3;;
CERRETO SANNITA;;;CAMPANIA IN RETE;2;;
CERRETO SANNITA;CIARAMBINO VALERIA;;;;;207
CERRETO SANNITA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;192;;
CERRETO SANNITA;VOZZA SALVATORE;;;;;52
CERRETO SANNITA;;;SINISTRA AL LAVORO;48;;
CERRETO SANNITA;ESPOSITO MARCO;;;;;1
CERRETO SANNITA;;
CIRCELLO;CALDORO STEFANO;;;;;398
CIRCELLO;;;FORZA ITALIA;255;;
CIRCELLO;;;NCD - CAMPANIA POPOLARE;61;;
CIRCELLO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;26;;
CIRCELLO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
CIRCELLO;;;CALDORO PRESIDENTE;17;;
CIRCELLO;;;NOI SUD;5;;
CIRCELLO;;;POPOLARI PER L'ITALIA;2;;
CIRCELLO;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
CIRCELLO;DE LUCA VINCENZO;;;;;328
CIRCELLO;;;PARTITO DEMOCRATICO;232;;
CIRCELLO;;;ITALIA DEI VALORI;37;;
CIRCELLO;;;DE LUCA PRESIDENTE;23;;
CIRCELLO;;;CAMPANIA LIBERA;20;;
CIRCELLO;;;CAMPANIA IN RETE;4;;
CIRCELLO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;3;;
CIRCELLO;;;PARTITO SOCIALISTA ITALIANO;2;;
CIRCELLO;;;DAVVERO-VERDI;0;;
CIRCELLO;CIARAMBINO VALERIA;;;;;178
CIRCELLO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;175;;
CIRCELLO;VOZZA SALVATORE;;;;;3
CIRCELLO;;;SINISTRA AL LAVORO;3;;
CIRCELLO;ESPOSITO MARCO;;;;;1
CIRCELLO;;
COLLE SANNITA;DE LUCA VINCENZO;;;;;258
COLLE SANNITA;;;PARTITO DEMOCRATICO;177;;
COLLE SANNITA;;;ITALIA DEI VALORI;34;;
COLLE SANNITA;;;DE LUCA PRESIDENTE;19;;
COLLE SANNITA;;;CAMPANIA IN RETE;7;;
COLLE SANNITA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;5;;
COLLE SANNITA;;;CAMPANIA LIBERA;2;;
COLLE SANNITA;;;DAVVERO-VERDI;2;;
COLLE SANNITA;;;PARTITO SOCIALISTA ITALIANO;1;;
COLLE SANNITA;CALDORO STEFANO;;;;;212
COLLE SANNITA;;;FORZA ITALIA;149;;
COLLE SANNITA;;;NCD - CAMPANIA POPOLARE;21;;
COLLE SANNITA;;;CALDORO PRESIDENTE;13;;
COLLE SANNITA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;13;;
COLLE SANNITA;;;NOI SUD;9;;
COLLE SANNITA;;;POPOLARI PER L'ITALIA;1;;
COLLE SANNITA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
COLLE SANNITA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
COLLE SANNITA;CIARAMBINO VALERIA;;;;;195
COLLE SANNITA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;194;;
COLLE SANNITA;VOZZA SALVATORE;;;;;10
COLLE SANNITA;;;SINISTRA AL LAVORO;10;;
COLLE SANNITA;ESPOSITO MARCO;;;;;0
COLLE SANNITA;;
CUSANO MUTRI;DE LUCA VINCENZO;;;;;931
CUSANO MUTRI;;;DAVVERO-VERDI;623;;
CUSANO MUTRI;;;PARTITO DEMOCRATICO;159;;
CUSANO MUTRI;;;DE LUCA PRESIDENTE;54;;
CUSANO MUTRI;;;CAMPANIA LIBERA;41;;
CUSANO MUTRI;;;CAMPANIA IN RETE;11;;
CUSANO MUTRI;;;ITALIA DEI VALORI;10;;
CUSANO MUTRI;;;PARTITO SOCIALISTA ITALIANO;6;;
CUSANO MUTRI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;2;;
CUSANO MUTRI;CALDORO STEFANO;;;;;541
CUSANO MUTRI;;;FORZA ITALIA;409;;
CUSANO MUTRI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
CUSANO MUTRI;;;CALDORO PRESIDENTE;25;;
CUSANO MUTRI;;;NCD - CAMPANIA POPOLARE;16;;
CUSANO MUTRI;;;MAI PIU' LA TERRA DEI FUOCHI;5;;
CUSANO MUTRI;;;NOI SUD;5;;
CUSANO MUTRI;;;POPOLARI PER L'ITALIA;3;;
CUSANO MUTRI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;2;;
CUSANO MUTRI;CIARAMBINO VALERIA;;;;;201
CUSANO MUTRI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;190;;
CUSANO MUTRI;VOZZA SALVATORE;;;;;7
CUSANO MUTRI;;;SINISTRA AL LAVORO;5;;
CUSANO MUTRI;ESPOSITO MARCO;;;;;3
CUSANO MUTRI;;
DUGENTA;CALDORO STEFANO;;;;;586
DUGENTA;;;FORZA ITALIA;448;;
DUGENTA;;;NCD - CAMPANIA POPOLARE;45;;
DUGENTA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
DUGENTA;;;CALDORO PRESIDENTE;19;;
DUGENTA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;11;;
DUGENTA;;;NOI SUD;4;;
DUGENTA;;;MAI PIU' LA TERRA DEI FUOCHI;3;;
DUGENTA;;;POPOLARI PER L'ITALIA;3;;
DUGENTA;DE LUCA VINCENZO;;;;;490
DUGENTA;;;PARTITO DEMOCRATICO;421;;
DUGENTA;;;DE LUCA PRESIDENTE;18;;
DUGENTA;;;CAMPANIA IN RETE;16;;
DUGENTA;;;CAMPANIA LIBERA;15;;
DUGENTA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
DUGENTA;;;DAVVERO-VERDI;5;;
DUGENTA;;;ITALIA DEI VALORI;1;;
DUGENTA;;;PARTITO SOCIALISTA ITALIANO;0;;
DUGENTA;CIARAMBINO VALERIA;;;;;227
DUGENTA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;219;;
DUGENTA;VOZZA SALVATORE;;;;;4
DUGENTA;;;SINISTRA AL LAVORO;2;;
DUGENTA;ESPOSITO MARCO;;;;;1
DUGENTA;;
DURAZZANO;CALDORO STEFANO;;;;;423
DURAZZANO;;;FORZA ITALIA;319;;
DURAZZANO;;;NCD - CAMPANIA POPOLARE;60;;
DURAZZANO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;28;;
DURAZZANO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
DURAZZANO;;;CALDORO PRESIDENTE;5;;
DURAZZANO;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
DURAZZANO;;;NOI SUD;0;;
DURAZZANO;;;POPOLARI PER L'ITALIA;0;;
DURAZZANO;DE LUCA VINCENZO;;;;;287
DURAZZANO;;;PARTITO DEMOCRATICO;263;;
DURAZZANO;;;DE LUCA PRESIDENTE;10;;
DURAZZANO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;4;;
DURAZZANO;;;CAMPANIA IN RETE;4;;
DURAZZANO;;;ITALIA DEI VALORI;3;;
DURAZZANO;;;DAVVERO-VERDI;0;;
DURAZZANO;;;PARTITO SOCIALISTA ITALIANO;0;;
DURAZZANO;;;CAMPANIA LIBERA;0;;
DURAZZANO;CIARAMBINO VALERIA;;;;;138
DURAZZANO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;136;;
DURAZZANO;VOZZA SALVATORE;;;;;5
DURAZZANO;;;SINISTRA AL LAVORO;3;;
DURAZZANO;ESPOSITO MARCO;;;;;0
DURAZZANO;;
FAICCHIO;CALDORO STEFANO;;;;;643
FAICCHIO;;;FORZA ITALIA;524;;
FAICCHIO;;;NCD - CAMPANIA POPOLARE;28;;
FAICCHIO;;;CALDORO PRESIDENTE;23;;
FAICCHIO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
FAICCHIO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;16;;
FAICCHIO;;;NOI SUD;3;;
FAICCHIO;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
FAICCHIO;;;POPOLARI PER L'ITALIA;1;;
FAICCHIO;DE LUCA VINCENZO;;;;;325
FAICCHIO;;;PARTITO DEMOCRATICO;221;;
FAICCHIO;;;CAMPANIA LIBERA;37;;
FAICCHIO;;;DE LUCA PRESIDENTE;29;;
FAICCHIO;;;DAVVERO-VERDI;7;;
FAICCHIO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;7;;
FAICCHIO;;;ITALIA DEI VALORI;4;;
FAICCHIO;;;CAMPANIA IN RETE;3;;
FAICCHIO;;;PARTITO SOCIALISTA ITALIANO;2;;
FAICCHIO;CIARAMBINO VALERIA;;;;;178
FAICCHIO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;173;;
FAICCHIO;VOZZA SALVATORE;;;;;5
FAICCHIO;;;SINISTRA AL LAVORO;4;;
FAICCHIO;ESPOSITO MARCO;;;;;0
FAICCHIO;;
FOGLIANISE;CALDORO STEFANO;;;;;638
FOGLIANISE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;261;;
FOGLIANISE;;;FORZA ITALIA;131;;
FOGLIANISE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;116;;
FOGLIANISE;;;NCD - CAMPANIA POPOLARE;37;;
FOGLIANISE;;;CALDORO PRESIDENTE;22;;
FOGLIANISE;;;NOI SUD;3;;
FOGLIANISE;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
FOGLIANISE;;;POPOLARI PER L'ITALIA;1;;
FOGLIANISE;DE LUCA VINCENZO;;;;;449
FOGLIANISE;;;PARTITO DEMOCRATICO;350;;
FOGLIANISE;;;DE LUCA PRESIDENTE;46;;
FOGLIANISE;;;PARTITO SOCIALISTA ITALIANO;22;;
FOGLIANISE;;;CAMPANIA LIBERA;15;;
FOGLIANISE;;;ITALIA DEI VALORI;11;;
FOGLIANISE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
FOGLIANISE;;;CAMPANIA IN RETE;3;;
FOGLIANISE;;;DAVVERO-VERDI;0;;
FOGLIANISE;CIARAMBINO VALERIA;;;;;245
FOGLIANISE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;241;;
FOGLIANISE;VOZZA SALVATORE;;;;;35
FOGLIANISE;;;SINISTRA AL LAVORO;33;;
FOGLIANISE;ESPOSITO MARCO;;;;;2
FOGLIANISE;;
FOIANO DI VAL FORTORE;DE LUCA VINCENZO;;;;;352
FOIANO DI VAL FORTORE;;;PARTITO DEMOCRATICO;312;;
FOIANO DI VAL FORTORE;;;DE LUCA PRESIDENTE;19;;
FOIANO DI VAL FORTORE;;;ITALIA DEI VALORI;13;;
FOIANO DI VAL FORTORE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;3;;
FOIANO DI VAL FORTORE;;;DAVVERO-VERDI;2;;
FOIANO DI VAL FORTORE;;;CAMPANIA IN RETE;1;;
FOIANO DI VAL FORTORE;;;CAMPANIA LIBERA;1;;
FOIANO DI VAL FORTORE;;;PARTITO SOCIALISTA ITALIANO;0;;
FOIANO DI VAL FORTORE;CALDORO STEFANO;;;;;151
FOIANO DI VAL FORTORE;;;FORZA ITALIA;75;;
FOIANO DI VAL FORTORE;;;NCD - CAMPANIA POPOLARE;22;;
FOIANO DI VAL FORTORE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;15;;
FOIANO DI VAL FORTORE;;;CALDORO PRESIDENTE;13;;
FOIANO DI VAL FORTORE;;;MAI PIU' LA TERRA DEI FUOCHI;7;;
FOIANO DI VAL FORTORE;;;NOI SUD;3;;
FOIANO DI VAL FORTORE;;;POPOLARI PER L'ITALIA;0;;
FOIANO DI VAL FORTORE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
FOIANO DI VAL FORTORE;CIARAMBINO VALERIA;;;;;97
FOIANO DI VAL FORTORE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;96;;
FOIANO DI VAL FORTORE;VOZZA SALVATORE;;;;;5
FOIANO DI VAL FORTORE;;;SINISTRA AL LAVORO;5;;
FOIANO DI VAL FORTORE;ESPOSITO MARCO;;;;;2
FOIANO DI VAL FORTORE;;
FORCHIA;CALDORO STEFANO;;;;;275
FORCHIA;;;NCD - CAMPANIA POPOLARE;215;;
FORCHIA;;;FORZA ITALIA;49;;
FORCHIA;;;CALDORO PRESIDENTE;8;;
FORCHIA;;;NOI SUD;3;;
FORCHIA;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
FORCHIA;;;POPOLARI PER L'ITALIA;1;;
FORCHIA;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
FORCHIA;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
FORCHIA;DE LUCA VINCENZO;;;;;131
FORCHIA;;;PARTITO DEMOCRATICO;108;;
FORCHIA;;;CAMPANIA IN RETE;8;;
FORCHIA;;;DAVVERO-VERDI;3;;
FORCHIA;;;DE LUCA PRESIDENTE;3;;
FORCHIA;;;CAMPANIA LIBERA;1;;
FORCHIA;;;ITALIA DEI VALORI;0;;
FORCHIA;;;PARTITO SOCIALISTA ITALIANO;0;;
FORCHIA;;;CENTRO DEMOCRATICO-SCELTA CIVICA;0;;
FORCHIA;CIARAMBINO VALERIA;;;;;101
FORCHIA;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;98;;
FORCHIA;VOZZA SALVATORE;;;;;3
FORCHIA;;;SINISTRA AL LAVORO;3;;
FORCHIA;ESPOSITO MARCO;;;;;0
FORCHIA;;
FRAGNETO L'ABATE;CALDORO STEFANO;;;;;203
FRAGNETO L'ABATE;;;FORZA ITALIA;173;;
FRAGNETO L'ABATE;;;NCD - CAMPANIA POPOLARE;14;;
FRAGNETO L'ABATE;;;CALDORO PRESIDENTE;6;;
FRAGNETO L'ABATE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
FRAGNETO L'ABATE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;1;;
FRAGNETO L'ABATE;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
FRAGNETO L'ABATE;;;POPOLARI PER L'ITALIA;0;;
FRAGNETO L'ABATE;;;NOI SUD;0;;
FRAGNETO L'ABATE;DE LUCA VINCENZO;;;;;106
FRAGNETO L'ABATE;;;PARTITO DEMOCRATICO;73;;
FRAGNETO L'ABATE;;;DE LUCA PRESIDENTE;11;;
FRAGNETO L'ABATE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
FRAGNETO L'ABATE;;;ITALIA DEI VALORI;1;;
FRAGNETO L'ABATE;;;CAMPANIA IN RETE;1;;
FRAGNETO L'ABATE;;;CAMPANIA LIBERA;1;;
FRAGNETO L'ABATE;;;DAVVERO-VERDI;1;;
FRAGNETO L'ABATE;;;PARTITO SOCIALISTA ITALIANO;0;;
FRAGNETO L'ABATE;CIARAMBINO VALERIA;;;;;98
FRAGNETO L'ABATE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;98;;
FRAGNETO L'ABATE;VOZZA SALVATORE;;;;;2
FRAGNETO L'ABATE;;;SINISTRA AL LAVORO;2;;
FRAGNETO L'ABATE;ESPOSITO MARCO;;;;;0
FRAGNETO L'ABATE;;
FRAGNETO MONFORTE;CALDORO STEFANO;;;;;308
FRAGNETO MONFORTE;;;FORZA ITALIA;210;;
FRAGNETO MONFORTE;;;NCD - CAMPANIA POPOLARE;43;;
FRAGNETO MONFORTE;;;CALDORO PRESIDENTE;31;;
FRAGNETO MONFORTE;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;13;;
FRAGNETO MONFORTE;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;3;;
FRAGNETO MONFORTE;;;NOI SUD;2;;
FRAGNETO MONFORTE;;;MAI PIU' LA TERRA DEI FUOCHI;1;;
FRAGNETO MONFORTE;;;POPOLARI PER L'ITALIA;0;;
FRAGNETO MONFORTE;CIARAMBINO VALERIA;;;;;230
FRAGNETO MONFORTE;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;220;;
FRAGNETO MONFORTE;DE LUCA VINCENZO;;;;;174
FRAGNETO MONFORTE;;;PARTITO DEMOCRATICO;95;;
FRAGNETO MONFORTE;;;DE LUCA PRESIDENTE;30;;
FRAGNETO MONFORTE;;;CAMPANIA IN RETE;20;;
FRAGNETO MONFORTE;;;CAMPANIA LIBERA;11;;
FRAGNETO MONFORTE;;;ITALIA DEI VALORI;5;;
FRAGNETO MONFORTE;;;DAVVERO-VERDI;2;;
FRAGNETO MONFORTE;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
FRAGNETO MONFORTE;;;PARTITO SOCIALISTA ITALIANO;0;;
FRAGNETO MONFORTE;VOZZA SALVATORE;;;;;8
FRAGNETO MONFORTE;;;SINISTRA AL LAVORO;6;;
FRAGNETO MONFORTE;ESPOSITO MARCO;;;;;0
FRAGNETO MONFORTE;;
FRASSO TELESINO;CALDORO STEFANO;;;;;545
FRASSO TELESINO;;;FORZA ITALIA;209;;
FRASSO TELESINO;;;NCD - CAMPANIA POPOLARE;154;;
FRASSO TELESINO;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;124;;
FRASSO TELESINO;;;CALDORO PRESIDENTE;18;;
FRASSO TELESINO;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
FRASSO TELESINO;;;NOI SUD;4;;
FRASSO TELESINO;;;MAI PIU' LA TERRA DEI FUOCHI;2;;
FRASSO TELESINO;;;POPOLARI PER L'ITALIA;1;;
FRASSO TELESINO;DE LUCA VINCENZO;;;;;352
FRASSO TELESINO;;;PARTITO DEMOCRATICO;279;;
FRASSO TELESINO;;;DE LUCA PRESIDENTE;23;;
FRASSO TELESINO;;;CAMPANIA IN RETE;15;;
FRASSO TELESINO;;;CAMPANIA LIBERA;6;;
FRASSO TELESINO;;;CENTRO DEMOCRATICO-SCELTA CIVICA;6;;
FRASSO TELESINO;;;ITALIA DEI VALORI;6;;
FRASSO TELESINO;;;PARTITO SOCIALISTA ITALIANO;3;;
FRASSO TELESINO;;;DAVVERO-VERDI;1;;
FRASSO TELESINO;CIARAMBINO VALERIA;;;;;183
FRASSO TELESINO;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;182;;
FRASSO TELESINO;VOZZA SALVATORE;;;;;14
FRASSO TELESINO;;;SINISTRA AL LAVORO;12;;
FRASSO TELESINO;ESPOSITO MARCO;;;;;2
FRASSO TELESINO;;
GINESTRA DEGLI SCHIAVONI;CALDORO STEFANO;;;;;132
GINESTRA DEGLI SCHIAVONI;;;FORZA ITALIA;103;;
GINESTRA DEGLI SCHIAVONI;;;NCD - CAMPANIA POPOLARE;24;;
GINESTRA DEGLI SCHIAVONI;;;CALDORO PRESIDENTE;5;;
GINESTRA DEGLI SCHIAVONI;;;POPOLARI PER L'ITALIA;1;;
GINESTRA DEGLI SCHIAVONI;;;NOI SUD;0;;
GINESTRA DEGLI SCHIAVONI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;0;;
GINESTRA DEGLI SCHIAVONI;;;MAI PIU' LA TERRA DEI FUOCHI;0;;
GINESTRA DEGLI SCHIAVONI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;0;;
GINESTRA DEGLI SCHIAVONI;DE LUCA VINCENZO;;;;;73
GINESTRA DEGLI SCHIAVONI;;;PARTITO DEMOCRATICO;54;;
GINESTRA DEGLI SCHIAVONI;;;DE LUCA PRESIDENTE;11;;
GINESTRA DEGLI SCHIAVONI;;;ITALIA DEI VALORI;3;;
GINESTRA DEGLI SCHIAVONI;;;CAMPANIA IN RETE;2;;
GINESTRA DEGLI SCHIAVONI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;1;;
GINESTRA DEGLI SCHIAVONI;;;DAVVERO-VERDI;1;;
GINESTRA DEGLI SCHIAVONI;;;PARTITO SOCIALISTA ITALIANO;0;;
GINESTRA DEGLI SCHIAVONI;;;CAMPANIA LIBERA;0;;
GINESTRA DEGLI SCHIAVONI;CIARAMBINO VALERIA;;;;;19
GINESTRA DEGLI SCHIAVONI;;;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;16;;
GINESTRA DEGLI SCHIAVONI;VOZZA SALVATORE;;;;;4
GINESTRA DEGLI SCHIAVONI;;;SINISTRA AL LAVORO;3;;
GINESTRA DEGLI SCHIAVONI;ESPOSITO MARCO;;;;;0
GINESTRA DEGLI SCHIAVONI;;
GUARDIA SANFRAMONDI;DE LUCA VINCENZO;;;;;1085
GUARDIA SANFRAMONDI;;;PARTITO DEMOCRATICO;731;;
GUARDIA SANFRAMONDI;;;DE LUCA PRESIDENTE;138;;
GUARDIA SANFRAMONDI;;;CAMPANIA LIBERA;58;;
GUARDIA SANFRAMONDI;;;CENTRO DEMOCRATICO-SCELTA CIVICA;45;;
GUARDIA SANFRAMONDI;;;DAVVERO-VERDI;33;;
GUARDIA SANFRAMONDI;;;ITALIA DEI VALORI;23;;
GUARDIA SANFRAMONDI;;;CAMPANIA IN RETE;8;;
GUARDIA SANFRAMONDI;;;PARTITO SOCIALISTA ITALIANO;2;;
GUARDIA SANFRAMONDI;CALDORO STEFANO;;;;;1005
GUARDIA SANFRAMONDI;;;FORZA ITALIA;492;;
GUARDIA SANFRAMONDI;;;CALDORO PRESIDENTE;197;;
GUARDIA SANFRAMONDI;;;NCD - CAMPANIA POPOLARE;147;;
GUARDIA SANFRAMONDI;;;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;68;;
GUARDIA SANFRAMONDI;;;NOI SUD;16;;
GUARDIA SANFRAMONDI;;;VITTIME DELLA GIUSTIZIA E DEL FISCO;14;;
GUARDIA SANFRAMONDI;;;POPOLARI PER L'ITALIA;12;;
GUARDIA SANFRAMONDI;;;MAI PIU' LA TERRA DEI FUOCHI;7;;
GUARDIA SANFRAMONDI;CIARAMBINO VALERIA;;;;;625
