

Ente;Candidato;Liste/Gruppi;Voti lista;;
SANTA MARIA LA FOSSA;;NOI CON L'ITALIA - UDC;7;;
SANTA MARIA LA FOSSA;DELL'APROVITOLA MARIANNA;PARTITO DEMOCRATICO;130;;
SANTA MARIA LA FOSSA;;CIVICA POPOLARE LORENZIN;40;;
SANTA MARIA LA FOSSA;;ITALIA EUROPA INSIEME;7;;
SANTA MARIA LA FOSSA;;+EUROPA;2;;
SANTA MARIA LA FOSSA;DI FOGGIA ANGELA;POTERE AL POPOLO!;16;;
SANTA MARIA LA FOSSA;CORVINO CARLO;LIBERI E UGUALI;10;;
SANTA MARIA LA FOSSA;BRUNO PASQUALE;ITALIA AGLI ITALIANI;8;;
SANTA MARIA LA FOSSA;VOTA ANNA;CASAPOUND ITALIA;6;;
SANTA MARIA LA FOSSA;VELOTTI FILOMENA;IL POPOLO DELLA FAMIGLIA;2;;
SANTA MARIA LA FOSSA;PAOLUCCI LUCA;PARTITO COMUNISTA;2;;
SANTA MARIA LA FOSSA;MOTTOLA VALERIO;LISTA DEL POPOLO PER LA COSTITUZIONE;0;;
SANTA MARIA LA FOSSA;GUIDO ANIELLO;PARTITO VALORE UMANO;0;;
SANTA MARIA LA FOSSA;GIACOBONE GIOVANNA;PER UNA SINISTRA RIVOLUZIONARIA;0;;
SANT'ARPINO;GRIMALDI NICOLA;MOVIMENTO 5 STELLE;4667;;
SANT'ARPINO;CASTIELLO GIUSEPPINA;FORZA ITALIA;949;;
SANT'ARPINO;;LEGA;372;;
SANT'ARPINO;;FRATELLI D'ITALIA CON GIORGIA MELONI;312;;
SANT'ARPINO;;NOI CON L'ITALIA - UDC;139;;
SANT'ARPINO;DELL'APROVITOLA MARIANNA;PARTITO DEMOCRATICO;595;;
SANT'ARPINO;;ITALIA EUROPA INSIEME;184;;
SANT'ARPINO;;+EUROPA;160;;
SANT'ARPINO;;CIVICA POPOLARE LORENZIN;22;;
SANT'ARPINO;CORVINO CARLO;LIBERI E UGUALI;145;;
SANT'ARPINO;DI FOGGIA ANGELA;POTERE AL POPOLO!;89;;
SANT'ARPINO;BRUNO PASQUALE;ITALIA AGLI ITALIANI;33;;
SANT'ARPINO;VELOTTI FILOMENA;IL POPOLO DELLA FAMIGLIA;30;;
SANT'ARPINO;GIACOBONE GIOVANNA;PER UNA SINISTRA RIVOLUZIONARIA;30;;
SANT'ARPINO;VOTA ANNA;CASAPOUND ITALIA;29;;
SANT'ARPINO;PAOLUCCI LUCA;PARTITO COMUNISTA;17;;
SANT'ARPINO;MOTTOLA VALERIO;LISTA DEL POPOLO PER LA COSTITUZIONE;7;;
