

Ente;Candidato;Liste/Gruppi;Voti lista;;
SALERNO;ESPOSITO GENNARO;FORZA ITALIA;11164;;
SALERNO;;LEGA;3923;;
SALERNO;;FRATELLI D'ITALIA CON GIORGIA MELONI;3238;;
SALERNO;;NOI CON L'ITALIA - UDC;505;;
SALERNO;ANSALONE CARMINE;LIBERI E UGUALI;2991;;
SALERNO;DE FELICE PIO ANTONIO;POTERE AL POPOLO!;1275;;
SALERNO;ADINOLFI RAFFAELE;IL POPOLO DELLA FAMIGLIA;846;;
SALERNO;VOTA FRANCESCO;CASAPOUND ITALIA;459;;
SALERNO;PICARDI GIOVANNA;ITALIA AGLI ITALIANI;293;;
SALERNO;SERGIO ALESSANDRO;PARTITO COMUNISTA;225;;
SALERNO;GUARINIELLO ANNA;PARTITO VALORE UMANO;117;;
SALERNO;CURCI VALENTINA;PER UNA SINISTRA RIVOLUZIONARIA;72;;
SALERNO;PETRILLO FRANCO;10 VOLTE MEGLIO;63;;
SCALA;ESPOSITO GENNARO;FORZA ITALIA;254;;
SCALA;;LEGA;51;;
SCALA;;FRATELLI D'ITALIA CON GIORGIA MELONI;38;;
SCALA;;NOI CON L'ITALIA - UDC;11;;
SCALA;PROVENZA NICOLA;MOVIMENTO 5 STELLE;233;;
SCALA;DE LUCA PIERO;PARTITO DEMOCRATICO;116;;
SCALA;;+EUROPA;9;;
SCALA;;CIVICA POPOLARE LORENZIN;6;;
SCALA;;ITALIA EUROPA INSIEME;4;;
SCALA;ANSALONE CARMINE;LIBERI E UGUALI;9;;
SCALA;PICARDI GIOVANNA;ITALIA AGLI ITALIANI;8;;
SCALA;DE FELICE PIO ANTONIO;POTERE AL POPOLO!;4;;
SCALA;VOTA FRANCESCO;CASAPOUND ITALIA;3;;
SCALA;ADINOLFI RAFFAELE;IL POPOLO DELLA FAMIGLIA;3;;
SCALA;SERGIO ALESSANDRO;PARTITO COMUNISTA;2;;
SCALA;CURCI VALENTINA;PER UNA SINISTRA RIVOLUZIONARIA;2;;
SCALA;PETRILLO FRANCO;10 VOLTE MEGLIO;1;;
SCALA;GUARINIELLO ANNA;PARTITO VALORE UMANO;1;;
TRAMONTI;PROVENZA NICOLA;MOVIMENTO 5 STELLE;859;;
TRAMONTI;ESPOSITO GENNARO;FORZA ITALIA;565;;
TRAMONTI;;FRATELLI D'ITALIA CON GIORGIA MELONI;135;;
TRAMONTI;;LEGA;116;;
TRAMONTI;;NOI CON L'ITALIA - UDC;53;;
TRAMONTI;DE LUCA PIERO;PARTITO DEMOCRATICO;344;;
