

Ente;Liste/Gruppi;Voti;
FORCHIA;POPOLARI PER L'ITALIA;0;;
FORCHIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
FRAGNETO L'ABATE;LEGA SALVINI PREMIER;147;;
FRAGNETO L'ABATE;MOVIMENTO 5 STELLE;145;;
FRAGNETO L'ABATE;PARTITO DEMOCRATICO;34;;
FRAGNETO L'ABATE;FORZA ITALIA;19;;
FRAGNETO L'ABATE;FRATELLI D'ITALIA;11;;
FRAGNETO L'ABATE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;9;;
FRAGNETO L'ABATE;LA SINISTRA;6;;
FRAGNETO L'ABATE;EUROPA VERDE;3;;
FRAGNETO L'ABATE;PARTITO PIRATA;2;;
FRAGNETO L'ABATE;PARTITO COMUNISTA;1;;
FRAGNETO L'ABATE;POPOLARI PER L'ITALIA;0;;
FRAGNETO L'ABATE;CASAPOUND ITALIA - DESTRE UNITE;0;;
FRAGNETO L'ABATE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
FRAGNETO L'ABATE;PARTITO ANIMALISTA;0;;
FRAGNETO L'ABATE;FORZA NUOVA;0;;
FRAGNETO MONFORTE;LEGA SALVINI PREMIER;410;;
FRAGNETO MONFORTE;MOVIMENTO 5 STELLE;370;;
FRAGNETO MONFORTE;PARTITO DEMOCRATICO;159;;
FRAGNETO MONFORTE;FORZA ITALIA;150;;
FRAGNETO MONFORTE;FRATELLI D'ITALIA;53;;
FRAGNETO MONFORTE;LA SINISTRA;18;;
FRAGNETO MONFORTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
FRAGNETO MONFORTE;PARTITO ANIMALISTA;11;;
FRAGNETO MONFORTE;PARTITO COMUNISTA;10;;
FRAGNETO MONFORTE;EUROPA VERDE;8;;
FRAGNETO MONFORTE;FORZA NUOVA;8;;
FRAGNETO MONFORTE;CASAPOUND ITALIA - DESTRE UNITE;7;;
FRAGNETO MONFORTE;POPOLARI PER L'ITALIA;5;;
FRAGNETO MONFORTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
FRAGNETO MONFORTE;PARTITO PIRATA;0;;
FRASSO TELESINO;MOVIMENTO 5 STELLE;266;;
FRASSO TELESINO;LEGA SALVINI PREMIER;218;;
FRASSO TELESINO;PARTITO DEMOCRATICO;178;;
FRASSO TELESINO;FORZA ITALIA;169;;
FRASSO TELESINO;FRATELLI D'ITALIA;63;;
FRASSO TELESINO;EUROPA VERDE;25;;
FRASSO TELESINO;LA SINISTRA;7;;
FRASSO TELESINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
FRASSO TELESINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
FRASSO TELESINO;PARTITO ANIMALISTA;4;;
FRASSO TELESINO;PARTITO COMUNISTA;4;;
FRASSO TELESINO;POPOLARI PER L'ITALIA;2;;
FRASSO TELESINO;FORZA NUOVA;1;;
FRASSO TELESINO;PARTITO PIRATA;0;;
FRASSO TELESINO;CASAPOUND ITALIA - DESTRE UNITE;0;;
GINESTRA DEGLI SCHIAVONI;PARTITO DEMOCRATICO;90;;
GINESTRA DEGLI SCHIAVONI;MOVIMENTO 5 STELLE;49;;
GINESTRA DEGLI SCHIAVONI;FORZA ITALIA;23;;
GINESTRA DEGLI SCHIAVONI;LEGA SALVINI PREMIER;21;;
GINESTRA DEGLI SCHIAVONI;LA SINISTRA;5;;
GINESTRA DEGLI SCHIAVONI;PARTITO COMUNISTA;2;;
GINESTRA DEGLI SCHIAVONI;FRATELLI D'ITALIA;1;;
GINESTRA DEGLI SCHIAVONI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
GINESTRA DEGLI SCHIAVONI;FORZA NUOVA;1;;
GINESTRA DEGLI SCHIAVONI;CASAPOUND ITALIA - DESTRE UNITE;1;;
GINESTRA DEGLI SCHIAVONI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
GINESTRA DEGLI SCHIAVONI;PARTITO ANIMALISTA;0;;
GINESTRA DEGLI SCHIAVONI;EUROPA VERDE;0;;
GINESTRA DEGLI SCHIAVONI;PARTITO PIRATA;0;;
GINESTRA DEGLI SCHIAVONI;POPOLARI PER L'ITALIA;0;;
GUARDIA SANFRAMONDI;MOVIMENTO 5 STELLE;537;;
GUARDIA SANFRAMONDI;LEGA SALVINI PREMIER;514;;
GUARDIA SANFRAMONDI;PARTITO DEMOCRATICO;501;;
GUARDIA SANFRAMONDI;FORZA ITALIA;260;;
GUARDIA SANFRAMONDI;FRATELLI D'ITALIA;41;;
GUARDIA SANFRAMONDI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
GUARDIA SANFRAMONDI;EUROPA VERDE;22;;
GUARDIA SANFRAMONDI;PARTITO COMUNISTA;21;;
GUARDIA SANFRAMONDI;LA SINISTRA;16;;
GUARDIA SANFRAMONDI;PARTITO PIRATA;8;;
GUARDIA SANFRAMONDI;POPOLARI PER L'ITALIA;8;;
GUARDIA SANFRAMONDI;PARTITO ANIMALISTA;7;;
GUARDIA SANFRAMONDI;CASAPOUND ITALIA - DESTRE UNITE;7;;
GUARDIA SANFRAMONDI;FORZA NUOVA;2;;
GUARDIA SANFRAMONDI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
LIMATOLA;MOVIMENTO 5 STELLE;461;;
LIMATOLA;FORZA ITALIA;404;;
LIMATOLA;LEGA SALVINI PREMIER;377;;
LIMATOLA;PARTITO DEMOCRATICO;182;;
LIMATOLA;FRATELLI D'ITALIA;47;;
LIMATOLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
LIMATOLA;EUROPA VERDE;9;;
LIMATOLA;PARTITO ANIMALISTA;6;;
LIMATOLA;PARTITO COMUNISTA;5;;
LIMATOLA;LA SINISTRA;5;;
LIMATOLA;POPOLARI PER L'ITALIA;2;;
LIMATOLA;PARTITO PIRATA;2;;
LIMATOLA;CASAPOUND ITALIA - DESTRE UNITE;2;;
LIMATOLA;FORZA NUOVA;1;;
LIMATOLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
MELIZZANO;MOVIMENTO 5 STELLE;287;;
MELIZZANO;PARTITO DEMOCRATICO;261;;
MELIZZANO;LEGA SALVINI PREMIER;259;;
MELIZZANO;FORZA ITALIA;139;;
MELIZZANO;FRATELLI D'ITALIA;36;;
MELIZZANO;EUROPA VERDE;17;;
MELIZZANO;PARTITO COMUNISTA;16;;
MELIZZANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14;;
MELIZZANO;LA SINISTRA;9;;
MELIZZANO;PARTITO ANIMALISTA;7;;
MELIZZANO;POPOLARI PER L'ITALIA;5;;
MELIZZANO;FORZA NUOVA;1;;
MELIZZANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
MELIZZANO;PARTITO PIRATA;1;;
MELIZZANO;CASAPOUND ITALIA - DESTRE UNITE;0;;
MOIANO;LEGA SALVINI PREMIER;711;;
MOIANO;MOVIMENTO 5 STELLE;678;;
MOIANO;FORZA ITALIA;489;;
MOIANO;PARTITO DEMOCRATICO;475;;
MOIANO;FRATELLI D'ITALIA;129;;
MOIANO;PARTITO COMUNISTA;27;;
MOIANO;EUROPA VERDE;26;;
MOIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;22;;
MOIANO;LA SINISTRA;16;;
MOIANO;PARTITO ANIMALISTA;13;;
MOIANO;POPOLARI PER L'ITALIA;8;;
MOIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
MOIANO;PARTITO PIRATA;4;;
MOIANO;CASAPOUND ITALIA - DESTRE UNITE;2;;
MOIANO;FORZA NUOVA;2;;
MOLINARA;PARTITO DEMOCRATICO;214;;
MOLINARA;LEGA SALVINI PREMIER;180;;
MOLINARA;MOVIMENTO 5 STELLE;177;;
MOLINARA;FORZA ITALIA;120;;
MOLINARA;FRATELLI D'ITALIA;27;;
MOLINARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
MOLINARA;EUROPA VERDE;12;;
MOLINARA;LA SINISTRA;8;;
MOLINARA;PARTITO COMUNISTA;4;;
MOLINARA;PARTITO PIRATA;2;;
MOLINARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
MOLINARA;CASAPOUND ITALIA - DESTRE UNITE;1;;
MOLINARA;PARTITO ANIMALISTA;1;;
MOLINARA;POPOLARI PER L'ITALIA;0;;
MOLINARA;FORZA NUOVA;0;;
MONTEFALCONE DI VAL FORTORE;PARTITO DEMOCRATICO;345;;
MONTEFALCONE DI VAL FORTORE;LEGA SALVINI PREMIER;163;;
MONTEFALCONE DI VAL FORTORE;MOVIMENTO 5 STELLE;140;;
MONTEFALCONE DI VAL FORTORE;FORZA ITALIA;117;;
MONTEFALCONE DI VAL FORTORE;FRATELLI D'ITALIA;25;;
MONTEFALCONE DI VAL FORTORE;EUROPA VERDE;18;;
MONTEFALCONE DI VAL FORTORE;PARTITO COMUNISTA;14;;
MONTEFALCONE DI VAL FORTORE;LA SINISTRA;14;;
MONTEFALCONE DI VAL FORTORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
MONTEFALCONE DI VAL FORTORE;PARTITO ANIMALISTA;8;;
MONTEFALCONE DI VAL FORTORE;CASAPOUND ITALIA - DESTRE UNITE;5;;
MONTEFALCONE DI VAL FORTORE;FORZA NUOVA;3;;
MONTEFALCONE DI VAL FORTORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
MONTEFALCONE DI VAL FORTORE;PARTITO PIRATA;0;;
MONTEFALCONE DI VAL FORTORE;POPOLARI PER L'ITALIA;0;;
MONTESARCHIO;MOVIMENTO 5 STELLE;1436;;
MONTESARCHIO;LEGA SALVINI PREMIER;1371;;
MONTESARCHIO;PARTITO DEMOCRATICO;920;;
MONTESARCHIO;FORZA ITALIA;717;;
MONTESARCHIO;FRATELLI D'ITALIA;259;;
MONTESARCHIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;67;;
MONTESARCHIO;EUROPA VERDE;62;;
MONTESARCHIO;LA SINISTRA;58;;
MONTESARCHIO;POPOLARI PER L'ITALIA;52;;
MONTESARCHIO;PARTITO COMUNISTA;31;;
MONTESARCHIO;PARTITO ANIMALISTA;17;;
MONTESARCHIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;15;;
MONTESARCHIO;FORZA NUOVA;7;;
MONTESARCHIO;CASAPOUND ITALIA - DESTRE UNITE;6;;
MONTESARCHIO;PARTITO PIRATA;3;;
MORCONE;MOVIMENTO 5 STELLE;462;;
MORCONE;LEGA SALVINI PREMIER;419;;
MORCONE;PARTITO DEMOCRATICO;324;;
MORCONE;FORZA ITALIA;235;;
MORCONE;FRATELLI D'ITALIA;58;;
MORCONE;LA SINISTRA;22;;
MORCONE;PARTITO COMUNISTA;17;;
MORCONE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
MORCONE;EUROPA VERDE;12;;
MORCONE;PARTITO PIRATA;3;;
MORCONE;FORZA NUOVA;3;;
MORCONE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
MORCONE;CASAPOUND ITALIA - DESTRE UNITE;3;;
MORCONE;PARTITO ANIMALISTA;3;;
MORCONE;POPOLARI PER L'ITALIA;2;;
PADULI;LEGA SALVINI PREMIER;417;;
PADULI;PARTITO DEMOCRATICO;371;;
PADULI;FORZA ITALIA;324;;
PADULI;MOVIMENTO 5 STELLE;264;;
PADULI;FRATELLI D'ITALIA;88;;
PADULI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
PADULI;LA SINISTRA;15;;
PADULI;EUROPA VERDE;13;;
PADULI;PARTITO ANIMALISTA;8;;
PADULI;POPOLARI PER L'ITALIA;5;;
PADULI;PARTITO COMUNISTA;4;;
PADULI;FORZA NUOVA;3;;
PADULI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PADULI;CASAPOUND ITALIA - DESTRE UNITE;1;;
PADULI;PARTITO PIRATA;1;;
PAGO VEIANO;LEGA SALVINI PREMIER;341;;
PAGO VEIANO;MOVIMENTO 5 STELLE;221;;
PAGO VEIANO;FORZA ITALIA;208;;
PAGO VEIANO;PARTITO DEMOCRATICO;121;;
PAGO VEIANO;FRATELLI D'ITALIA;27;;
PAGO VEIANO;LA SINISTRA;20;;
PAGO VEIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
PAGO VEIANO;EUROPA VERDE;7;;
PAGO VEIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
PAGO VEIANO;FORZA NUOVA;4;;
PAGO VEIANO;PARTITO COMUNISTA;4;;
PAGO VEIANO;PARTITO ANIMALISTA;3;;
PAGO VEIANO;POPOLARI PER L'ITALIA;2;;
PAGO VEIANO;PARTITO PIRATA;1;;
PAGO VEIANO;CASAPOUND ITALIA - DESTRE UNITE;0;;
PANNARANO;MOVIMENTO 5 STELLE;390;;
PANNARANO;LEGA SALVINI PREMIER;285;;
PANNARANO;PARTITO DEMOCRATICO;243;;
PANNARANO;FORZA ITALIA;211;;
PANNARANO;FRATELLI D'ITALIA;63;;
PANNARANO;PARTITO COMUNISTA;23;;
PANNARANO;PARTITO ANIMALISTA;20;;
PANNARANO;LA SINISTRA;20;;
PANNARANO;FORZA NUOVA;11;;
PANNARANO;EUROPA VERDE;10;;
PANNARANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
PANNARANO;POPOLARI PER L'ITALIA;4;;
PANNARANO;PARTITO PIRATA;3;;
PANNARANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PANNARANO;CASAPOUND ITALIA - DESTRE UNITE;2;;
PAOLISI;MOVIMENTO 5 STELLE;265;;
PAOLISI;FORZA ITALIA;263;;
PAOLISI;LEGA SALVINI PREMIER;251;;
PAOLISI;PARTITO DEMOCRATICO;179;;
PAOLISI;FRATELLI D'ITALIA;108;;
PAOLISI;LA SINISTRA;22;;
PAOLISI;POPOLARI PER L'ITALIA;21;;
PAOLISI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
PAOLISI;PARTITO COMUNISTA;11;;
PAOLISI;PARTITO ANIMALISTA;10;;
PAOLISI;EUROPA VERDE;9;;
PAOLISI;PARTITO PIRATA;5;;
PAOLISI;CASAPOUND ITALIA - DESTRE UNITE;3;;
PAOLISI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
PAOLISI;FORZA NUOVA;2;;
PAUPISI;LEGA SALVINI PREMIER;313;;
PAUPISI;MOVIMENTO 5 STELLE;234;;
PAUPISI;FORZA ITALIA;189;;
PAUPISI;PARTITO DEMOCRATICO;161;;
PAUPISI;FRATELLI D'ITALIA;30;;
PAUPISI;EUROPA VERDE;15;;
PAUPISI;LA SINISTRA;14;;
PAUPISI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
PAUPISI;POPOLARI PER L'ITALIA;5;;
PAUPISI;FORZA NUOVA;4;;
PAUPISI;PARTITO PIRATA;3;;
PAUPISI;PARTITO ANIMALISTA;3;;
PAUPISI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PAUPISI;PARTITO COMUNISTA;2;;
PAUPISI;CASAPOUND ITALIA - DESTRE UNITE;1;;
PESCO SANNITA;LEGA SALVINI PREMIER;225;;
PESCO SANNITA;MOVIMENTO 5 STELLE;215;;
PESCO SANNITA;FORZA ITALIA;151;;
PESCO SANNITA;PARTITO DEMOCRATICO;103;;
PESCO SANNITA;FRATELLI D'ITALIA;71;;
PESCO SANNITA;LA SINISTRA;9;;
PESCO SANNITA;EUROPA VERDE;9;;
PESCO SANNITA;PARTITO COMUNISTA;6;;
PESCO SANNITA;PARTITO ANIMALISTA;3;;
PESCO SANNITA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
PESCO SANNITA;PARTITO PIRATA;1;;
PESCO SANNITA;CASAPOUND ITALIA - DESTRE UNITE;1;;
PESCO SANNITA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PESCO SANNITA;FORZA NUOVA;0;;
PESCO SANNITA;POPOLARI PER L'ITALIA;0;;
PIETRAROJA;LEGA SALVINI PREMIER;105;;
PIETRAROJA;FORZA ITALIA;90;;
PIETRAROJA;MOVIMENTO 5 STELLE;76;;
PIETRAROJA;PARTITO DEMOCRATICO;33;;
PIETRAROJA;FRATELLI D'ITALIA;7;;
PIETRAROJA;PARTITO ANIMALISTA;5;;
PIETRAROJA;PARTITO COMUNISTA;4;;
PIETRAROJA;EUROPA VERDE;3;;
PIETRAROJA;LA SINISTRA;2;;
PIETRAROJA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
PIETRAROJA;FORZA NUOVA;1;;
PIETRAROJA;PARTITO PIRATA;0;;
PIETRAROJA;CASAPOUND ITALIA - DESTRE UNITE;0;;
PIETRAROJA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PIETRAROJA;POPOLARI PER L'ITALIA;0;;
PIETRELCINA;MOVIMENTO 5 STELLE;412;;
PIETRELCINA;LEGA SALVINI PREMIER;362;;
PIETRELCINA;FORZA ITALIA;159;;
PIETRELCINA;PARTITO DEMOCRATICO;150;;
PIETRELCINA;FRATELLI D'ITALIA;42;;
PIETRELCINA;EUROPA VERDE;24;;
PIETRELCINA;LA SINISTRA;19;;
PIETRELCINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;19;;
PIETRELCINA;PARTITO COMUNISTA;12;;
PIETRELCINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;8;;
PIETRELCINA;POPOLARI PER L'ITALIA;4;;
PIETRELCINA;PARTITO ANIMALISTA;3;;
PIETRELCINA;FORZA NUOVA;3;;
PIETRELCINA;CASAPOUND ITALIA - DESTRE UNITE;1;;
PIETRELCINA;PARTITO PIRATA;0;;
PONTE;LEGA SALVINI PREMIER;409;;
PONTE;MOVIMENTO 5 STELLE;232;;
PONTE;FORZA ITALIA;170;;
PONTE;PARTITO DEMOCRATICO;128;;
PONTE;FRATELLI D'ITALIA;61;;
PONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
PONTE;EUROPA VERDE;7;;
PONTE;PARTITO PIRATA;5;;
PONTE;LA SINISTRA;5;;
PONTE;POPOLARI PER L'ITALIA;3;;
PONTE;PARTITO ANIMALISTA;3;;
PONTE;CASAPOUND ITALIA - DESTRE UNITE;2;;
PONTE;FORZA NUOVA;1;;
PONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PONTE;PARTITO COMUNISTA;0;;
PONTELANDOLFO;LEGA SALVINI PREMIER;276;;
PONTELANDOLFO;MOVIMENTO 5 STELLE;197;;
PONTELANDOLFO;PARTITO DEMOCRATICO;122;;
PONTELANDOLFO;FORZA ITALIA;119;;
PONTELANDOLFO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;82;;
PONTELANDOLFO;FRATELLI D'ITALIA;24;;
PONTELANDOLFO;LA SINISTRA;12;;
PONTELANDOLFO;EUROPA VERDE;9;;
PONTELANDOLFO;PARTITO COMUNISTA;8;;
PONTELANDOLFO;PARTITO ANIMALISTA;2;;
PONTELANDOLFO;POPOLARI PER L'ITALIA;2;;
PONTELANDOLFO;PARTITO PIRATA;1;;
PONTELANDOLFO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PONTELANDOLFO;FORZA NUOVA;0;;
PONTELANDOLFO;CASAPOUND ITALIA - DESTRE UNITE;0;;
PUGLIANELLO;LEGA SALVINI PREMIER;436;;
PUGLIANELLO;MOVIMENTO 5 STELLE;201;;
PUGLIANELLO;FORZA ITALIA;127;;
PUGLIANELLO;PARTITO DEMOCRATICO;101;;
PUGLIANELLO;FRATELLI D'ITALIA;22;;
PUGLIANELLO;EUROPA VERDE;11;;
PUGLIANELLO;PARTITO COMUNISTA;8;;
PUGLIANELLO;PARTITO ANIMALISTA;7;;
PUGLIANELLO;LA SINISTRA;6;;
PUGLIANELLO;FORZA NUOVA;5;;
PUGLIANELLO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
PUGLIANELLO;CASAPOUND ITALIA - DESTRE UNITE;2;;
PUGLIANELLO;PARTITO PIRATA;2;;
PUGLIANELLO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
PUGLIANELLO;POPOLARI PER L'ITALIA;1;;
REINO;PARTITO DEMOCRATICO;181;;
REINO;MOVIMENTO 5 STELLE;133;;
REINO;LEGA SALVINI PREMIER;65;;
REINO;FRATELLI D'ITALIA;49;;
REINO;FORZA ITALIA;37;;
REINO;EUROPA VERDE;8;;
REINO;LA SINISTRA;8;;
REINO;PARTITO ANIMALISTA;3;;
REINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1;;
REINO;PARTITO PIRATA;1;;
REINO;PARTITO COMUNISTA;1;;
REINO;POPOLARI PER L'ITALIA;1;;
REINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
REINO;FORZA NUOVA;0;;
REINO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SAN BARTOLOMEO IN GALDO;LEGA SALVINI PREMIER;576;;
SAN BARTOLOMEO IN GALDO;MOVIMENTO 5 STELLE;507;;
SAN BARTOLOMEO IN GALDO;FORZA ITALIA;358;;
SAN BARTOLOMEO IN GALDO;PARTITO DEMOCRATICO;163;;
SAN BARTOLOMEO IN GALDO;FRATELLI D'ITALIA;106;;
SAN BARTOLOMEO IN GALDO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;32;;
SAN BARTOLOMEO IN GALDO;LA SINISTRA;16;;
SAN BARTOLOMEO IN GALDO;EUROPA VERDE;12;;
SAN BARTOLOMEO IN GALDO;PARTITO COMUNISTA;11;;
SAN BARTOLOMEO IN GALDO;PARTITO ANIMALISTA;8;;
SAN BARTOLOMEO IN GALDO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
SAN BARTOLOMEO IN GALDO;CASAPOUND ITALIA - DESTRE UNITE;4;;
SAN BARTOLOMEO IN GALDO;POPOLARI PER L'ITALIA;4;;
SAN BARTOLOMEO IN GALDO;PARTITO PIRATA;2;;
SAN BARTOLOMEO IN GALDO;FORZA NUOVA;0;;
SAN GIORGIO DEL SANNIO;LEGA SALVINI PREMIER;1085;;
SAN GIORGIO DEL SANNIO;MOVIMENTO 5 STELLE;1078;;
SAN GIORGIO DEL SANNIO;PARTITO DEMOCRATICO;736;;
SAN GIORGIO DEL SANNIO;FORZA ITALIA;555;;
SAN GIORGIO DEL SANNIO;FRATELLI D'ITALIA;235;;
SAN GIORGIO DEL SANNIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;143;;
SAN GIORGIO DEL SANNIO;LA SINISTRA;87;;
SAN GIORGIO DEL SANNIO;EUROPA VERDE;83;;
SAN GIORGIO DEL SANNIO;POPOLARI PER L'ITALIA;60;;
SAN GIORGIO DEL SANNIO;PARTITO COMUNISTA;41;;
SAN GIORGIO DEL SANNIO;PARTITO ANIMALISTA;25;;
SAN GIORGIO DEL SANNIO;PARTITO PIRATA;11;;
SAN GIORGIO DEL SANNIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;10;;
SAN GIORGIO DEL SANNIO;CASAPOUND ITALIA - DESTRE UNITE;9;;
SAN GIORGIO DEL SANNIO;FORZA NUOVA;4;;
SAN GIORGIO LA MOLARA;MOVIMENTO 5 STELLE;304;;
SAN GIORGIO LA MOLARA;LEGA SALVINI PREMIER;244;;
SAN GIORGIO LA MOLARA;FORZA ITALIA;135;;
SAN GIORGIO LA MOLARA;PARTITO DEMOCRATICO;92;;
SAN GIORGIO LA MOLARA;POPOLARI PER L'ITALIA;56;;
SAN GIORGIO LA MOLARA;FRATELLI D'ITALIA;44;;
SAN GIORGIO LA MOLARA;EUROPA VERDE;22;;
SAN GIORGIO LA MOLARA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;18;;
SAN GIORGIO LA MOLARA;LA SINISTRA;15;;
SAN GIORGIO LA MOLARA;PARTITO COMUNISTA;6;;
SAN GIORGIO LA MOLARA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SAN GIORGIO LA MOLARA;PARTITO ANIMALISTA;2;;
SAN GIORGIO LA MOLARA;FORZA NUOVA;2;;
SAN GIORGIO LA MOLARA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SAN GIORGIO LA MOLARA;PARTITO PIRATA;0;;
SAN LEUCIO DEL SANNIO;LEGA SALVINI PREMIER;428;;
SAN LEUCIO DEL SANNIO;MOVIMENTO 5 STELLE;347;;
SAN LEUCIO DEL SANNIO;FORZA ITALIA;235;;
SAN LEUCIO DEL SANNIO;PARTITO DEMOCRATICO;170;;
SAN LEUCIO DEL SANNIO;FRATELLI D'ITALIA;35;;
SAN LEUCIO DEL SANNIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;22;;
SAN LEUCIO DEL SANNIO;LA SINISTRA;17;;
SAN LEUCIO DEL SANNIO;PARTITO COMUNISTA;16;;
SAN LEUCIO DEL SANNIO;PARTITO ANIMALISTA;16;;
SAN LEUCIO DEL SANNIO;EUROPA VERDE;13;;
SAN LEUCIO DEL SANNIO;CASAPOUND ITALIA - DESTRE UNITE;7;;
SAN LEUCIO DEL SANNIO;FORZA NUOVA;4;;
SAN LEUCIO DEL SANNIO;POPOLARI PER L'ITALIA;3;;
SAN LEUCIO DEL SANNIO;PARTITO PIRATA;2;;
SAN LEUCIO DEL SANNIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SAN LORENZELLO;LEGA SALVINI PREMIER;489;;
SAN LORENZELLO;MOVIMENTO 5 STELLE;345;;
SAN LORENZELLO;PARTITO DEMOCRATICO;233;;
SAN LORENZELLO;FORZA ITALIA;201;;
SAN LORENZELLO;FRATELLI D'ITALIA;57;;
SAN LORENZELLO;EUROPA VERDE;33;;
SAN LORENZELLO;LA SINISTRA;20;;
SAN LORENZELLO;PARTITO ANIMALISTA;13;;
SAN LORENZELLO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
SAN LORENZELLO;PARTITO COMUNISTA;8;;
SAN LORENZELLO;PARTITO PIRATA;7;;
SAN LORENZELLO;POPOLARI PER L'ITALIA;4;;
SAN LORENZELLO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
SAN LORENZELLO;CASAPOUND ITALIA - DESTRE UNITE;3;;
SAN LORENZELLO;FORZA NUOVA;1;;
SAN LORENZO MAGGIORE;LEGA SALVINI PREMIER;384;;
SAN LORENZO MAGGIORE;MOVIMENTO 5 STELLE;219;;
SAN LORENZO MAGGIORE;PARTITO DEMOCRATICO;93;;
SAN LORENZO MAGGIORE;FORZA ITALIA;69;;
SAN LORENZO MAGGIORE;FRATELLI D'ITALIA;37;;
SAN LORENZO MAGGIORE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
SAN LORENZO MAGGIORE;EUROPA VERDE;12;;
SAN LORENZO MAGGIORE;LA SINISTRA;8;;
SAN LORENZO MAGGIORE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SAN LORENZO MAGGIORE;PARTITO COMUNISTA;3;;
SAN LORENZO MAGGIORE;POPOLARI PER L'ITALIA;2;;
SAN LORENZO MAGGIORE;PARTITO ANIMALISTA;1;;
SAN LORENZO MAGGIORE;CASAPOUND ITALIA - DESTRE UNITE;1;;
