

Ente;Liste/Gruppi;Voti;
SAN LORENZO MAGGIORE;FORZA NUOVA;1;;
SAN LORENZO MAGGIORE;PARTITO PIRATA;0;;
SAN LUPO;MOVIMENTO 5 STELLE;84;;
SAN LUPO;PARTITO DEMOCRATICO;83;;
SAN LUPO;LEGA SALVINI PREMIER;65;;
SAN LUPO;FORZA ITALIA;48;;
SAN LUPO;FRATELLI D'ITALIA;9;;
SAN LUPO;LA SINISTRA;8;;
SAN LUPO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
SAN LUPO;EUROPA VERDE;3;;
SAN LUPO;PARTITO PIRATA;2;;
SAN LUPO;PARTITO COMUNISTA;2;;
SAN LUPO;PARTITO ANIMALISTA;2;;
SAN LUPO;POPOLARI PER L'ITALIA;1;;
SAN LUPO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SAN LUPO;FORZA NUOVA;0;;
SAN LUPO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SAN MARCO DEI CAVOTI;MOVIMENTO 5 STELLE;605;;
SAN MARCO DEI CAVOTI;LEGA SALVINI PREMIER;564;;
SAN MARCO DEI CAVOTI;PARTITO DEMOCRATICO;388;;
SAN MARCO DEI CAVOTI;FORZA ITALIA;213;;
SAN MARCO DEI CAVOTI;FRATELLI D'ITALIA;146;;
SAN MARCO DEI CAVOTI;EUROPA VERDE;34;;
SAN MARCO DEI CAVOTI;LA SINISTRA;27;;
SAN MARCO DEI CAVOTI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
SAN MARCO DEI CAVOTI;PARTITO COMUNISTA;19;;
SAN MARCO DEI CAVOTI;PARTITO ANIMALISTA;18;;
SAN MARCO DEI CAVOTI;POPOLARI PER L'ITALIA;7;;
SAN MARCO DEI CAVOTI;FORZA NUOVA;4;;
SAN MARCO DEI CAVOTI;PARTITO PIRATA;4;;
SAN MARCO DEI CAVOTI;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN MARCO DEI CAVOTI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SAN MARTINO SANNITA;LEGA SALVINI PREMIER;284;;
SAN MARTINO SANNITA;MOVIMENTO 5 STELLE;179;;
SAN MARTINO SANNITA;PARTITO DEMOCRATICO;97;;
SAN MARTINO SANNITA;FORZA ITALIA;81;;
SAN MARTINO SANNITA;FRATELLI D'ITALIA;23;;
SAN MARTINO SANNITA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
SAN MARTINO SANNITA;PARTITO COMUNISTA;15;;
SAN MARTINO SANNITA;PARTITO ANIMALISTA;10;;
SAN MARTINO SANNITA;LA SINISTRA;9;;
SAN MARTINO SANNITA;POPOLARI PER L'ITALIA;6;;
SAN MARTINO SANNITA;EUROPA VERDE;5;;
SAN MARTINO SANNITA;FORZA NUOVA;2;;
SAN MARTINO SANNITA;PARTITO PIRATA;1;;
SAN MARTINO SANNITA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SAN MARTINO SANNITA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAN NAZZARO;MOVIMENTO 5 STELLE;132;;
SAN NAZZARO;LEGA SALVINI PREMIER;95;;
SAN NAZZARO;PARTITO DEMOCRATICO;59;;
SAN NAZZARO;FORZA ITALIA;39;;
SAN NAZZARO;EUROPA VERDE;13;;
SAN NAZZARO;FRATELLI D'ITALIA;12;;
SAN NAZZARO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
SAN NAZZARO;LA SINISTRA;5;;
SAN NAZZARO;PARTITO COMUNISTA;5;;
SAN NAZZARO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
SAN NAZZARO;FORZA NUOVA;2;;
SAN NAZZARO;PARTITO ANIMALISTA;2;;
SAN NAZZARO;PARTITO PIRATA;2;;
SAN NAZZARO;POPOLARI PER L'ITALIA;1;;
SAN NAZZARO;CASAPOUND ITALIA - DESTRE UNITE;1;;
SAN NICOLA MANFREDI;MOVIMENTO 5 STELLE;452;;
SAN NICOLA MANFREDI;LEGA SALVINI PREMIER;370;;
SAN NICOLA MANFREDI;FORZA ITALIA;321;;
SAN NICOLA MANFREDI;PARTITO DEMOCRATICO;195;;
SAN NICOLA MANFREDI;FRATELLI D'ITALIA;65;;
SAN NICOLA MANFREDI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;31;;
SAN NICOLA MANFREDI;LA SINISTRA;28;;
SAN NICOLA MANFREDI;EUROPA VERDE;21;;
SAN NICOLA MANFREDI;PARTITO COMUNISTA;18;;
SAN NICOLA MANFREDI;PARTITO PIRATA;10;;
SAN NICOLA MANFREDI;POPOLARI PER L'ITALIA;9;;
SAN NICOLA MANFREDI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;8;;
SAN NICOLA MANFREDI;PARTITO ANIMALISTA;7;;
SAN NICOLA MANFREDI;FORZA NUOVA;2;;
SAN NICOLA MANFREDI;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN SALVATORE TELESINO;LEGA SALVINI PREMIER;516;;
SAN SALVATORE TELESINO;MOVIMENTO 5 STELLE;391;;
SAN SALVATORE TELESINO;PARTITO DEMOCRATICO;235;;
SAN SALVATORE TELESINO;FORZA ITALIA;202;;
SAN SALVATORE TELESINO;FRATELLI D'ITALIA;51;;
SAN SALVATORE TELESINO;EUROPA VERDE;27;;
SAN SALVATORE TELESINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
SAN SALVATORE TELESINO;LA SINISTRA;26;;
SAN SALVATORE TELESINO;PARTITO COMUNISTA;12;;
SAN SALVATORE TELESINO;PARTITO ANIMALISTA;4;;
SAN SALVATORE TELESINO;CASAPOUND ITALIA - DESTRE UNITE;3;;
SAN SALVATORE TELESINO;POPOLARI PER L'ITALIA;2;;
SAN SALVATORE TELESINO;PARTITO PIRATA;2;;
SAN SALVATORE TELESINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SAN SALVATORE TELESINO;FORZA NUOVA;1;;
SANTA CROCE DEL SANNIO;FORZA ITALIA;177;;
SANTA CROCE DEL SANNIO;MOVIMENTO 5 STELLE;72;;
SANTA CROCE DEL SANNIO;LEGA SALVINI PREMIER;45;;
SANTA CROCE DEL SANNIO;PARTITO DEMOCRATICO;28;;
SANTA CROCE DEL SANNIO;FRATELLI D'ITALIA;12;;
SANTA CROCE DEL SANNIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
SANTA CROCE DEL SANNIO;EUROPA VERDE;3;;
SANTA CROCE DEL SANNIO;PARTITO ANIMALISTA;2;;
SANTA CROCE DEL SANNIO;FORZA NUOVA;1;;
SANTA CROCE DEL SANNIO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANTA CROCE DEL SANNIO;POPOLARI PER L'ITALIA;0;;
SANTA CROCE DEL SANNIO;LA SINISTRA;0;;
SANTA CROCE DEL SANNIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SANTA CROCE DEL SANNIO;PARTITO COMUNISTA;0;;
SANTA CROCE DEL SANNIO;PARTITO PIRATA;0;;
SANT'AGATA DE' GOTI;LEGA SALVINI PREMIER;2039;;
SANT'AGATA DE' GOTI;MOVIMENTO 5 STELLE;1547;;
SANT'AGATA DE' GOTI;FORZA ITALIA;1146;;
SANT'AGATA DE' GOTI;PARTITO DEMOCRATICO;960;;
SANT'AGATA DE' GOTI;FRATELLI D'ITALIA;451;;
SANT'AGATA DE' GOTI;EUROPA VERDE;80;;
SANT'AGATA DE' GOTI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;71;;
SANT'AGATA DE' GOTI;PARTITO COMUNISTA;58;;
SANT'AGATA DE' GOTI;LA SINISTRA;48;;
SANT'AGATA DE' GOTI;PARTITO ANIMALISTA;37;;
SANT'AGATA DE' GOTI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;25;;
SANT'AGATA DE' GOTI;CASAPOUND ITALIA - DESTRE UNITE;16;;
SANT'AGATA DE' GOTI;FORZA NUOVA;11;;
SANT'AGATA DE' GOTI;PARTITO PIRATA;10;;
SANT'AGATA DE' GOTI;POPOLARI PER L'ITALIA;7;;
SANT'ANGELO A CUPOLO;MOVIMENTO 5 STELLE;590;;
SANT'ANGELO A CUPOLO;LEGA SALVINI PREMIER;451;;
SANT'ANGELO A CUPOLO;PARTITO DEMOCRATICO;337;;
SANT'ANGELO A CUPOLO;FORZA ITALIA;198;;
SANT'ANGELO A CUPOLO;FRATELLI D'ITALIA;77;;
SANT'ANGELO A CUPOLO;LA SINISTRA;41;;
SANT'ANGELO A CUPOLO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;27;;
SANT'ANGELO A CUPOLO;EUROPA VERDE;24;;
SANT'ANGELO A CUPOLO;PARTITO COMUNISTA;17;;
SANT'ANGELO A CUPOLO;PARTITO ANIMALISTA;8;;
SANT'ANGELO A CUPOLO;POPOLARI PER L'ITALIA;5;;
SANT'ANGELO A CUPOLO;PARTITO PIRATA;4;;
SANT'ANGELO A CUPOLO;FORZA NUOVA;4;;
SANT'ANGELO A CUPOLO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SANT'ANGELO A CUPOLO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SANT'ARCANGELO TRIMONTE;MOVIMENTO 5 STELLE;120;;
SANT'ARCANGELO TRIMONTE;LEGA SALVINI PREMIER;78;;
SANT'ARCANGELO TRIMONTE;FORZA ITALIA;47;;
SANT'ARCANGELO TRIMONTE;PARTITO DEMOCRATICO;28;;
SANT'ARCANGELO TRIMONTE;FRATELLI D'ITALIA;13;;
SANT'ARCANGELO TRIMONTE;LA SINISTRA;11;;
SANT'ARCANGELO TRIMONTE;PARTITO COMUNISTA;11;;
SANT'ARCANGELO TRIMONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5;;
SANT'ARCANGELO TRIMONTE;EUROPA VERDE;3;;
SANT'ARCANGELO TRIMONTE;PARTITO ANIMALISTA;2;;
SANT'ARCANGELO TRIMONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SANT'ARCANGELO TRIMONTE;FORZA NUOVA;0;;
SANT'ARCANGELO TRIMONTE;POPOLARI PER L'ITALIA;0;;
SANT'ARCANGELO TRIMONTE;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANT'ARCANGELO TRIMONTE;PARTITO PIRATA;0;;
SASSINORO;MOVIMENTO 5 STELLE;88;;
SASSINORO;PARTITO DEMOCRATICO;65;;
SASSINORO;LEGA SALVINI PREMIER;44;;
SASSINORO;FORZA ITALIA;25;;
SASSINORO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11;;
SASSINORO;FRATELLI D'ITALIA;11;;
SASSINORO;LA SINISTRA;4;;
SASSINORO;PARTITO COMUNISTA;3;;
SASSINORO;POPOLARI PER L'ITALIA;2;;
SASSINORO;EUROPA VERDE;2;;
SASSINORO;FORZA NUOVA;1;;
SASSINORO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SASSINORO;PARTITO ANIMALISTA;0;;
SASSINORO;PARTITO PIRATA;0;;
SASSINORO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SOLOPACA;MOVIMENTO 5 STELLE;356;;
SOLOPACA;LEGA SALVINI PREMIER;337;;
SOLOPACA;PARTITO DEMOCRATICO;291;;
SOLOPACA;FORZA ITALIA;197;;
SOLOPACA;FRATELLI D'ITALIA;52;;
SOLOPACA;POPOLARI PER L'ITALIA;27;;
SOLOPACA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;27;;
SOLOPACA;EUROPA VERDE;20;;
SOLOPACA;LA SINISTRA;20;;
SOLOPACA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14;;
SOLOPACA;PARTITO ANIMALISTA;8;;
SOLOPACA;PARTITO COMUNISTA;5;;
SOLOPACA;CASAPOUND ITALIA - DESTRE UNITE;5;;
SOLOPACA;FORZA NUOVA;3;;
SOLOPACA;PARTITO PIRATA;2;;
TELESE TERME;LEGA SALVINI PREMIER;709;;
TELESE TERME;MOVIMENTO 5 STELLE;706;;
TELESE TERME;PARTITO DEMOCRATICO;508;;
TELESE TERME;FORZA ITALIA;391;;
TELESE TERME;FRATELLI D'ITALIA;142;;
TELESE TERME;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;69;;
TELESE TERME;LA SINISTRA;53;;
TELESE TERME;EUROPA VERDE;32;;
TELESE TERME;PARTITO COMUNISTA;27;;
TELESE TERME;PARTITO ANIMALISTA;18;;
TELESE TERME;POPOLARI PER L'ITALIA;15;;
TELESE TERME;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;10;;
TELESE TERME;CASAPOUND ITALIA - DESTRE UNITE;5;;
TELESE TERME;PARTITO PIRATA;3;;
TELESE TERME;FORZA NUOVA;3;;
TOCCO CAUDIO;MOVIMENTO 5 STELLE;277;;
TOCCO CAUDIO;LEGA SALVINI PREMIER;263;;
TOCCO CAUDIO;FORZA ITALIA;244;;
TOCCO CAUDIO;PARTITO DEMOCRATICO;112;;
TOCCO CAUDIO;FRATELLI D'ITALIA;51;;
TOCCO CAUDIO;LA SINISTRA;12;;
TOCCO CAUDIO;EUROPA VERDE;10;;
TOCCO CAUDIO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;9;;
TOCCO CAUDIO;PARTITO ANIMALISTA;6;;
TOCCO CAUDIO;PARTITO COMUNISTA;3;;
TOCCO CAUDIO;POPOLARI PER L'ITALIA;2;;
TOCCO CAUDIO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
TOCCO CAUDIO;FORZA NUOVA;1;;
TOCCO CAUDIO;PARTITO PIRATA;0;;
TOCCO CAUDIO;CASAPOUND ITALIA - DESTRE UNITE;0;;
TORRECUSO;LEGA SALVINI PREMIER;796;;
TORRECUSO;MOVIMENTO 5 STELLE;546;;
TORRECUSO;FORZA ITALIA;341;;
TORRECUSO;PARTITO DEMOCRATICO;333;;
TORRECUSO;FRATELLI D'ITALIA;63;;
TORRECUSO;LA SINISTRA;37;;
TORRECUSO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;24;;
TORRECUSO;EUROPA VERDE;23;;
TORRECUSO;PARTITO ANIMALISTA;16;;
TORRECUSO;FORZA NUOVA;10;;
TORRECUSO;PARTITO COMUNISTA;10;;
TORRECUSO;CASAPOUND ITALIA - DESTRE UNITE;6;;
TORRECUSO;POPOLARI PER L'ITALIA;5;;
TORRECUSO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
TORRECUSO;PARTITO PIRATA;4;;
VITULANO;MOVIMENTO 5 STELLE;353;;
VITULANO;PARTITO DEMOCRATICO;296;;
VITULANO;LEGA SALVINI PREMIER;234;;
VITULANO;FORZA ITALIA;198;;
VITULANO;FRATELLI D'ITALIA;47;;
VITULANO;LA SINISTRA;38;;
VITULANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
VITULANO;EUROPA VERDE;10;;
VITULANO;PARTITO COMUNISTA;8;;
VITULANO;POPOLARI PER L'ITALIA;5;;
VITULANO;PARTITO ANIMALISTA;5;;
VITULANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
VITULANO;PARTITO PIRATA;2;;
VITULANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
VITULANO;FORZA NUOVA;1;;
