

Ente;Liste/Gruppi;Voti;
SANTA PAOLINA;PARTITO ANIMALISTA;12;;
SANTA PAOLINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12;;
SANTA PAOLINA;EUROPA VERDE;11;;
SANTA PAOLINA;PARTITO COMUNISTA;7;;
SANTA PAOLINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SANTA PAOLINA;PARTITO PIRATA;0;;
SANTA PAOLINA;FORZA NUOVA;0;;
SANTA PAOLINA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANTO STEFANO DEL SOLE;MOVIMENTO 5 STELLE;250;;
SANTO STEFANO DEL SOLE;LEGA SALVINI PREMIER;180;;
SANTO STEFANO DEL SOLE;PARTITO DEMOCRATICO;177;;
SANTO STEFANO DEL SOLE;FORZA ITALIA;139;;
SANTO STEFANO DEL SOLE;FRATELLI D'ITALIA;29;;
SANTO STEFANO DEL SOLE;LA SINISTRA;27;;
SANTO STEFANO DEL SOLE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;21;;
SANTO STEFANO DEL SOLE;EUROPA VERDE;14;;
SANTO STEFANO DEL SOLE;PARTITO COMUNISTA;9;;
SANTO STEFANO DEL SOLE;PARTITO PIRATA;4;;
SANTO STEFANO DEL SOLE;FORZA NUOVA;4;;
SANTO STEFANO DEL SOLE;PARTITO ANIMALISTA;4;;
SANTO STEFANO DEL SOLE;CASAPOUND ITALIA - DESTRE UNITE;0;;
SANTO STEFANO DEL SOLE;POPOLARI PER L'ITALIA;0;;
SANTO STEFANO DEL SOLE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAVIGNANO IRPINO;LEGA SALVINI PREMIER;213;;
SAVIGNANO IRPINO;MOVIMENTO 5 STELLE;178;;
SAVIGNANO IRPINO;PARTITO DEMOCRATICO;130;;
SAVIGNANO IRPINO;FORZA ITALIA;96;;
SAVIGNANO IRPINO;FRATELLI D'ITALIA;51;;
SAVIGNANO IRPINO;LA SINISTRA;17;;
SAVIGNANO IRPINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;10;;
SAVIGNANO IRPINO;EUROPA VERDE;7;;
SAVIGNANO IRPINO;PARTITO ANIMALISTA;5;;
SAVIGNANO IRPINO;POPOLARI PER L'ITALIA;5;;
SAVIGNANO IRPINO;CASAPOUND ITALIA - DESTRE UNITE;4;;
SAVIGNANO IRPINO;PARTITO COMUNISTA;4;;
SAVIGNANO IRPINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SAVIGNANO IRPINO;FORZA NUOVA;2;;
SAVIGNANO IRPINO;PARTITO PIRATA;1;;
SCAMPITELLA;MOVIMENTO 5 STELLE;219;;
SCAMPITELLA;PARTITO DEMOCRATICO;97;;
SCAMPITELLA;LEGA SALVINI PREMIER;92;;
SCAMPITELLA;FORZA ITALIA;16;;
SCAMPITELLA;FRATELLI D'ITALIA;14;;
SCAMPITELLA;LA SINISTRA;12;;
SCAMPITELLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
SCAMPITELLA;PARTITO COMUNISTA;6;;
SCAMPITELLA;EUROPA VERDE;4;;
SCAMPITELLA;PARTITO ANIMALISTA;3;;
SCAMPITELLA;POPOLARI PER L'ITALIA;2;;
SCAMPITELLA;PARTITO PIRATA;2;;
SCAMPITELLA;FORZA NUOVA;1;;
SCAMPITELLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SCAMPITELLA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SENERCHIA;FRATELLI D'ITALIA;112;;
SENERCHIA;LEGA SALVINI PREMIER;87;;
SENERCHIA;PARTITO DEMOCRATICO;63;;
SENERCHIA;MOVIMENTO 5 STELLE;50;;
SENERCHIA;FORZA ITALIA;31;;
SENERCHIA;PARTITO ANIMALISTA;4;;
SENERCHIA;LA SINISTRA;4;;
SENERCHIA;FORZA NUOVA;3;;
SENERCHIA;EUROPA VERDE;3;;
SENERCHIA;CASAPOUND ITALIA - DESTRE UNITE;1;;
SENERCHIA;PARTITO COMUNISTA;1;;
SENERCHIA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0;;
SENERCHIA;POPOLARI PER L'ITALIA;0;;
SENERCHIA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SENERCHIA;PARTITO PIRATA;0;;
SERINO;MOVIMENTO 5 STELLE;819;;
SERINO;PARTITO DEMOCRATICO;551;;
SERINO;LEGA SALVINI PREMIER;473;;
SERINO;FORZA ITALIA;363;;
SERINO;FRATELLI D'ITALIA;110;;
SERINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;86;;
SERINO;LA SINISTRA;42;;
SERINO;EUROPA VERDE;23;;
SERINO;PARTITO COMUNISTA;13;;
SERINO;PARTITO ANIMALISTA;13;;
SERINO;FORZA NUOVA;6;;
SERINO;POPOLARI PER L'ITALIA;5;;
SERINO;CASAPOUND ITALIA - DESTRE UNITE;3;;
SERINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SERINO;PARTITO PIRATA;1;;
SIRIGNANO;MOVIMENTO 5 STELLE;363;;
SIRIGNANO;FORZA ITALIA;317;;
SIRIGNANO;PARTITO DEMOCRATICO;180;;
SIRIGNANO;LEGA SALVINI PREMIER;136;;
SIRIGNANO;FRATELLI D'ITALIA;102;;
SIRIGNANO;EUROPA VERDE;14;;
SIRIGNANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14;;
SIRIGNANO;LA SINISTRA;11;;
SIRIGNANO;POPOLARI PER L'ITALIA;7;;
SIRIGNANO;PARTITO ANIMALISTA;5;;
SIRIGNANO;PARTITO COMUNISTA;4;;
SIRIGNANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SIRIGNANO;FORZA NUOVA;3;;
SIRIGNANO;PARTITO PIRATA;1;;
SIRIGNANO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SOLOFRA;MOVIMENTO 5 STELLE;1539;;
SOLOFRA;LEGA SALVINI PREMIER;1347;;
SOLOFRA;PARTITO DEMOCRATICO;1123;;
SOLOFRA;FORZA ITALIA;490;;
SOLOFRA;FRATELLI D'ITALIA;262;;
SOLOFRA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;130;;
SOLOFRA;LA SINISTRA;42;;
SOLOFRA;EUROPA VERDE;36;;
SOLOFRA;PARTITO COMUNISTA;34;;
SOLOFRA;PARTITO ANIMALISTA;20;;
SOLOFRA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;10;;
SOLOFRA;FORZA NUOVA;8;;
SOLOFRA;PARTITO PIRATA;7;;
SOLOFRA;CASAPOUND ITALIA - DESTRE UNITE;6;;
SOLOFRA;POPOLARI PER L'ITALIA;5;;
SORBO SERPICO;MOVIMENTO 5 STELLE;93;;
SORBO SERPICO;PARTITO DEMOCRATICO;58;;
SORBO SERPICO;LEGA SALVINI PREMIER;50;;
SORBO SERPICO;FRATELLI D'ITALIA;15;;
SORBO SERPICO;FORZA ITALIA;10;;
SORBO SERPICO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
SORBO SERPICO;LA SINISTRA;3;;
SORBO SERPICO;FORZA NUOVA;3;;
SORBO SERPICO;PARTITO COMUNISTA;2;;
SORBO SERPICO;PARTITO PIRATA;1;;
SORBO SERPICO;EUROPA VERDE;1;;
SORBO SERPICO;POPOLARI PER L'ITALIA;0;;
SORBO SERPICO;PARTITO ANIMALISTA;0;;
SORBO SERPICO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SORBO SERPICO;CASAPOUND ITALIA - DESTRE UNITE;0;;
SPERONE;MOVIMENTO 5 STELLE;649;;
SPERONE;PARTITO DEMOCRATICO;230;;
SPERONE;LEGA SALVINI PREMIER;195;;
SPERONE;FORZA ITALIA;189;;
SPERONE;FRATELLI D'ITALIA;97;;
SPERONE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;37;;
SPERONE;POPOLARI PER L'ITALIA;26;;
SPERONE;LA SINISTRA;19;;
SPERONE;EUROPA VERDE;16;;
SPERONE;PARTITO COMUNISTA;14;;
SPERONE;PARTITO ANIMALISTA;4;;
SPERONE;CASAPOUND ITALIA - DESTRE UNITE;3;;
SPERONE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
SPERONE;PARTITO PIRATA;1;;
SPERONE;FORZA NUOVA;0;;
STURNO;MOVIMENTO 5 STELLE;335;;
STURNO;LEGA SALVINI PREMIER;294;;
STURNO;PARTITO DEMOCRATICO;178;;
STURNO;FORZA ITALIA;174;;
STURNO;FRATELLI D'ITALIA;72;;
STURNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
STURNO;EUROPA VERDE;11;;
STURNO;CASAPOUND ITALIA - DESTRE UNITE;10;;
STURNO;PARTITO ANIMALISTA;9;;
STURNO;LA SINISTRA;8;;
STURNO;PARTITO COMUNISTA;5;;
STURNO;POPOLARI PER L'ITALIA;5;;
STURNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
STURNO;PARTITO PIRATA;1;;
STURNO;FORZA NUOVA;0;;
SUMMONTE;MOVIMENTO 5 STELLE;158;;
SUMMONTE;LEGA SALVINI PREMIER;152;;
SUMMONTE;PARTITO DEMOCRATICO;123;;
SUMMONTE;FORZA ITALIA;51;;
SUMMONTE;FRATELLI D'ITALIA;36;;
SUMMONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;31;;
SUMMONTE;LA SINISTRA;20;;
SUMMONTE;PARTITO COMUNISTA;5;;
SUMMONTE;CASAPOUND ITALIA - DESTRE UNITE;4;;
SUMMONTE;EUROPA VERDE;3;;
SUMMONTE;PARTITO PIRATA;1;;
SUMMONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SUMMONTE;PARTITO ANIMALISTA;1;;
SUMMONTE;POPOLARI PER L'ITALIA;0;;
SUMMONTE;FORZA NUOVA;0;;
TAURANO;MOVIMENTO 5 STELLE;294;;
TAURANO;LEGA SALVINI PREMIER;217;;
TAURANO;FORZA ITALIA;201;;
TAURANO;PARTITO DEMOCRATICO;180;;
TAURANO;FRATELLI D'ITALIA;52;;
TAURANO;LA SINISTRA;15;;
TAURANO;POPOLARI PER L'ITALIA;10;;
TAURANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8;;
TAURANO;PARTITO COMUNISTA;8;;
TAURANO;CASAPOUND ITALIA - DESTRE UNITE;7;;
TAURANO;EUROPA VERDE;4;;
TAURANO;PARTITO ANIMALISTA;3;;
TAURANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
TAURANO;PARTITO PIRATA;1;;
TAURANO;FORZA NUOVA;0;;
TAURASI;MOVIMENTO 5 STELLE;438;;
TAURASI;LEGA SALVINI PREMIER;369;;
TAURASI;PARTITO DEMOCRATICO;212;;
TAURASI;FORZA ITALIA;206;;
TAURASI;FRATELLI D'ITALIA;121;;
TAURASI;POPOLARI PER L'ITALIA;55;;
TAURASI;LA SINISTRA;29;;
TAURASI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;28;;
TAURASI;PARTITO COMUNISTA;26;;
TAURASI;EUROPA VERDE;19;;
TAURASI;PARTITO ANIMALISTA;15;;
TAURASI;PARTITO PIRATA;5;;
TAURASI;FORZA NUOVA;3;;
TAURASI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
TAURASI;CASAPOUND ITALIA - DESTRE UNITE;2;;
TEORA;PARTITO DEMOCRATICO;197;;
TEORA;MOVIMENTO 5 STELLE;138;;
TEORA;LEGA SALVINI PREMIER;106;;
TEORA;FRATELLI D'ITALIA;81;;
TEORA;FORZA ITALIA;78;;
TEORA;LA SINISTRA;22;;
TEORA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
TEORA;PARTITO COMUNISTA;8;;
TEORA;EUROPA VERDE;5;;
TEORA;CASAPOUND ITALIA - DESTRE UNITE;2;;
TEORA;FORZA NUOVA;2;;
TEORA;PARTITO ANIMALISTA;1;;
TEORA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
TEORA;PARTITO PIRATA;0;;
TEORA;POPOLARI PER L'ITALIA;0;;
TORELLA DEI LOMBARDI;MOVIMENTO 5 STELLE;244;;
TORELLA DEI LOMBARDI;LEGA SALVINI PREMIER;195;;
TORELLA DEI LOMBARDI;PARTITO DEMOCRATICO;147;;
TORELLA DEI LOMBARDI;FORZA ITALIA;86;;
TORELLA DEI LOMBARDI;FRATELLI D'ITALIA;19;;
TORELLA DEI LOMBARDI;LA SINISTRA;18;;
TORELLA DEI LOMBARDI;PARTITO COMUNISTA;7;;
TORELLA DEI LOMBARDI;EUROPA VERDE;5;;
TORELLA DEI LOMBARDI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5;;
TORELLA DEI LOMBARDI;PARTITO PIRATA;4;;
TORELLA DEI LOMBARDI;CASAPOUND ITALIA - DESTRE UNITE;2;;
TORELLA DEI LOMBARDI;FORZA NUOVA;1;;
TORELLA DEI LOMBARDI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
TORELLA DEI LOMBARDI;PARTITO ANIMALISTA;1;;
TORELLA DEI LOMBARDI;POPOLARI PER L'ITALIA;0;;
TORRE LE NOCELLE;LEGA SALVINI PREMIER;145;;
TORRE LE NOCELLE;MOVIMENTO 5 STELLE;122;;
TORRE LE NOCELLE;FORZA ITALIA;109;;
TORRE LE NOCELLE;PARTITO DEMOCRATICO;82;;
TORRE LE NOCELLE;FRATELLI D'ITALIA;24;;
TORRE LE NOCELLE;LA SINISTRA;6;;
TORRE LE NOCELLE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5;;
TORRE LE NOCELLE;EUROPA VERDE;4;;
TORRE LE NOCELLE;PARTITO COMUNISTA;4;;
TORRE LE NOCELLE;CASAPOUND ITALIA - DESTRE UNITE;2;;
TORRE LE NOCELLE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
TORRE LE NOCELLE;PARTITO ANIMALISTA;1;;
TORRE LE NOCELLE;POPOLARI PER L'ITALIA;0;;
TORRE LE NOCELLE;PARTITO PIRATA;0;;
TORRE LE NOCELLE;FORZA NUOVA;0;;
TORRIONI;MOVIMENTO 5 STELLE;109;;
TORRIONI;LEGA SALVINI PREMIER;69;;
TORRIONI;PARTITO DEMOCRATICO;32;;
TORRIONI;FORZA ITALIA;25;;
TORRIONI;FRATELLI D'ITALIA;12;;
TORRIONI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
TORRIONI;PARTITO COMUNISTA;5;;
TORRIONI;EUROPA VERDE;4;;
TORRIONI;LA SINISTRA;4;;
TORRIONI;PARTITO ANIMALISTA;3;;
TORRIONI;CASAPOUND ITALIA - DESTRE UNITE;2;;
TORRIONI;FORZA NUOVA;2;;
TORRIONI;PARTITO PIRATA;1;;
TORRIONI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
TORRIONI;POPOLARI PER L'ITALIA;0;;
TREVICO;MOVIMENTO 5 STELLE;214;;
TREVICO;LEGA SALVINI PREMIER;137;;
TREVICO;PARTITO DEMOCRATICO;125;;
TREVICO;FORZA ITALIA;65;;
TREVICO;PARTITO COMUNISTA;13;;
TREVICO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
TREVICO;FRATELLI D'ITALIA;13;;
TREVICO;EUROPA VERDE;12;;
TREVICO;LA SINISTRA;5;;
TREVICO;PARTITO PIRATA;4;;
TREVICO;PARTITO ANIMALISTA;4;;
TREVICO;POPOLARI PER L'ITALIA;2;;
TREVICO;CASAPOUND ITALIA - DESTRE UNITE;1;;
TREVICO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
TREVICO;FORZA NUOVA;0;;
TUFO;MOVIMENTO 5 STELLE;131;;
TUFO;LEGA SALVINI PREMIER;118;;
TUFO;PARTITO DEMOCRATICO;92;;
TUFO;FORZA ITALIA;88;;
TUFO;FRATELLI D'ITALIA;31;;
TUFO;LA SINISTRA;29;;
TUFO;PARTITO COMUNISTA;14;;
TUFO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13;;
TUFO;EUROPA VERDE;8;;
TUFO;PARTITO ANIMALISTA;6;;
TUFO;FORZA NUOVA;5;;
TUFO;POPOLARI PER L'ITALIA;3;;
TUFO;CASAPOUND ITALIA - DESTRE UNITE;3;;
TUFO;PARTITO PIRATA;1;;
TUFO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
VALLATA;MOVIMENTO 5 STELLE;347;;
VALLATA;LEGA SALVINI PREMIER;267;;
VALLATA;PARTITO DEMOCRATICO;215;;
VALLATA;FORZA ITALIA;54;;
VALLATA;FRATELLI D'ITALIA;46;;
VALLATA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26;;
VALLATA;LA SINISTRA;19;;
VALLATA;PARTITO COMUNISTA;15;;
VALLATA;EUROPA VERDE;11;;
VALLATA;PARTITO ANIMALISTA;8;;
VALLATA;FORZA NUOVA;4;;
VALLATA;PARTITO PIRATA;3;;
VALLATA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3;;
VALLATA;CASAPOUND ITALIA - DESTRE UNITE;3;;
VALLATA;POPOLARI PER L'ITALIA;2;;
VALLESACCARDA;MOVIMENTO 5 STELLE;255;;
VALLESACCARDA;PARTITO DEMOCRATICO;231;;
VALLESACCARDA;LEGA SALVINI PREMIER;157;;
VALLESACCARDA;FORZA ITALIA;72;;
VALLESACCARDA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;47;;
VALLESACCARDA;FRATELLI D'ITALIA;27;;
VALLESACCARDA;EUROPA VERDE;12;;
VALLESACCARDA;LA SINISTRA;12;;
VALLESACCARDA;PARTITO COMUNISTA;11;;
VALLESACCARDA;POPOLARI PER L'ITALIA;9;;
VALLESACCARDA;PARTITO ANIMALISTA;8;;
VALLESACCARDA;FORZA NUOVA;4;;
VALLESACCARDA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
VALLESACCARDA;CASAPOUND ITALIA - DESTRE UNITE;1;;
VALLESACCARDA;PARTITO PIRATA;1;;
VENTICANO;PARTITO DEMOCRATICO;382;;
VENTICANO;MOVIMENTO 5 STELLE;363;;
VENTICANO;LEGA SALVINI PREMIER;320;;
VENTICANO;FORZA ITALIA;160;;
VENTICANO;FRATELLI D'ITALIA;82;;
VENTICANO;LA SINISTRA;31;;
VENTICANO;POPOLARI PER L'ITALIA;21;;
VENTICANO;EUROPA VERDE;20;;
VENTICANO;PARTITO ANIMALISTA;17;;
VENTICANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
VENTICANO;PARTITO COMUNISTA;14;;
VENTICANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
VENTICANO;PARTITO PIRATA;4;;
VENTICANO;FORZA NUOVA;4;;
VENTICANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
VILLAMAINA;MOVIMENTO 5 STELLE;146;;
VILLAMAINA;PARTITO DEMOCRATICO;115;;
VILLAMAINA;LEGA SALVINI PREMIER;40;;
VILLAMAINA;LA SINISTRA;39;;
VILLAMAINA;FORZA ITALIA;39;;
VILLAMAINA;FRATELLI D'ITALIA;13;;
VILLAMAINA;POPOLARI PER L'ITALIA;7;;
VILLAMAINA;PARTITO COMUNISTA;6;;
VILLAMAINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
VILLAMAINA;PARTITO ANIMALISTA;3;;
VILLAMAINA;EUROPA VERDE;1;;
VILLAMAINA;PARTITO PIRATA;0;;
VILLAMAINA;CASAPOUND ITALIA - DESTRE UNITE;0;;
VILLAMAINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
VILLAMAINA;FORZA NUOVA;0;;
VILLANOVA DEL BATTISTA;MOVIMENTO 5 STELLE;292;;
VILLANOVA DEL BATTISTA;LEGA SALVINI PREMIER;292;;
VILLANOVA DEL BATTISTA;PARTITO DEMOCRATICO;167;;
VILLANOVA DEL BATTISTA;FORZA ITALIA;116;;
VILLANOVA DEL BATTISTA;FRATELLI D'ITALIA;66;;
VILLANOVA DEL BATTISTA;PARTITO ANIMALISTA;21;;
VILLANOVA DEL BATTISTA;PARTITO COMUNISTA;10;;
VILLANOVA DEL BATTISTA;EUROPA VERDE;8;;
VILLANOVA DEL BATTISTA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
VILLANOVA DEL BATTISTA;LA SINISTRA;7;;
VILLANOVA DEL BATTISTA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
VILLANOVA DEL BATTISTA;POPOLARI PER L'ITALIA;3;;
VILLANOVA DEL BATTISTA;CASAPOUND ITALIA - DESTRE UNITE;2;;
VILLANOVA DEL BATTISTA;FORZA NUOVA;1;;
VILLANOVA DEL BATTISTA;PARTITO PIRATA;0;;
VOLTURARA IRPINA;LEGA SALVINI PREMIER;346;;
VOLTURARA IRPINA;MOVIMENTO 5 STELLE;288;;
VOLTURARA IRPINA;PARTITO DEMOCRATICO;151;;
VOLTURARA IRPINA;FORZA ITALIA;148;;
VOLTURARA IRPINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;123;;
VOLTURARA IRPINA;FRATELLI D'ITALIA;39;;
VOLTURARA IRPINA;LA SINISTRA;11;;
VOLTURARA IRPINA;EUROPA VERDE;9;;
VOLTURARA IRPINA;PARTITO ANIMALISTA;5;;
VOLTURARA IRPINA;POPOLARI PER L'ITALIA;4;;
VOLTURARA IRPINA;PARTITO PIRATA;4;;
VOLTURARA IRPINA;PARTITO COMUNISTA;4;;
VOLTURARA IRPINA;CASAPOUND ITALIA - DESTRE UNITE;4;;
VOLTURARA IRPINA;FORZA NUOVA;1;;
VOLTURARA IRPINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ZUNGOLI;MOVIMENTO 5 STELLE;188;;
ZUNGOLI;PARTITO DEMOCRATICO;172;;
ZUNGOLI;LEGA SALVINI PREMIER;150;;
ZUNGOLI;FORZA ITALIA;72;;
ZUNGOLI;FRATELLI D'ITALIA;31;;
ZUNGOLI;PARTITO COMUNISTA;21;;
ZUNGOLI;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;18;;
ZUNGOLI;LA SINISTRA;8;;
ZUNGOLI;PARTITO ANIMALISTA;8;;
ZUNGOLI;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8;;
ZUNGOLI;EUROPA VERDE;7;;
ZUNGOLI;POPOLARI PER L'ITALIA;4;;
ZUNGOLI;PARTITO PIRATA;2;;
ZUNGOLI;FORZA NUOVA;2;;
ZUNGOLI;CASAPOUND ITALIA - DESTRE UNITE;1;;
